year;departement_code;sex;population;classe_age_5
2004;23;M;2760;00_04
2004;24;M;9867;00_04
2004;25;M;16374;00_04
2004;26;M;14607;00_04
2004;27;M;19338;00_04
2004;28;M;14010;00_04
2004;29;M;26024;00_04
2004;30;M;20238;00_04
2004;31;M;35023;00_04
2004;32;M;4607;00_04
2004;33;M;40649;00_04
2004;34;M;28731;00_04
2004;35;M;31101;00_04
2004;36;M;6016;00_04
2004;37;M;17166;00_04
2004;38;M;38890;00_04
2004;39;M;7815;00_04
2004;40;M;9772;00_04
2004;41;M;9454;00_04
2004;42;M;22828;00_04
2004;43;M;6627;00_04
2004;44;M;40644;00_04
2004;45;M;21089;00_04
2004;46;M;4144;00_04
2004;47;M;8366;00_04
2004;48;M;2142;00_04
2004;49;M;25704;00_04
2004;50;M;14677;00_04
2004;51;M;17710;00_04
2004;52;M;5326;00_04
2004;53;M;10061;00_04
2004;54;M;21936;00_04
2004;55;M;6259;00_04
2004;56;M;20751;00_04
2004;57;M;30706;00_04
2004;58;M;5626;00_04
2004;59;M;91161;00_04
2004;60;M;27925;00_04
2004;61;M;8794;00_04
2004;62;M;49708;00_04
2004;63;M;17204;00_04
2004;64;M;16667;00_04
2004;65;M;5762;00_04
2004;66;M;11845;00_04
2004;67;M;33166;00_04
2004;68;M;23036;00_04
2004;69;M;55456;00_04
2004;70;M;7423;00_04
2004;71;M;15206;00_04
2004;72;M;18001;00_04
2004;73;M;12605;00_04
2004;74;M;23020;00_04
2004;75;M;62207;00_04
2004;76;M;40178;00_04
2004;77;M;45243;00_04
2004;78;M;50042;00_04
2004;79;M;10667;00_04
2004;80;M;18451;00_04
2004;81;M;9861;00_04
2004;82;M;6645;00_04
2004;83;M;26737;00_04
2004;84;M;16745;00_04
2004;85;M;17774;00_04
2004;86;M;11904;00_04
2004;87;M;9241;00_04
2004;88;M;11393;00_04
2004;89;M;10014;00_04
2004;90;M;4605;00_04
2004;91;M;43095;00_04
2004;92;M;55846;00_04
2004;93;M;59713;00_04
2004;94;M;45727;00_04
2004;95;M;42735;00_04
2004;971;M;15395;00_04
2004;972;M;13494;00_04
2004;973;M;13199;00_04
2004;974;M;35441;00_04
2003;01;M;18831;00_04
2003;02;M;17970;00_04
2003;03;M;8913;00_04
2003;04;M;4092;00_04
2003;05;M;3645;00_04
2003;06;M;27732;00_04
2003;07;M;8767;00_04
2003;08;M;9298;00_04
2003;09;M;3808;00_04
2003;10;M;8814;00_04
2003;11;M;8869;00_04
2003;12;M;7000;00_04
2003;13;M;58148;00_04
2003;14;M;21225;00_04
2003;15;M;3519;00_04
2003;16;M;9312;00_04
2003;17;M;15846;00_04
2003;18;M;8930;00_04
2003;19;M;5877;00_04
2003;2A;M;3388;00_04
2003;2B;M;3810;00_04
2003;21;M;15529;00_04
2003;22;M;16412;00_04
2003;23;M;2815;00_04
2003;24;M;9862;00_04
2003;25;M;16307;00_04
2003;26;M;14597;00_04
2003;27;M;19279;00_04
2003;28;M;13915;00_04
2003;29;M;26178;00_04
2003;30;M;19974;00_04
2003;31;M;34368;00_04
2003;32;M;4540;00_04
2003;33;M;40310;00_04
2003;34;M;28076;00_04
2003;35;M;30848;00_04
2003;36;M;6108;00_04
2003;37;M;17080;00_04
2003;38;M;38661;00_04
2003;39;M;7893;00_04
2003;40;M;9769;00_04
2003;41;M;9377;00_04
2003;42;M;22654;00_04
2003;43;M;6574;00_04
2003;44;M;40158;00_04
2003;45;M;20836;00_04
2003;46;M;4161;00_04
2003;47;M;8315;00_04
2003;48;M;2080;00_04
2003;49;M;25319;00_04
2003;50;M;14746;00_04
2003;51;M;18012;00_04
2003;52;M;5484;00_04
2003;53;M;10001;00_04
2003;54;M;21979;00_04
2003;55;M;6299;00_04
2003;56;M;20607;00_04
2003;57;M;31125;00_04
2003;58;M;5635;00_04
2003;59;M;91462;00_04
2003;60;M;27989;00_04
2003;61;M;8945;00_04
2003;62;M;50300;00_04
2003;63;M;17019;00_04
2003;64;M;16591;00_04
2003;65;M;5777;00_04
2003;66;M;11546;00_04
2003;67;M;33378;00_04
2003;68;M;22998;00_04
2003;69;M;54862;00_04
2003;70;M;7500;00_04
2003;71;M;15349;00_04
2003;72;M;17902;00_04
2003;73;M;12469;00_04
2003;74;M;22836;00_04
2003;75;M;61757;00_04
2003;76;M;40366;00_04
2003;77;M;45230;00_04
2003;78;M;50144;00_04
2003;79;M;10593;00_04
2003;80;M;18448;00_04
2003;81;M;9723;00_04
2003;82;M;6557;00_04
2003;83;M;26603;00_04
2003;84;M;16464;00_04
2003;85;M;17355;00_04
2003;86;M;11678;00_04
2003;87;M;9144;00_04
2003;88;M;11583;00_04
2003;89;M;10101;00_04
2003;90;M;4492;00_04
2003;91;M;42683;00_04
2003;92;M;55237;00_04
2003;93;M;58416;00_04
2003;94;M;45504;00_04
2003;95;M;42243;00_04
2003;971;M;15755;00_04
2003;972;M;13472;00_04
2003;973;M;12560;00_04
2003;974;M;35093;00_04
2002;01;M;18613;00_04
2002;02;M;18004;00_04
2002;03;M;8876;00_04
2002;04;M;4001;00_04
2002;05;M;3608;00_04
2002;06;M;27472;00_04
2002;07;M;8639;00_04
2002;08;M;9352;00_04
2002;09;M;3758;00_04
2002;10;M;8832;00_04
2002;11;M;8734;00_04
2002;12;M;6903;00_04
2002;13;M;57504;00_04
2002;14;M;21067;00_04
2002;15;M;3458;00_04
2002;16;M;9251;00_04
2002;17;M;15602;00_04
2002;18;M;9022;00_04
2002;19;M;5783;00_04
2002;2A;M;3351;00_04
2002;2B;M;3782;00_04
2002;21;M;15392;00_04
2002;22;M;16080;00_04
2002;23;M;2839;00_04
2002;24;M;9861;00_04
2002;25;M;16275;00_04
2002;26;M;14321;00_04
2002;27;M;19018;00_04
2002;28;M;13823;00_04
2002;29;M;26134;00_04
2002;30;M;19552;00_04
2002;31;M;33838;00_04
2002;32;M;4563;00_04
2002;33;M;39511;00_04
2002;34;M;27312;00_04
2002;35;M;30440;00_04
2002;36;M;6124;00_04
2002;37;M;16872;00_04
2002;38;M;38047;00_04
2002;39;M;7947;00_04
2002;40;M;9472;00_04
2002;41;M;9508;00_04
2002;42;M;22390;00_04
2002;43;M;6434;00_04
2002;44;M;39200;00_04
2002;45;M;20484;00_04
2002;46;M;4113;00_04
2002;47;M;8212;00_04
2002;48;M;2045;00_04
2002;49;M;25156;00_04
2002;50;M;14740;00_04
2002;51;M;18113;00_04
2002;52;M;5599;00_04
2002;53;M;9810;00_04
2002;54;M;22011;00_04
2002;55;M;6378;00_04
2002;56;M;20286;00_04
2002;57;M;31163;00_04
2002;58;M;5666;00_04
2002;59;M;90852;00_04
2002;60;M;27963;00_04
2002;61;M;8941;00_04
2002;62;M;50088;00_04
2002;63;M;17017;00_04
2002;64;M;16560;00_04
2002;65;M;5772;00_04
2002;66;M;11214;00_04
2002;67;M;33420;00_04
2002;68;M;23115;00_04
2002;69;M;54628;00_04
2002;70;M;7398;00_04
2002;71;M;15414;00_04
2002;72;M;17695;00_04
2002;73;M;12292;00_04
2002;74;M;22406;00_04
2002;75;M;60484;00_04
2002;76;M;40805;00_04
2002;77;M;44773;00_04
2002;78;M;49994;00_04
2002;79;M;10478;00_04
2002;80;M;18295;00_04
2002;81;M;9563;00_04
2002;82;M;6350;00_04
2002;83;M;26331;00_04
2002;84;M;16268;00_04
2002;85;M;17024;00_04
2002;86;M;11544;00_04
2002;87;M;8990;00_04
2002;88;M;11651;00_04
2002;89;M;10129;00_04
2002;90;M;4460;00_04
2002;91;M;42324;00_04
2002;92;M;54638;00_04
2002;93;M;56840;00_04
2002;94;M;45082;00_04
2002;95;M;41716;00_04
2002;971;M;15885;00_04
2002;972;M;13559;00_04
2002;973;M;12101;00_04
2002;974;M;35134;00_04
2001;01;M;18354;00_04
2001;02;M;17860;00_04
2001;03;M;8801;00_04
2001;04;M;3996;00_04
2001;05;M;3509;00_04
2001;06;M;27509;00_04
2001;07;M;8551;00_04
2001;08;M;9402;00_04
2001;09;M;3673;00_04
2001;10;M;8860;00_04
2001;11;M;8622;00_04
2001;12;M;6827;00_04
2001;13;M;56729;00_04
2001;14;M;21111;00_04
2001;15;M;3429;00_04
2001;16;M;9170;00_04
2001;17;M;15409;00_04
2001;18;M;8897;00_04
2001;19;M;5597;00_04
2001;2A;M;3341;00_04
2001;2B;M;3774;00_04
2001;21;M;15352;00_04
2001;22;M;15850;00_04
2001;23;M;2846;00_04
2001;24;M;9716;00_04
2001;25;M;16316;00_04
2001;26;M;14172;00_04
2001;27;M;18895;00_04
2001;28;M;13635;00_04
2001;29;M;25895;00_04
2001;30;M;19125;00_04
2001;31;M;33097;00_04
2001;32;M;4421;00_04
2001;33;M;38709;00_04
2001;34;M;26610;00_04
2001;35;M;29936;00_04
2001;36;M;6145;00_04
2001;37;M;16769;00_04
2001;38;M;37485;00_04
2001;39;M;7899;00_04
2001;40;M;9268;00_04
2001;41;M;9464;00_04
2001;42;M;22232;00_04
2001;43;M;6326;00_04
2001;44;M;38422;00_04
2001;45;M;20129;00_04
2001;46;M;4155;00_04
2001;47;M;8127;00_04
2001;48;M;2023;00_04
2001;49;M;24703;00_04
2001;50;M;14904;00_04
2001;51;M;17934;00_04
2001;52;M;5717;00_04
2001;53;M;9751;00_04
2001;54;M;21923;00_04
2001;55;M;6250;00_04
2001;56;M;19941;00_04
2001;57;M;31141;00_04
2001;58;M;5674;00_04
2001;59;M;90254;00_04
2001;60;M;27609;00_04
2001;61;M;8913;00_04
2001;62;M;49822;00_04
2001;63;M;16763;00_04
2001;64;M;16379;00_04
2001;65;M;5765;00_04
2001;66;M;10812;00_04
2001;67;M;33341;00_04
2001;68;M;23067;00_04
2001;69;M;54078;00_04
2001;70;M;7213;00_04
2001;71;M;15335;00_04
2001;72;M;17225;00_04
2001;73;M;12207;00_04
2001;74;M;22389;00_04
2001;75;M;59566;00_04
2001;76;M;40598;00_04
2001;77;M;44539;00_04
2001;78;M;49820;00_04
2001;79;M;10409;00_04
2001;80;M;18030;00_04
2001;81;M;9427;00_04
2001;82;M;6217;00_04
2001;83;M;26025;00_04
2001;84;M;16104;00_04
2001;85;M;16635;00_04
2001;86;M;11366;00_04
2001;87;M;8700;00_04
2001;88;M;11682;00_04
2001;89;M;10105;00_04
2001;90;M;4495;00_04
2001;91;M;42075;00_04
2001;92;M;53965;00_04
2001;93;M;55493;00_04
2001;94;M;44918;00_04
2001;95;M;41411;00_04
2001;971;M;15819;00_04
2001;972;M;13565;00_04
2001;973;M;11532;00_04
2001;974;M;34574;00_04
2000;01;M;17897;00_04
2000;02;M;17628;00_04
2000;03;M;8659;00_04
2000;04;M;3930;00_04
2000;05;M;3508;00_04
2000;06;M;27357;00_04
2000;07;M;8371;00_04
2000;08;M;9358;00_04
2000;09;M;3593;00_04
2000;10;M;8880;00_04
2000;11;M;8467;00_04
2000;12;M;6787;00_04
2000;13;M;56218;00_04
2000;14;M;20715;00_04
2000;15;M;3388;00_04
2000;16;M;9074;00_04
2000;17;M;15065;00_04
2000;18;M;8799;00_04
2000;19;M;5456;00_04
2000;2A;M;3252;00_04
2000;2B;M;3755;00_04
2000;21;M;15259;00_04
2000;22;M;15378;00_04
2000;23;M;2767;00_04
2000;24;M;9504;00_04
2000;25;M;16032;00_04
2000;26;M;13861;00_04
2000;27;M;18569;00_04
2000;28;M;13438;00_04
2000;29;M;25435;00_04
2000;30;M;18657;00_04
2000;31;M;32191;00_04
2000;32;M;4302;00_04
2000;33;M;37837;00_04
2000;34;M;26269;00_04
2000;35;M;29097;00_04
2000;36;M;6077;00_04
2000;37;M;16417;00_04
2000;38;M;36613;00_04
2000;39;M;7859;00_04
2000;40;M;8885;00_04
2000;41;M;9310;00_04
2000;42;M;21898;00_04
2000;43;M;6158;00_04
2000;44;M;37338;00_04
2000;45;M;19751;00_04
2000;46;M;4070;00_04
2000;47;M;7990;00_04
2000;48;M;1942;00_04
2000;49;M;23945;00_04
2000;50;M;14770;00_04
2000;51;M;17774;00_04
2000;52;M;5719;00_04
2000;53;M;9511;00_04
2000;54;M;21720;00_04
2000;55;M;6157;00_04
2000;56;M;19465;00_04
2000;57;M;30980;00_04
2000;58;M;5723;00_04
2000;59;M;89557;00_04
2000;60;M;27509;00_04
2000;61;M;8949;00_04
2000;62;M;49223;00_04
2000;63;M;16342;00_04
2000;64;M;16106;00_04
2000;65;M;5691;00_04
2000;66;M;10651;00_04
2000;67;M;33232;00_04
2000;68;M;22989;00_04
2000;69;M;53612;00_04
2000;70;M;7079;00_04
2000;71;M;15165;00_04
2000;72;M;16917;00_04
2000;73;M;11894;00_04
2000;74;M;22109;00_04
2000;75;M;58351;00_04
2000;76;M;40235;00_04
2000;77;M;43923;00_04
2000;78;M;49447;00_04
2000;79;M;10106;00_04
2000;80;M;17575;00_04
2000;81;M;9103;00_04
2000;82;M;6015;00_04
2000;83;M;25759;00_04
2000;84;M;16003;00_04
2000;85;M;15998;00_04
2000;86;M;11140;00_04
2000;87;M;8575;00_04
2000;88;M;11634;00_04
2000;89;M;10024;00_04
2000;90;M;4434;00_04
2000;91;M;41354;00_04
2000;92;M;52844;00_04
2000;93;M;53963;00_04
2000;94;M;44162;00_04
2000;95;M;40958;00_04
2000;971;M;15768;00_04
2000;972;M;13488;00_04
2000;973;M;10942;00_04
2000;974;M;33654;00_04
1999;01;M;17527;00_04
1999;02;M;17584;00_04
1999;03;M;8664;00_04
1999;04;M;3905;00_04
1999;05;M;3473;00_04
1999;06;M;27258;00_04
1999;07;M;8233;00_04
1999;08;M;9309;00_04
1999;09;M;3551;00_04
1999;10;M;8829;00_04
1999;11;M;8284;00_04
1999;12;M;6619;00_04
1999;13;M;55858;00_04
1999;14;M;20595;00_04
1999;15;M;3427;00_04
1999;16;M;8962;00_04
1999;17;M;14687;00_04
1999;18;M;8569;00_04
1999;19;M;5312;00_04
1999;2A;M;3191;00_04
1999;2B;M;3760;00_04
1999;21;M;14916;00_04
1999;22;M;14918;00_04
1999;23;M;2726;00_04
1999;24;M;9331;00_04
1999;25;M;15892;00_04
1999;26;M;13819;00_04
1999;27;M;18233;00_04
1999;28;M;13275;00_04
1999;29;M;25105;00_04
1999;30;M;18221;00_04
1999;31;M;31567;00_04
1999;32;M;4212;00_04
1999;33;M;37333;00_04
1999;34;M;25774;00_04
1999;35;M;28286;00_04
1999;36;M;5989;00_04
1999;37;M;16247;00_04
1999;38;M;36028;00_04
1999;39;M;7671;00_04
1999;40;M;8644;00_04
1999;41;M;9145;00_04
1999;42;M;21601;00_04
1999;43;M;5969;00_04
1999;44;M;36425;00_04
1999;45;M;19549;00_04
1999;46;M;3923;00_04
1999;47;M;7814;00_04
1999;48;M;1930;00_04
1999;49;M;23636;00_04
1999;50;M;14727;00_04
1999;51;M;17718;00_04
1999;52;M;5727;00_04
1999;53;M;9312;00_04
1999;54;M;21558;00_04
1999;55;M;6010;00_04
1999;56;M;18865;00_04
1999;57;M;30969;00_04
1999;58;M;5670;00_04
1999;59;M;89021;00_04
1999;60;M;27144;00_04
1999;61;M;8959;00_04
1999;62;M;48620;00_04
1999;63;M;15941;00_04
1999;64;M;15958;00_04
1999;65;M;5579;00_04
1999;66;M;10368;00_04
1999;67;M;32777;00_04
1999;68;M;22773;00_04
1999;69;M;53376;00_04
1999;70;M;6834;00_04
1999;71;M;15078;00_04
1999;72;M;16725;00_04
1999;73;M;11663;00_04
1999;74;M;21891;00_04
1999;75;M;57564;00_04
1999;76;M;39934;00_04
1999;77;M;43073;00_04
1999;78;M;49441;00_04
1999;79;M;9841;00_04
1999;80;M;17206;00_04
1999;81;M;8935;00_04
1999;82;M;5839;00_04
1999;83;M;25394;00_04
1999;84;M;15770;00_04
1999;85;M;15532;00_04
1999;86;M;10749;00_04
1999;87;M;8365;00_04
1999;88;M;11599;00_04
1999;89;M;9835;00_04
1999;90;M;4316;00_04
1999;91;M;40835;00_04
1999;92;M;52012;00_04
1999;93;M;53195;00_04
1999;94;M;43708;00_04
1999;95;M;40925;00_04
1999;971;M;15768;00_04
1999;972;M;13496;00_04
1999;973;M;10542;00_04
1999;974;M;33371;00_04
1998;01;M;17184;00_04
1998;02;M;17520;00_04
1998;03;M;8538;00_04
1998;04;M;3945;00_04
1998;05;M;3536;00_04
1998;06;M;26962;00_04
1998;07;M;8079;00_04
1998;08;M;9320;00_04
1998;09;M;3449;00_04
1998;10;M;8913;00_04
1998;11;M;8234;00_04
1998;12;M;6470;00_04
1998;13;M;55447;00_04
1998;14;M;20384;00_04
1998;15;M;3415;00_04
1998;16;M;8772;00_04
1998;17;M;14433;00_04
1998;18;M;8542;00_04
1998;19;M;5231;00_04
1998;2A;M;3290;00_04
1998;2B;M;3713;00_04
1998;21;M;14841;00_04
1998;22;M;14600;00_04
1998;23;M;2739;00_04
1998;24;M;9120;00_04
1998;25;M;15809;00_04
1998;26;M;13574;00_04
1998;27;M;18031;00_04
1998;28;M;13235;00_04
1998;29;M;24662;00_04
1998;30;M;18008;00_04
1998;31;M;31026;00_04
1998;32;M;4184;00_04
1998;33;M;36678;00_04
1998;34;M;25650;00_04
1998;35;M;27605;00_04
1998;36;M;5833;00_04
1998;37;M;16069;00_04
1998;38;M;35876;00_04
1998;39;M;7634;00_04
1998;40;M;8532;00_04
1998;41;M;9044;00_04
1998;42;M;21537;00_04
1998;43;M;5880;00_04
1998;44;M;35823;00_04
1998;45;M;19498;00_04
1998;46;M;3878;00_04
1998;47;M;7729;00_04
1998;48;M;1897;00_04
1998;49;M;23471;00_04
1998;50;M;14785;00_04
1998;51;M;17773;00_04
1998;52;M;5769;00_04
1998;53;M;9201;00_04
1998;54;M;21491;00_04
1998;55;M;5929;00_04
1998;56;M;18673;00_04
1998;57;M;30850;00_04
1998;58;M;5744;00_04
1998;59;M;88700;00_04
1998;60;M;27249;00_04
1998;61;M;8884;00_04
1998;62;M;48143;00_04
1998;63;M;15664;00_04
1998;64;M;15834;00_04
1998;65;M;5546;00_04
1998;66;M;10279;00_04
1998;67;M;32736;00_04
1998;68;M;22715;00_04
1998;69;M;52998;00_04
1998;70;M;6622;00_04
1998;71;M;14972;00_04
1998;72;M;16443;00_04
1998;73;M;11529;00_04
1998;74;M;21924;00_04
1998;75;M;56629;00_04
1998;76;M;40083;00_04
1998;77;M;42950;00_04
1998;78;M;49530;00_04
1998;79;M;9716;00_04
1998;80;M;17066;00_04
1998;81;M;8848;00_04
1998;82;M;5728;00_04
1998;83;M;25155;00_04
1998;84;M;15725;00_04
1998;85;M;15279;00_04
1998;86;M;10568;00_04
1998;87;M;8250;00_04
1998;88;M;11564;00_04
1998;89;M;9758;00_04
1998;90;M;4365;00_04
1998;91;M;40931;00_04
1998;92;M;51379;00_04
1998;93;M;53204;00_04
1998;94;M;43576;00_04
1998;95;M;41293;00_04
1998;971;M;15864;00_04
1998;972;M;13688;00_04
1998;973;M;10145;00_04
1998;974;M;33302;00_04
1997;01;M;16949;00_04
1997;02;M;17812;00_04
1997;03;M;8521;00_04
1997;04;M;4059;00_04
1997;05;M;3597;00_04
1997;06;M;27326;00_04
1997;07;M;8048;00_04
1997;08;M;9472;00_04
1997;09;M;3415;00_04
1997;10;M;9090;00_04
1997;11;M;8122;00_04
1997;12;M;6377;00_04
1997;13;M;55576;00_04
1997;14;M;20383;00_04
1997;15;M;3450;00_04
1997;16;M;8879;00_04
1997;17;M;14359;00_04
1997;18;M;8655;00_04
1997;19;M;5207;00_04
1997;2A;M;3369;00_04
1997;2B;M;3716;00_04
1997;21;M;15044;00_04
1997;22;M;14453;00_04
1997;23;M;2739;00_04
1997;24;M;9084;00_04
1997;25;M;15934;00_04
1997;26;M;13652;00_04
1997;27;M;18169;00_04
1997;28;M;13361;00_04
1997;29;M;24555;00_04
1997;30;M;17953;00_04
1997;31;M;30864;00_04
1997;32;M;4155;00_04
1997;33;M;36631;00_04
1997;34;M;25741;00_04
1997;35;M;27296;00_04
1997;36;M;5853;00_04
1997;37;M;16075;00_04
1997;38;M;35825;00_04
1997;39;M;7653;00_04
1997;40;M;8453;00_04
1997;41;M;8937;00_04
1997;42;M;21889;00_04
1997;43;M;5793;00_04
1997;44;M;35586;00_04
1997;45;M;19540;00_04
1997;46;M;3851;00_04
1997;47;M;7683;00_04
1997;48;M;1859;00_04
1997;49;M;23410;00_04
1997;50;M;15071;00_04
1997;51;M;17899;00_04
1997;52;M;5848;00_04
1997;53;M;9224;00_04
1997;54;M;21808;00_04
1997;55;M;5901;00_04
1997;56;M;18622;00_04
1997;57;M;31286;00_04
1997;58;M;5753;00_04
1997;59;M;89480;00_04
1997;60;M;27549;00_04
1997;61;M;8871;00_04
1997;62;M;48606;00_04
1997;63;M;15647;00_04
1997;64;M;15774;00_04
1997;65;M;5502;00_04
1997;66;M;10182;00_04
1997;67;M;33107;00_04
1997;68;M;22996;00_04
1997;69;M;53228;00_04
1997;70;M;6740;00_04
1997;71;M;15026;00_04
1997;72;M;16429;00_04
1997;73;M;11626;00_04
1997;74;M;21995;00_04
1997;75;M;56878;00_04
1997;76;M;40428;00_04
1997;77;M;43261;00_04
1997;78;M;50069;00_04
1997;79;M;9715;00_04
1997;80;M;17143;00_04
1997;81;M;8886;00_04
1997;82;M;5787;00_04
1997;83;M;25531;00_04
1997;84;M;15687;00_04
1997;85;M;15075;00_04
1997;86;M;10339;00_04
1997;87;M;8259;00_04
1997;88;M;11739;00_04
1997;89;M;9761;00_04
1997;90;M;4441;00_04
1997;91;M;41381;00_04
1997;92;M;50651;00_04
1997;93;M;54010;00_04
1997;94;M;43618;00_04
1997;95;M;42186;00_04
1997;971;M;15848;00_04
1997;972;M;13883;00_04
1997;973;M;9766;00_04
1997;974;M;33540;00_04
1996;01;M;16942;00_04
1996;02;M;18122;00_04
1996;03;M;8665;00_04
1996;04;M;4037;00_04
1996;05;M;3590;00_04
1996;06;M;27786;00_04
1996;07;M;8113;00_04
1996;08;M;9568;00_04
1996;09;M;3453;00_04
1996;10;M;9160;00_04
1996;11;M;8084;00_04
1996;12;M;6358;00_04
1996;13;M;56129;00_04
1996;14;M;20302;00_04
1996;15;M;3506;00_04
1996;16;M;8969;00_04
1996;17;M;14245;00_04
1996;18;M;8804;00_04
1996;19;M;5234;00_04
1996;2A;M;3483;00_04
1996;2B;M;3773;00_04
1996;21;M;15145;00_04
1996;22;M;14314;00_04
1996;23;M;2714;00_04
1996;24;M;9166;00_04
1996;25;M;16053;00_04
1996;26;M;13712;00_04
1996;27;M;18463;00_04
1996;28;M;13531;00_04
1996;29;M;24503;00_04
1996;30;M;17984;00_04
1996;31;M;30593;00_04
1996;32;M;4167;00_04
1996;33;M;36704;00_04
1996;34;M;25694;00_04
1996;35;M;27078;00_04
1996;36;M;5839;00_04
1996;37;M;16116;00_04
1996;38;M;35747;00_04
1996;39;M;7801;00_04
1996;40;M;8420;00_04
1996;41;M;8971;00_04
1996;42;M;22086;00_04
1996;43;M;5683;00_04
1996;44;M;35352;00_04
1996;45;M;19742;00_04
1996;46;M;3769;00_04
1996;47;M;7746;00_04
1996;48;M;1823;00_04
1996;49;M;23318;00_04
1996;50;M;15143;00_04
1996;51;M;18072;00_04
1996;52;M;6018;00_04
1996;53;M;9151;00_04
1996;54;M;22037;00_04
1996;55;M;6031;00_04
1996;56;M;18513;00_04
1996;57;M;31897;00_04
1996;58;M;5826;00_04
1996;59;M;90808;00_04
1996;60;M;27953;00_04
1996;61;M;8910;00_04
1996;62;M;48930;00_04
1996;63;M;15720;00_04
1996;64;M;15904;00_04
1996;65;M;5540;00_04
1996;66;M;10177;00_04
1996;67;M;33413;00_04
1996;68;M;23160;00_04
1996;69;M;53476;00_04
1996;70;M;6779;00_04
1996;71;M;15182;00_04
1996;72;M;16494;00_04
1996;73;M;11542;00_04
1996;74;M;22047;00_04
1996;75;M;57157;00_04
1996;76;M;41253;00_04
1996;77;M;43841;00_04
1996;78;M;50625;00_04
1996;79;M;9739;00_04
1996;80;M;17344;00_04
1996;81;M;8924;00_04
1996;82;M;5789;00_04
1996;83;M;25447;00_04
1996;84;M;15671;00_04
1996;85;M;15097;00_04
1996;86;M;10286;00_04
1996;87;M;8331;00_04
1996;88;M;11887;00_04
1996;89;M;9747;00_04
1996;90;M;4436;00_04
1996;91;M;41769;00_04
1996;92;M;50045;00_04
1996;93;M;55086;00_04
1996;94;M;43870;00_04
1996;95;M;43127;00_04
1996;971;M;15834;00_04
1996;972;M;14082;00_04
1996;973;M;9401;00_04
1996;974;M;34040;00_04
1995;01;M;17119;00_04
1995;02;M;18424;00_04
1995;03;M;8799;00_04
1995;04;M;4081;00_04
1995;05;M;3604;00_04
1995;06;M;28339;00_04
1995;07;M;8118;00_04
1995;08;M;9726;00_04
1995;09;M;3500;00_04
1995;10;M;9286;00_04
1995;11;M;8105;00_04
1995;12;M;6366;00_04
1995;13;M;56712;00_04
1995;14;M;20317;00_04
1995;15;M;3570;00_04
1995;16;M;9105;00_04
1995;17;M;14425;00_04
1995;18;M;9075;00_04
1995;19;M;5261;00_04
1995;2A;M;3542;00_04
1995;2B;M;3792;00_04
1995;21;M;15458;00_04
1995;22;M;14454;00_04
1995;23;M;2766;00_04
1995;24;M;9277;00_04
1995;25;M;16203;00_04
1995;26;M;13991;00_04
1995;27;M;18715;00_04
1995;28;M;13715;00_04
1995;29;M;24612;00_04
1995;30;M;18174;00_04
1995;31;M;30391;00_04
1995;32;M;4178;00_04
1995;33;M;37017;00_04
1995;34;M;25819;00_04
1995;35;M;26974;00_04
1995;36;M;5898;00_04
1995;37;M;16222;00_04
1995;38;M;36060;00_04
1995;39;M;7870;00_04
1995;40;M;8443;00_04
1995;41;M;8950;00_04
1995;42;M;22418;00_04
1995;43;M;5710;00_04
1995;44;M;35197;00_04
1995;45;M;19961;00_04
1995;46;M;3788;00_04
1995;47;M;7872;00_04
1995;48;M;1855;00_04
1995;49;M;23524;00_04
1995;50;M;15354;00_04
1995;51;M;18286;00_04
1995;52;M;6278;00_04
1995;53;M;9139;00_04
1995;54;M;22550;00_04
1995;55;M;6124;00_04
1995;56;M;18686;00_04
1995;57;M;32598;00_04
1995;58;M;5888;00_04
1995;59;M;91984;00_04
1995;60;M;28255;00_04
1995;61;M;8950;00_04
1995;62;M;49706;00_04
1995;63;M;16003;00_04
1995;64;M;15924;00_04
1995;65;M;5607;00_04
1995;66;M;10067;00_04
1995;67;M;33404;00_04
1995;68;M;23432;00_04
1995;69;M;53713;00_04
1995;70;M;6771;00_04
1995;71;M;15512;00_04
1995;72;M;16531;00_04
1995;73;M;11687;00_04
1995;74;M;22258;00_04
1995;75;M;57629;00_04
1995;76;M;42003;00_04
1995;77;M;44590;00_04
1995;78;M;50986;00_04
1995;79;M;9936;00_04
1995;80;M;17660;00_04
1995;81;M;9073;00_04
1995;82;M;5792;00_04
1995;83;M;25893;00_04
1995;84;M;15782;00_04
1995;85;M;15253;00_04
1995;86;M;10379;00_04
1995;87;M;8321;00_04
1995;88;M;12020;00_04
1995;89;M;9847;00_04
1995;90;M;4405;00_04
1995;91;M;42281;00_04
1995;92;M;49807;00_04
1995;93;M;56034;00_04
1995;94;M;44245;00_04
1995;95;M;43781;00_04
1995;971;M;15823;00_04
1995;972;M;14285;00_04
1995;973;M;9050;00_04
1995;974;M;34430;00_04
1994;01;M;17289;00_04
1994;02;M;18638;00_04
1994;03;M;8859;00_04
1994;04;M;4188;00_04
1994;05;M;3665;00_04
1994;06;M;28693;00_04
1994;07;M;8207;00_04
1994;08;M;10027;00_04
1994;09;M;3484;00_04
1994;10;M;9543;00_04
1994;11;M;8251;00_04
1994;12;M;6542;00_04
1994;13;M;57269;00_04
1994;14;M;20479;00_04
1994;15;M;3683;00_04
1994;16;M;9409;00_04
1994;17;M;14795;00_04
1994;18;M;9321;00_04
1994;19;M;5393;00_04
1994;2A;M;3642;00_04
