date,state,categoryName,visitIndex,visitIndexOver65,visitIndexUnder65,rank
2020-03-07,New York,Convenience Store,98.0,90.0,98.0,9
2020-03-07,New York,Fast Food Restaurants,102.0,101.0,102.0,10
2020-03-07,New York,Gas Stations,100.0,98.0,100.0,11
2020-03-07,New York,Big Box Stores,104.0,99.0,104.0,12
2020-03-07,New York,Fitness Center,99.0,95.0,99.0,13
2020-03-07,New York,Medical,99.0,95.0,99.0,14
2020-03-07,New York,Drug Store,104.0,105.0,104.0,15
2020-03-07,New York,School,109.0,111.0,109.0,16
2020-03-07,New York,Travel & Transport,100.0,96.0,100.0,17
2020-03-07,New York,Hotel,95.0,96.0,95.0,18
2020-03-07,New York,Colleges & Universities,101.0,107.0,100.0,19
2020-03-07,New York,Airport,91.0,83.0,92.0,20
2020-03-07,New York,Residences,97.0,94.0,97.0,21
2020-03-07,New York,Hardware Stores,110.0,107.0,110.0,22
2020-03-07,New York,Bus,104.0,106.0,104.0,23
2020-03-07,New York,Office,98.0,103.0,98.0,24
2020-03-07,New York,Discount Stores,109.0,107.0,109.0,25
2020-03-07,New York,Banks,85.0,86.0,85.0,26
2020-03-07,New York,Government,107.0,102.0,107.0,27
2020-03-07,New York,Sports,100.0,93.0,100.0,28
2020-03-07,New York,Alcohol,99.0,111.0,99.0,29
2020-03-07,New York,Skiing,76.0,87.0,76.0,30
2020-03-07,New York,Beach,112.0,100.0,112.0,31
2020-03-07,New York,Spiritual Center,103.0,"",103.0,32
2020-03-07,New York,Light Rail Stations,115.0,"",114.0,33
2020-03-07,North Carolina,Food,101.0,95.0,101.0,1
2020-03-07,North Carolina,Shops & Services,102.0,97.0,103.0,2
2020-03-07,North Carolina,Grocery,97.0,93.0,97.0,3
2020-03-07,North Carolina,Fast Food Restaurants,107.0,101.0,107.0,4
2020-03-07,North Carolina,Gas Stations,105.0,98.0,105.0,5
2020-03-07,North Carolina,Big Box Stores,99.0,97.0,99.0,6
2020-03-07,North Carolina,Outdoors & Recreation,109.0,106.0,109.0,7
2020-03-07,North Carolina,Nightlife Spots,104.0,100.0,104.0,8
2020-03-07,North Carolina,Arts & Entertainment,108.0,111.0,108.0,9
2020-03-07,North Carolina,Professional & Other Places,102.0,100.0,102.0,10
2020-03-07,North Carolina,Residences,104.0,104.0,104.0,11
2020-03-07,North Carolina,Hardware Stores,115.0,110.0,115.0,12
2020-03-07,North Carolina,School,101.0,93.0,101.0,13
2020-03-07,North Carolina,Hotel,108.0,105.0,108.0,14
2020-03-07,North Carolina,Convenience Store,103.0,101.0,103.0,15
2020-03-07,North Carolina,Discount Stores,105.0,102.0,105.0,16
2020-03-07,North Carolina,Medical,99.0,93.0,99.0,17
2020-03-07,North Carolina,Airport,96.0,86.0,97.0,18
2020-03-07,North Carolina,Sports,118.0,113.0,119.0,19
2020-03-07,North Carolina,Drug Store,103.0,100.0,103.0,20
2020-03-07,North Carolina,Fitness Center,93.0,88.0,93.0,21
2020-03-07,North Carolina,Colleges & Universities,86.0,103.0,85.0,22
2020-03-07,North Carolina,Travel & Transport,113.0,113.0,113.0,23
2020-03-07,North Carolina,Government,105.0,98.0,106.0,24
2020-03-07,North Carolina,Office,99.0,93.0,99.0,25
2020-03-07,North Carolina,Alcohol,99.0,86.0,100.0,26
2020-03-07,North Carolina,Banks,81.0,77.0,81.0,27
2020-03-07,North Carolina,Beach,115.0,97.0,116.0,28
2020-03-07,North Carolina,Bus,103.0,"",103.0,29
2020-03-07,North Carolina,Skiing,59.0,"",59.0,30
2020-03-07,North Carolina,Spiritual Center,102.0,"",103.0,31
2020-03-07,North Carolina,Light Rail Stations,102.0,"",102.0,32
2020-03-07,North Dakota,Shops & Services,107.0,100.0,107.0,1
2020-03-07,North Dakota,Food,98.0,96.0,98.0,2
2020-03-07,North Dakota,Nightlife Spots,97.0,95.0,97.0,3
2020-03-07,North Dakota,Gas Stations,103.0,104.0,103.0,4
2020-03-07,North Dakota,Arts & Entertainment,112.0,103.0,112.0,5
2020-03-07,North Dakota,Big Box Stores,92.0,94.0,92.0,6
2020-03-07,North Dakota,Hotel,116.0,95.0,116.0,7
2020-03-07,North Dakota,Outdoors & Recreation,114.0,110.0,114.0,8
2020-03-07,North Dakota,Fast Food Restaurants,109.0,100.0,109.0,9
2020-03-07,North Dakota,Grocery,92.0,97.0,92.0,10
2020-03-07,North Dakota,Professional & Other Places,120.0,100.0,120.0,11
2020-03-07,North Dakota,School,90.0,84.0,90.0,12
2020-03-07,North Dakota,Hardware Stores,101.0,93.0,101.0,13
2020-03-07,North Dakota,Colleges & Universities,102.0,"",102.0,14
2020-03-07,North Dakota,Convenience Store,100.0,"",100.0,15
2020-03-07,North Dakota,Medical,97.0,97.0,97.0,16
2020-03-07,North Dakota,Sports,84.0,"",85.0,17
2020-03-07,North Dakota,Fitness Center,98.0,"",98.0,18
2020-03-07,North Dakota,Residences,98.0,"",98.0,19
2020-03-07,North Dakota,Alcohol,89.0,"",89.0,20
2020-03-07,North Dakota,Office,108.0,"",109.0,21
2020-03-07,North Dakota,Travel & Transport,85.0,"",85.0,22
2020-03-07,North Dakota,Airport,98.0,"",98.0,23
2020-03-07,North Dakota,Government,104.0,"",104.0,24
2020-03-07,North Dakota,Banks,104.0,"",105.0,25
2020-03-07,North Dakota,Discount Stores,88.0,"",88.0,26
2020-03-07,North Dakota,Drug Store,88.0,"",89.0,27
2020-03-07,Ohio,Food,102.0,98.0,102.0,1
2020-03-07,Ohio,Shops & Services,108.0,103.0,109.0,2
2020-03-07,Ohio,Grocery,98.0,96.0,98.0,3
2020-03-07,Ohio,Nightlife Spots,104.0,102.0,104.0,4
2020-03-07,Ohio,Gas Stations,105.0,103.0,105.0,5
2020-03-07,Ohio,Fast Food Restaurants,105.0,103.0,106.0,6
2020-03-07,Ohio,Big Box Stores,101.0,95.0,102.0,7
2020-03-07,Ohio,Outdoors & Recreation,112.0,108.0,112.0,8
2020-03-07,Ohio,Arts & Entertainment,104.0,99.0,104.0,9
2020-03-07,Ohio,Professional & Other Places,103.0,95.0,104.0,10
2020-03-07,Ohio,School,97.0,98.0,97.0,11
2020-03-07,Ohio,Medical,102.0,96.0,102.0,12
2020-03-07,Ohio,Hardware Stores,115.0,108.0,115.0,13
2020-03-07,Ohio,Discount Stores,104.0,99.0,104.0,14
2020-03-07,Ohio,Drug Store,101.0,98.0,101.0,15
2020-03-07,Ohio,Residences,106.0,105.0,106.0,16
2020-03-07,Ohio,Colleges & Universities,94.0,100.0,93.0,17
2020-03-07,Ohio,Fitness Center,98.0,97.0,98.0,18
2020-03-07,Ohio,Convenience Store,102.0,91.0,102.0,19
2020-03-07,Ohio,Hotel,103.0,99.0,103.0,20
2020-03-07,Ohio,Sports,109.0,112.0,109.0,21
2020-03-07,Ohio,Travel & Transport,109.0,101.0,110.0,22
2020-03-07,Ohio,Government,113.0,110.0,114.0,23
2020-03-07,Ohio,Office,103.0,99.0,103.0,24
2020-03-07,Ohio,Banks,86.0,83.0,86.0,25
2020-03-07,Ohio,Airport,103.0,94.0,104.0,26
2020-03-07,Ohio,Alcohol,111.0,108.0,111.0,27
2020-03-07,Ohio,Bus,118.0,112.0,118.0,28
2020-03-07,Ohio,Spiritual Center,148.0,114.0,149.0,29
2020-03-07,Ohio,Light Rail Stations,105.0,"",106.0,30
2020-03-07,Ohio,Beach,115.0,"",116.0,31
2020-03-07,Ohio,Skiing,57.0,"",57.0,32
2020-03-07,Oklahoma,Food,101.0,98.0,101.0,1
2020-03-07,Oklahoma,Shops & Services,101.0,95.0,101.0,2
2020-03-07,Oklahoma,Fast Food Restaurants,103.0,105.0,103.0,3
2020-03-07,Oklahoma,Arts & Entertainment,100.0,93.0,100.0,4
2020-03-07,Oklahoma,Gas Stations,107.0,106.0,107.0,5
2020-03-07,Oklahoma,Big Box Stores,100.0,98.0,100.0,6
2020-03-07,Oklahoma,Outdoors & Recreation,116.0,107.0,116.0,7
2020-03-07,Oklahoma,Convenience Store,102.0,97.0,102.0,8
2020-03-07,Oklahoma,Grocery,100.0,102.0,100.0,9
2020-03-07,Oklahoma,Nightlife Spots,101.0,99.0,101.0,10
2020-03-07,Oklahoma,School,103.0,103.0,103.0,11
2020-03-07,Oklahoma,Professional & Other Places,106.0,93.0,106.0,12
2020-03-07,Oklahoma,Discount Stores,106.0,109.0,106.0,13
2020-03-07,Oklahoma,Hotel,106.0,112.0,106.0,14
2020-03-07,Oklahoma,Hardware Stores,119.0,117.0,119.0,15
2020-03-07,Oklahoma,Medical,103.0,98.0,103.0,16
2020-03-07,Oklahoma,Colleges & Universities,109.0,91.0,109.0,17
2020-03-07,Oklahoma,Sports,153.0,142.0,154.0,18
2020-03-07,Oklahoma,Residences,97.0,93.0,97.0,19
2020-03-07,Oklahoma,Drug Store,100.0,105.0,100.0,20
2020-03-07,Oklahoma,Fitness Center,99.0,104.0,99.0,21
2020-03-07,Oklahoma,Travel & Transport,107.0,111.0,107.0,22
2020-03-07,Oklahoma,Government,106.0,101.0,107.0,23
2020-03-07,Oklahoma,Banks,81.0,90.0,81.0,24
2020-03-07,Oklahoma,Office,94.0,111.0,94.0,25
2020-03-07,Oklahoma,Alcohol,105.0,89.0,105.0,26
2020-03-07,Oklahoma,Airport,96.0,74.0,97.0,27
2020-03-07,Oklahoma,Events,178.0,"",177.0,28
2020-03-07,Oregon,Food,95.0,89.0,95.0,1
2020-03-07,Oregon,Shops & Services,98.0,90.0,98.0,2
2020-03-07,Oregon,Grocery,96.0,88.0,97.0,3
2020-03-07,Oregon,Nightlife Spots,96.0,88.0,96.0,4
2020-03-07,Oregon,Outdoors & Recreation,93.0,96.0,93.0,5
2020-03-07,Oregon,Fast Food Restaurants,94.0,85.0,94.0,6
2020-03-07,Oregon,Gas Stations,95.0,82.0,96.0,7
2020-03-07,Oregon,Big Box Stores,103.0,99.0,103.0,8
2020-03-07,Oregon,Arts & Entertainment,91.0,85.0,92.0,9
2020-03-07,Oregon,Hotel,103.0,102.0,103.0,10
2020-03-07,Oregon,Professional & Other Places,97.0,94.0,97.0,11
2020-03-07,Oregon,School,89.0,92.0,89.0,12
2020-03-07,Oregon,Medical,100.0,102.0,100.0,13
2020-03-07,Oregon,Hardware Stores,104.0,101.0,104.0,14
2020-03-07,Oregon,Convenience Store,93.0,85.0,93.0,15
2020-03-07,Oregon,Fitness Center,99.0,103.0,99.0,16
2020-03-07,Oregon,Residences,98.0,81.0,98.0,17
2020-03-07,Oregon,Airport,96.0,105.0,96.0,18
2020-03-07,Oregon,Colleges & Universities,89.0,84.0,89.0,19
2020-03-07,Oregon,Drug Store,101.0,91.0,101.0,20
2020-03-07,Oregon,Office,103.0,90.0,104.0,21
2020-03-07,Oregon,Travel & Transport,100.0,92.0,100.0,22
2020-03-07,Oregon,Sports,103.0,90.0,103.0,23
2020-03-07,Oregon,Alcohol,100.0,98.0,100.0,24
2020-03-07,Oregon,Government,99.0,103.0,99.0,25
2020-03-07,Oregon,Discount Stores,98.0,86.0,98.0,26
2020-03-07,Oregon,Light Rail Stations,86.0,"",86.0,27
2020-03-07,Oregon,Banks,84.0,90.0,84.0,28
2020-03-07,Oregon,Beach,107.0,106.0,107.0,29
2020-03-07,Oregon,Bus,82.0,"",81.0,30
2020-03-07,Oregon,Skiing,102.0,"",101.0,31
2020-03-07,Pennsylvania,Shops & Services,103.0,100.0,103.0,1
2020-03-07,Pennsylvania,Food,98.0,94.0,98.0,2
2020-03-07,Pennsylvania,Nightlife Spots,101.0,97.0,101.0,3
2020-03-07,Pennsylvania,Grocery,99.0,98.0,99.0,4
2020-03-07,Pennsylvania,Gas Stations,101.0,99.0,101.0,5
2020-03-07,Pennsylvania,Outdoors & Recreation,102.0,102.0,102.0,6
2020-03-07,Pennsylvania,Big Box Stores,99.0,97.0,99.0,7
2020-03-07,Pennsylvania,Arts & Entertainment,98.0,94.0,98.0,8
2020-03-07,Pennsylvania,Fast Food Restaurants,103.0,101.0,103.0,9
2020-03-07,Pennsylvania,Professional & Other Places,98.0,101.0,98.0,10
2020-03-07,Pennsylvania,Convenience Store,100.0,93.0,100.0,11
2020-03-07,Pennsylvania,Medical,100.0,96.0,100.0,12
2020-03-07,Pennsylvania,School,97.0,98.0,97.0,13
2020-03-07,Pennsylvania,Hardware Stores,112.0,108.0,112.0,14
2020-03-07,Pennsylvania,Drug Store,100.0,101.0,100.0,15
2020-03-07,Pennsylvania,Hotel,97.0,95.0,97.0,16
2020-03-07,Pennsylvania,Discount Stores,103.0,104.0,103.0,17
2020-03-07,Pennsylvania,Fitness Center,96.0,95.0,96.0,18
2020-03-07,Pennsylvania,Residences,95.0,85.0,96.0,19
2020-03-07,Pennsylvania,Colleges & Universities,72.0,87.0,71.0,20
2020-03-07,Pennsylvania,Sports,97.0,92.0,98.0,21
2020-03-07,Pennsylvania,Government,105.0,98.0,105.0,22
2020-03-07,Pennsylvania,Travel & Transport,100.0,97.0,100.0,23
2020-03-07,Pennsylvania,Airport,102.0,96.0,102.0,24
2020-03-07,Pennsylvania,Alcohol,96.0,94.0,96.0,25
2020-03-07,Pennsylvania,Office,103.0,107.0,103.0,26
2020-03-07,Pennsylvania,Banks,83.0,85.0,83.0,27
2020-03-07,Pennsylvania,Bus,111.0,102.0,111.0,28
2020-03-07,Pennsylvania,Metro Stations,97.0,82.0,97.0,29
2020-03-07,Pennsylvania,Skiing,67.0,69.0,67.0,30
2020-03-07,Pennsylvania,Light Rail Stations,100.0,"",100.0,31
2020-03-07,Pennsylvania,Spiritual Center,111.0,"",111.0,32
2020-03-07,Pennsylvania,Beach,97.0,"",97.0,33
2020-03-07,Pennsylvania,Events,81.0,"",82.0,34
2020-03-07,Rhode Island,Food,97.0,96.0,97.0,1
2020-03-07,Rhode Island,Shops & Services,102.0,97.0,102.0,2
2020-03-07,Rhode Island,Nightlife Spots,95.0,85.0,95.0,3
2020-03-07,Rhode Island,Grocery,102.0,93.0,102.0,4
2020-03-07,Rhode Island,Outdoors & Recreation,99.0,95.0,99.0,5
2020-03-07,Rhode Island,Arts & Entertainment,99.0,97.0,99.0,6
2020-03-07,Rhode Island,Gas Stations,104.0,97.0,104.0,7
2020-03-07,Rhode Island,Big Box Stores,101.0,91.0,102.0,8
2020-03-07,Rhode Island,Professional & Other Places,94.0,77.0,95.0,9
2020-03-07,Rhode Island,Medical,95.0,106.0,95.0,10
2020-03-07,Rhode Island,Drug Store,93.0,85.0,93.0,11
2020-03-07,Rhode Island,Convenience Store,96.0,83.0,96.0,12
2020-03-07,Rhode Island,Fast Food Restaurants,95.0,99.0,95.0,13
2020-03-07,Rhode Island,Colleges & Universities,74.0,84.0,74.0,14
2020-03-07,Rhode Island,Fitness Center,98.0,88.0,98.0,15
2020-03-07,Rhode Island,School,96.0,84.0,97.0,16
2020-03-07,Rhode Island,Hotel,96.0,91.0,96.0,17
2020-03-07,Rhode Island,Alcohol,102.0,83.0,103.0,18
2020-03-07,Rhode Island,Hardware Stores,102.0,80.0,103.0,19
2020-03-07,Rhode Island,Residences,103.0,101.0,103.0,20
2020-03-07,Rhode Island,Sports,101.0,"",102.0,21
2020-03-07,Rhode Island,Banks,88.0,"",88.0,22
2020-03-07,Rhode Island,Beach,92.0,122.0,91.0,23
2020-03-07,Rhode Island,Office,102.0,"",101.0,24
2020-03-07,Rhode Island,Airport,96.0,"",97.0,25
2020-03-07,Rhode Island,Government,107.0,"",107.0,26
2020-03-07,Rhode Island,Travel & Transport,95.0,"",97.0,27
2020-03-07,Rhode Island,Discount Stores,84.0,"",84.0,28
2020-03-07,South Carolina,Food,102.0,99.0,102.0,1
2020-03-07,South Carolina,Shops & Services,103.0,99.0,103.0,2
2020-03-07,South Carolina,Grocery,98.0,97.0,98.0,3
2020-03-07,South Carolina,Gas Stations,108.0,101.0,108.0,4
2020-03-07,South Carolina,Fast Food Restaurants,107.0,104.0,107.0,5
2020-03-07,South Carolina,Outdoors & Recreation,113.0,112.0,113.0,6
2020-03-07,South Carolina,Big Box Stores,96.0,99.0,95.0,7
2020-03-07,South Carolina,Hotel,113.0,99.0,114.0,8
2020-03-07,South Carolina,Nightlife Spots,104.0,98.0,105.0,9
2020-03-07,South Carolina,Arts & Entertainment,116.0,108.0,116.0,10
2020-03-07,South Carolina,Convenience Store,106.0,110.0,106.0,11
2020-03-07,South Carolina,Discount Stores,100.0,102.0,100.0,12
2020-03-07,South Carolina,Professional & Other Places,101.0,96.0,101.0,13
2020-03-07,South Carolina,Residences,101.0,104.0,101.0,14
2020-03-07,South Carolina,School,100.0,93.0,100.0,15
2020-03-07,South Carolina,Hardware Stores,113.0,106.0,114.0,16
2020-03-07,South Carolina,Sports,120.0,116.0,120.0,17
2020-03-07,South Carolina,Medical,102.0,93.0,102.0,18
2020-03-07,South Carolina,Drug Store,102.0,103.0,102.0,19
2020-03-07,South Carolina,Colleges & Universities,91.0,90.0,91.0,20
2020-03-07,South Carolina,Travel & Transport,110.0,104.0,111.0,21
2020-03-07,South Carolina,Fitness Center,96.0,88.0,96.0,22
2020-03-07,South Carolina,Government,110.0,108.0,110.0,23
2020-03-07,South Carolina,Office,103.0,114.0,102.0,24
2020-03-07,South Carolina,Beach,120.0,97.0,122.0,25
2020-03-07,South Carolina,Alcohol,108.0,99.0,109.0,26
2020-03-07,South Carolina,Airport,107.0,91.0,108.0,27
2020-03-07,South Carolina,Banks,84.0,87.0,84.0,28
2020-03-07,South Carolina,Bus,132.0,"",133.0,29
2020-03-07,South Dakota,Food,103.0,96.0,103.0,1
2020-03-07,South Dakota,Shops & Services,102.0,91.0,103.0,2
2020-03-07,South Dakota,Nightlife Spots,105.0,104.0,105.0,3
2020-03-07,South Dakota,Gas Stations,107.0,99.0,107.0,4
2020-03-07,South Dakota,Outdoors & Recreation,133.0,110.0,134.0,5
2020-03-07,South Dakota,Big Box Stores,94.0,89.0,94.0,6
2020-03-07,South Dakota,Grocery,97.0,92.0,97.0,7
2020-03-07,South Dakota,Fast Food Restaurants,107.0,99.0,107.0,8
2020-03-07,South Dakota,Arts & Entertainment,108.0,105.0,108.0,9
2020-03-07,South Dakota,Hotel,103.0,120.0,102.0,10
2020-03-07,South Dakota,School,119.0,126.0,119.0,11
2020-03-07,South Dakota,Hardware Stores,110.0,102.0,110.0,12
2020-03-07,South Dakota,Professional & Other Places,97.0,88.0,98.0,13
2020-03-07,South Dakota,Medical,113.0,101.0,113.0,14
2020-03-07,South Dakota,Sports,126.0,134.0,126.0,15
2020-03-07,South Dakota,Colleges & Universities,92.0,"",91.0,16
2020-03-07,South Dakota,Convenience Store,108.0,134.0,107.0,17
2020-03-07,South Dakota,Residences,102.0,124.0,102.0,18
2020-03-07,South Dakota,Fitness Center,96.0,"",96.0,19
2020-03-07,South Dakota,Drug Store,104.0,108.0,104.0,20
2020-03-07,South Dakota,Government,135.0,"",135.0,21
2020-03-07,South Dakota,Travel & Transport,114.0,"",114.0,22
2020-03-07,South Dakota,Discount Stores,124.0,"",124.0,23
2020-03-07,South Dakota,Office,124.0,"",124.0,24
2020-03-07,South Dakota,Alcohol,106.0,"",105.0,25
2020-03-07,South Dakota,Banks,98.0,"",98.0,26
2020-03-07,South Dakota,Airport,135.0,"",136.0,27
2020-03-07,Tennessee,Food,102.0,100.0,102.0,1
2020-03-07,Tennessee,Shops & Services,103.0,100.0,103.0,2
2020-03-07,Tennessee,Fast Food Restaurants,108.0,104.0,108.0,3
2020-03-07,Tennessee,Gas Stations,108.0,106.0,108.0,4
2020-03-07,Tennessee,Grocery,97.0,90.0,97.0,5
2020-03-07,Tennessee,Outdoors & Recreation,118.0,117.0,118.0,6
2020-03-07,Tennessee,Big Box Stores,99.0,98.0,100.0,7
2020-03-07,Tennessee,Arts & Entertainment,109.0,107.0,109.0,8
2020-03-07,Tennessee,Hotel,106.0,100.0,106.0,9
2020-03-07,Tennessee,Nightlife Spots,102.0,104.0,102.0,10
2020-03-07,Tennessee,Professional & Other Places,103.0,103.0,103.0,11
2020-03-07,Tennessee,School,105.0,103.0,105.0,12
2020-03-07,Tennessee,Discount Stores,103.0,99.0,103.0,13
2020-03-07,Tennessee,Medical,108.0,103.0,109.0,14
2020-03-07,Tennessee,Hardware Stores,115.0,107.0,116.0,15
2020-03-07,Tennessee,Residences,103.0,104.0,102.0,16
2020-03-07,Tennessee,Drug Store,106.0,112.0,106.0,17
2020-03-07,Tennessee,Convenience Store,102.0,106.0,102.0,18
2020-03-07,Tennessee,Colleges & Universities,111.0,112.0,111.0,19
2020-03-07,Tennessee,Fitness Center,100.0,103.0,100.0,20
2020-03-07,Tennessee,Sports,124.0,128.0,124.0,21
2020-03-07,Tennessee,Travel & Transport,115.0,114.0,115.0,22
2020-03-07,Tennessee,Airport,97.0,82.0,98.0,23
2020-03-07,Tennessee,Office,108.0,124.0,107.0,24
2020-03-07,Tennessee,Government,112.0,97.0,113.0,25
2020-03-07,Tennessee,Alcohol,107.0,102.0,107.0,26
2020-03-07,Tennessee,Banks,88.0,91.0,88.0,27
2020-03-07,Tennessee,Bus,115.0,"",116.0,28
2020-03-07,Tennessee,Skiing,79.0,"",80.0,29
2020-03-07,Tennessee,Spiritual Center,100.0,"",101.0,30
2020-03-07,Texas,Food,96.0,92.0,96.0,1
2020-03-07,Texas,Shops & Services,96.0,92.0,96.0,2
2020-03-07,Texas,Grocery,95.0,94.0,95.0,3
2020-03-07,Texas,Gas Stations,103.0,99.0,103.0,4
2020-03-07,Texas,Fast Food Restaurants,99.0,95.0,99.0,5
2020-03-07,Texas,Outdoors & Recreation,104.0,100.0,104.0,6
2020-03-07,Texas,Big Box Stores,99.0,97.0,99.0,7
2020-03-07,Texas,Arts & Entertainment,105.0,100.0,105.0,8
2020-03-07,Texas,Nightlife Spots,99.0,96.0,99.0,9
2020-03-07,Texas,School,88.0,86.0,88.0,10
2020-03-07,Texas,Convenience Store,97.0,93.0,97.0,11
2020-03-07,Texas,Professional & Other Places,98.0,95.0,98.0,12
2020-03-07,Texas,Residences,97.0,95.0,97.0,13
2020-03-07,Texas,Hotel,101.0,89.0,101.0,14
2020-03-07,Texas,Medical,98.0,95.0,98.0,15
2020-03-07,Texas,Hardware Stores,109.0,107.0,109.0,16
2020-03-07,Texas,Discount Stores,97.0,99.0,97.0,17
2020-03-07,Texas,Airport,98.0,87.0,98.0,18
2020-03-07,Texas,Drug Store,99.0,104.0,99.0,19
2020-03-07,Texas,Colleges & Universities,102.0,97.0,102.0,20
2020-03-07,Texas,Fitness Center,95.0,86.0,95.0,21
2020-03-07,Texas,Sports,109.0,97.0,109.0,22
2020-03-07,Texas,Travel & Transport,104.0,97.0,104.0,23
2020-03-07,Texas,Office,94.0,91.0,94.0,24
2020-03-07,Texas,Government,104.0,103.0,104.0,25
2020-03-07,Texas,Banks,86.0,81.0,86.0,26
2020-03-07,Texas,Alcohol,95.0,91.0,95.0,27
2020-03-07,Texas,Bus,107.0,111.0,107.0,28
2020-03-07,Texas,Beach,97.0,70.0,99.0,29
2020-03-07,Texas,Light Rail Stations,116.0,112.0,116.0,30
2020-03-07,Texas,Spiritual Center,93.0,82.0,93.0,31
2020-03-07,Texas,Gun Shops,104.0,"",103.0,32
2020-03-07,Texas,Events,81.0,"",82.0,33
2020-03-07,Utah,Food,98.0,93.0,98.0,1
2020-03-07,Utah,Shops & Services,96.0,90.0,97.0,2
2020-03-07,Utah,Outdoors & Recreation,113.0,103.0,113.0,3
2020-03-07,Utah,Grocery,97.0,90.0,97.0,4
2020-03-07,Utah,Gas Stations,100.0,96.0,101.0,5
2020-03-07,Utah,Fast Food Restaurants,99.0,91.0,99.0,6
2020-03-07,Utah,Big Box Stores,97.0,84.0,98.0,7
2020-03-07,Utah,Arts & Entertainment,111.0,97.0,111.0,8
2020-03-07,Utah,Hotel,102.0,99.0,102.0,9
2020-03-07,Utah,School,104.0,93.0,105.0,10
2020-03-07,Utah,Airport,96.0,88.0,96.0,11
2020-03-07,Utah,Professional & Other Places,92.0,106.0,91.0,12
2020-03-07,Utah,Skiing,93.0,71.0,94.0,13
2020-03-07,Utah,Nightlife Spots,101.0,102.0,101.0,14
2020-03-07,Utah,Hardware Stores,115.0,108.0,116.0,15
2020-03-07,Utah,Medical,103.0,105.0,103.0,16
2020-03-07,Utah,Convenience Store,109.0,101.0,109.0,17
2020-03-07,Utah,Fitness Center,100.0,109.0,100.0,18
2020-03-07,Utah,Colleges & Universities,103.0,138.0,102.0,19
2020-03-07,Utah,Sports,114.0,108.0,114.0,20
2020-03-07,Utah,Residences,92.0,78.0,93.0,21
2020-03-07,Utah,Drug Store,111.0,110.0,111.0,22
2020-03-07,Utah,Travel & Transport,106.0,99.0,106.0,23
2020-03-07,Utah,Office,100.0,103.0,99.0,24
2020-03-07,Utah,Government,123.0,124.0,123.0,25
2020-03-07,Utah,Discount Stores,99.0,86.0,100.0,26
2020-03-07,Utah,Alcohol,112.0,121.0,112.0,27
2020-03-07,Utah,Banks,92.0,"",92.0,28
2020-03-07,Utah,Light Rail Stations,93.0,"",93.0,29
2020-03-07,Vermont,Skiing,90.0,78.0,90.0,1
2020-03-07,Vermont,Food,98.0,92.0,98.0,2
2020-03-07,Vermont,Shops & Services,108.0,102.0,109.0,3
2020-03-07,Vermont,Hotel,96.0,102.0,96.0,4
2020-03-07,Vermont,Grocery,96.0,91.0,97.0,5
2020-03-07,Vermont,Outdoors & Recreation,94.0,90.0,94.0,6
2020-03-07,Vermont,Nightlife Spots,103.0,88.0,104.0,7
2020-03-07,Vermont,Gas Stations,97.0,87.0,97.0,8
2020-03-07,Vermont,Convenience Store,86.0,89.0,85.0,9
2020-03-07,Vermont,Professional & Other Places,108.0,92.0,109.0,10
2020-03-07,Vermont,Arts & Entertainment,105.0,94.0,106.0,11
2020-03-07,Vermont,Colleges & Universities,78.0,"",78.0,12
2020-03-07,Vermont,Hardware Stores,117.0,102.0,118.0,13
2020-03-07,Vermont,Medical,122.0,86.0,125.0,14
2020-03-07,Vermont,Fast Food Restaurants,97.0,"",98.0,15
2020-03-07,Vermont,Big Box Stores,102.0,"",104.0,16
2020-03-07,Vermont,School,81.0,98.0,80.0,17
2020-03-07,Vermont,Fitness Center,110.0,"",110.0,18
2020-03-07,Vermont,Sports,102.0,"",102.0,19
2020-03-07,Vermont,Drug Store,94.0,"",94.0,20
2020-03-07,Vermont,Alcohol,106.0,"",105.0,21
2020-03-07,Vermont,Travel & Transport,96.0,"",97.0,22
2020-03-07,Vermont,Government,128.0,"",129.0,23
2020-03-07,Virginia,Shops & Services,103.0,95.0,103.0,1
2020-03-07,Virginia,Food,100.0,97.0,100.0,2
2020-03-07,Virginia,Grocery,100.0,96.0,100.0,3
2020-03-07,Virginia,Gas Stations,104.0,97.0,104.0,4
2020-03-07,Virginia,Outdoors & Recreation,113.0,110.0,113.0,5
2020-03-07,Virginia,Fast Food Restaurants,101.0,95.0,101.0,6
2020-03-07,Virginia,Big Box Stores,103.0,101.0,103.0,7
2020-03-07,Virginia,Convenience Store,102.0,91.0,102.0,8
2020-03-07,Virginia,School,103.0,100.0,104.0,9
2020-03-07,Virginia,Professional & Other Places,108.0,102.0,109.0,10
2020-03-07,Virginia,Residences,101.0,93.0,101.0,11
2020-03-07,Virginia,Nightlife Spots,104.0,96.0,104.0,12
2020-03-07,Virginia,Arts & Entertainment,108.0,108.0,108.0,13
2020-03-07,Virginia,Airport,97.0,91.0,98.0,14
2020-03-07,Virginia,Hotel,106.0,95.0,107.0,15
2020-03-07,Virginia,Hardware Stores,114.0,102.0,115.0,16
2020-03-07,Virginia,Fitness Center,100.0,100.0,100.0,17
2020-03-07,Virginia,Medical,102.0,103.0,102.0,18
2020-03-07,Virginia,Sports,117.0,104.0,117.0,19
2020-03-07,Virginia,Discount Stores,104.0,104.0,104.0,20
