geography,age,dt,norm_visits
NE,45_54,01/08/2020,"844,100"
NE,55_64,02/02/2020,"528,186"
MA,35_44,06/09/2020,"2,780,355"
MD,55_64,22/07/2020,"1,632,672"
GA,55_64,14/07/2020,"2,745,394"
CO,35_44,09/09/2020,"2,069,594"
ND,35_44,26/02/2020,"206,090"
LA,35_44,26/03/2020,"1,400,480"
AL,18_24,04/07/2020,"1,297,499"
AL,18_24,18/09/2020,"1,706,523"
FL,18_24,05/07/2020,"4,499,180"
FL,18_24,09/09/2020,"5,277,803"
NJ,45_54,13/09/2020,"3,977,483"
OH,45_54,20/05/2020,"4,264,372"
NE,45_54,08/06/2020,"650,356"
OH,25_34,01/02/2020,"3,828,517"
NC,45_54,09/05/2020,"3,782,102"
TN,35_44,10/09/2020,"2,978,586"
ND,25_34,27/03/2020,"195,822"
MI,55_64,15/07/2020,"3,113,735"
KY,35_44,15/03/2020,"1,458,033"
MD,45_54,01/09/2020,"2,649,649"
VT,45_54,11/08/2020,"340,464"
GA,55_64,28/02/2020,"3,770,301"
NC,65_plus,12/06/2020,"3,131,507"
CT,45_54,01/04/2020,"1,259,793"
NV,25_34,20/05/2020,"1,078,956"
AR,35_44,20/08/2020,"1,163,719"
CT,25_34,06/03/2020,"1,285,409"
NJ,35_44,09/07/2020,"3,512,155"
NY,25_34,18/06/2020,"7,890,711"
NE,35_44,17/06/2020,"663,397"
IA,35_44,02/08/2020,"968,996"
MI,18_24,11/07/2020,"2,841,227"
OK,25_34,09/04/2020,"1,280,501"
MA,25_34,02/06/2020,"2,217,006"
SC,25_34,22/06/2020,"1,898,301"
SC,25_34,16/02/2020,"1,903,527"
NC,45_54,26/06/2020,"4,139,370"
NH,55_64,22/03/2020,"394,488"
MD,45_54,22/06/2020,"2,200,876"
MT,65_plus,23/08/2020,"499,057"
MT,65_plus,21/08/2020,"559,496"
NY,65_plus,08/04/2020,"4,612,200"
ND,18_24,31/08/2020,"289,714"
HI,25_34,24/06/2020,"803,723"
MS,25_34,01/09/2020,"1,223,731"
OK,35_44,06/09/2020,"1,427,382"
GA,25_34,06/07/2020,"3,808,596"
LA,45_54,27/05/2020,"1,835,636"
IN,35_44,06/04/2020,"1,857,297"
MS,45_54,12/09/2020,"1,307,546"
LA,55_64,25/04/2020,"1,287,743"
TX,55_64,24/06/2020,"6,407,556"
MI,45_54,02/04/2020,"2,918,228"
NV,35_44,25/08/2020,"1,408,348"
CO,18_24,26/08/2020,"1,503,449"
CO,18_24,23/08/2020,"1,611,190"
ND,45_54,06/03/2020,"287,984"
ND,45_54,19/03/2020,"222,395"
ND,45_54,10/05/2020,"206,691"
NY,18_24,19/09/2020,"7,475,114"
NE,25_34,27/06/2020,"767,556"
MA,35_44,24/02/2020,"2,835,679"
MO,45_54,22/02/2020,"2,999,510"
ID,18_24,15/05/2020,"450,722"
AR,25_34,26/02/2020,"1,184,953"
DE,35_44,28/07/2020,"391,900"
IA,18_24,07/09/2020,"928,850"
HI,35_44,14/07/2020,"585,127"
NY,55_64,16/05/2020,"5,729,610"
NC,45_54,02/09/2020,"4,195,210"
CT,45_54,18/04/2020,"1,181,734"
NJ,65_plus,23/05/2020,"2,238,802"
IN,45_54,23/09/2020,"2,940,976"
MN,45_54,10/07/2020,"2,112,584"
NV,35_44,17/09/2020,"1,504,114"
MA,65_plus,21/06/2020,"1,786,139"
WI,65_plus,14/09/2020,"1,941,605"
GA,45_54,08/04/2020,"3,149,568"
TN,25_34,14/02/2020,"3,017,594"
TN,25_34,09/05/2020,"2,675,423"
VA,65_plus,23/06/2020,"2,333,674"
DE,18_24,07/02/2020,"310,020"
WA,25_34,14/03/2020,"2,743,808"
OH,65_plus,09/06/2020,"3,059,961"
RI,55_64,10/04/2020,"281,116"
IN,25_34,07/08/2020,"2,957,538"
ID,45_54,09/06/2020,"495,476"
KY,55_64,22/02/2020,"1,595,994"
OK,45_54,09/04/2020,"1,282,494"
CT,55_64,06/09/2020,"1,144,657"
MS,45_54,09/03/2020,"1,188,921"
AR,65_plus,26/05/2020,"968,492"
RI,35_44,08/07/2020,"407,133"
ME,55_64,07/06/2020,"447,866"
IA,65_plus,06/06/2020,"1,011,941"
KY,18_24,12/06/2020,"1,278,050"
MS,18_24,16/02/2020,"949,549"
MT,35_44,03/09/2020,"414,761"
MT,35_44,30/08/2020,"381,079"
SD,25_34,02/02/2020,"293,274"
SD,45_54,22/06/2020,"349,535"
SD,45_54,23/06/2020,"353,752"
CA,65_plus,03/02/2020,"11,233,322"
KY,35_44,14/06/2020,"1,495,641"
MS,65_plus,20/04/2020,"836,202"
RI,35_44,05/03/2020,"420,349"
OR,35_44,03/05/2020,"1,083,113"
ND,65_plus,16/09/2020,"286,514"
KS,55_64,19/05/2020,"814,312"
GA,25_34,05/05/2020,"3,707,799"
NV,25_34,26/08/2020,"1,304,381"
KY,18_24,30/08/2020,"1,203,643"
NM,65_plus,17/08/2020,"648,512"
NM,45_54,05/09/2020,"868,097"
GA,18_24,27/08/2020,"3,083,903"
SC,25_34,30/05/2020,"2,026,469"
NV,65_plus,23/05/2020,"746,728"
CO,55_64,05/02/2020,"1,593,919"
HI,18_24,15/05/2020,"556,533"
VT,45_54,15/09/2020,"314,149"
DC,45_54,28/06/2020,"175,753"
TN,65_plus,23/05/2020,"2,179,385"
ID,45_54,23/09/2020,"646,270"
ME,45_54,30/08/2020,"742,126"
MS,25_34,24/03/2020,"906,487"
TN,55_64,23/06/2020,"2,057,499"
TN,55_64,14/03/2020,"2,387,033"
IA,65_plus,17/03/2020,"924,648"
OR,55_64,08/08/2020,"1,588,576"
KS,55_64,16/06/2020,"811,156"
WV,18_24,26/04/2020,"272,766"
ID,65_plus,24/03/2020,"386,024"
ME,55_64,10/09/2020,"662,367"
RI,55_64,31/05/2020,"326,373"
RI,55_64,09/02/2020,"352,245"
WV,55_64,23/04/2020,"504,837"
TN,55_64,05/03/2020,"2,373,328"
MD,55_64,18/06/2020,"1,670,990"
SD,45_54,26/04/2020,"262,124"
VT,65_plus,23/05/2020,"228,190"
ME,18_24,09/02/2020,"298,710"
ID,65_plus,04/07/2020,"510,954"
AL,25_34,29/04/2020,"1,469,088"
CT,65_plus,08/04/2020,"768,128"
CA,65_plus,05/07/2020,"9,196,811"
MI,18_24,16/03/2020,"2,164,189"
WV,65_plus,17/08/2020,"801,910"
GA,65_plus,12/04/2020,"1,280,654"
GA,18_24,20/04/2020,"2,172,633"
AK,55_64,28/05/2020,"230,771"
AK,18_24,13/09/2020,"260,220"
AK,18_24,24/09/2020,"134,631"
VT,25_34,31/08/2020,"219,393"
NE,18_24,08/06/2020,"500,348"
NE,18_24,28/06/2020,"526,676"
SD,65_plus,30/06/2020,"346,779"
NE,25_34,06/06/2020,"719,211"
WY,55_64,19/05/2020,"215,936"
ME,45_54,24/02/2020,"546,274"
SD,35_44,03/05/2020,"228,471"
WY,55_64,17/02/2020,"171,570"
NH,45_54,18/06/2020,"650,564"
WY,18_24,30/06/2020,"201,589"
DE,55_64,07/05/2020,"300,680"
WV,65_plus,31/03/2020,"553,315"
WV,65_plus,28/04/2020,"600,689"
MD,65_plus,05/02/2020,"1,802,958"
KY,65_plus,01/05/2020,"1,370,791"
RI,25_34,01/02/2020,"366,456"
MA,65_plus,29/03/2020,"1,015,985"
NV,18_24,16/08/2020,"869,116"
VT,25_34,16/03/2020,"191,971"
VT,25_34,07/06/2020,"173,090"
CO,18_24,15/04/2020,"971,575"
WA,18_24,01/05/2020,"1,518,715"
SC,55_64,28/07/2020,"1,670,570"
LA,55_64,15/06/2020,"1,544,547"
OR,25_34,04/02/2020,"1,546,181"
TX,65_plus,27/04/2020,"5,458,639"
IL,55_64,29/06/2020,"3,225,855"
AL,18_24,14/03/2020,"1,641,468"
FL,18_24,26/08/2020,"5,452,261"
MO,65_plus,20/04/2020,"1,673,395"
MI,55_64,14/05/2020,"2,480,762"
NC,65_plus,10/08/2020,"3,373,080"
OK,35_44,05/05/2020,"1,348,939"
DE,25_34,09/09/2020,"394,384"
ME,25_34,07/06/2020,"372,688"
DE,35_44,16/05/2020,"354,094"
MA,45_54,21/05/2020,"2,521,811"
WA,18_24,07/03/2020,"1,851,139"
CT,55_64,26/02/2020,"1,187,250"
MD,25_34,09/02/2020,"2,491,523"
PA,18_24,27/06/2020,"3,178,589"
MN,55_64,02/03/2020,"1,471,452"
NH,35_44,17/03/2020,"438,671"
TN,25_34,16/09/2020,"2,675,948"
MO,45_54,15/06/2020,"2,436,991"
SD,45_54,02/07/2020,"420,882"
ND,65_plus,28/06/2020,"221,744"
KS,55_64,19/03/2020,"756,987"
KS,55_64,09/07/2020,"809,524"
KY,18_24,15/03/2020,"1,015,158"
NE,65_plus,26/02/2020,"659,682"
NY,65_plus,08/08/2020,"7,075,252"
OK,35_44,21/05/2020,"1,394,446"
KS,55_64,21/06/2020,"749,281"
AR,25_34,16/06/2020,"1,129,802"
VT,18_24,22/09/2020,"228,582"
CA,18_24,03/07/2020,"11,195,471"
TN,55_64,11/09/2020,"2,670,799"
CO,18_24,03/04/2020,"931,114"
ND,35_44,05/02/2020,"213,541"
ND,35_44,05/06/2020,"232,858"
UT,65_plus,21/04/2020,"527,297"
RI,55_64,02/03/2020,"334,944"
DE,45_54,12/05/2020,"368,235"
VT,65_plus,09/03/2020,"274,079"
WA,18_24,21/05/2020,"1,547,296"
ID,45_54,08/09/2020,"696,107"
UT,55_64,26/05/2020,"621,638"
HI,35_44,07/03/2020,"998,317"
AL,65_plus,10/08/2020,"1,685,750"
RI,65_plus,01/03/2020,"416,999"
MT,35_44,28/05/2020,"330,002"
DE,45_54,06/07/2020,"427,103"
MT,55_64,19/04/2020,"251,462"
ID,35_44,21/05/2020,"538,840"
AK,55_64,13/03/2020,"283,258"
DC,35_44,08/07/2020,"287,716"
OR,45_54,14/05/2020,"1,226,942"
HI,65_plus,19/03/2020,"720,599"
DE,18_24,05/02/2020,"260,289"
AK,65_plus,29/07/2020,"185,152"
SC,35_44,24/09/2020,"182,028"
WY,65_plus,12/08/2020,"360,095"
DE,25_34,24/08/2020,"392,440"
VT,65_plus,14/03/2020,"292,008"
SD,25_34,06/07/2020,"301,086"
NV,18_24,05/08/2020,"780,429"
NE,18_24,22/02/2020,"654,597"
AK,45_54,15/03/2020,"295,040"
VT,18_24,04/07/2020,"257,963"
RI,25_34,12/02/2020,"399,603"
WY,35_44,28/07/2020,"264,154"
DE,65_plus,17/07/2020,"403,958"
DC,55_64,10/09/2020,"126,246"
AK,18_24,10/03/2020,"201,397"
MT,35_44,18/04/2020,"262,905"
AK,35_44,12/05/2020,"255,664"
SD,55_64,31/03/2020,"206,690"
ND,65_plus,08/04/2020,"169,201"
WY,18_24,24/08/2020,"194,073"
NE,65_plus,16/09/2020,"750,738"
DC,65_plus,09/09/2020,"137,464"
MT,25_34,17/07/2020,"416,146"
WY,18_24,30/05/2020,"171,730"
AK,25_34,08/06/2020,"308,106"
DE,18_24,02/06/2020,"219,215"
DC,18_24,17/06/2020,"178,900"
WY,18_24,19/05/2020,"176,589"
HI,18_24,20/06/2020,"702,164"
AK,65_plus,24/05/2020,"146,097"
AK,65_plus,26/03/2020,"129,290"
DE,18_24,16/04/2020,"161,740"
MA,55_64,09/08/2020,"2,050,237"
AR,45_54,22/07/2020,"1,146,929"
TX,45_54,30/04/2020,"8,722,956"
TN,45_54,05/05/2020,"2,504,655"
AZ,35_44,07/02/2020,"3,052,362"
NJ,25_34,12/03/2020,"3,175,963"
PA,35_44,03/02/2020,"4,503,727"
NV,35_44,28/05/2020,"1,114,659"
PA,45_54,08/06/2020,"4,925,674"
KS,35_44,19/02/2020,"1,025,594"
IN,35_44,11/05/2020,"2,006,658"
MI,55_64,09/07/2020,"3,194,723"
NC,25_34,03/02/2020,"3,738,040"
GA,55_64,09/06/2020,"2,624,956"
GA,55_64,03/03/2020,"3,219,816"
CA,45_54,26/07/2020,"13,896,117"
NM,55_64,14/02/2020,"770,561"
NM,55_64,05/08/2020,"647,860"
NM,25_34,13/04/2020,"578,837"
FL,55_64,30/04/2020,"5,002,308"
NJ,45_54,04/02/2020,"3,892,827"
ID,65_plus,10/03/2020,"455,018"
ID,65_plus,12/04/2020,"306,810"
ID,65_plus,02/05/2020,"413,983"
FL,45_54,27/02/2020,"10,431,296"
OK,55_64,14/02/2020,"1,366,820"
TX,55_64,18/03/2020,"6,553,052"
VA,45_54,03/04/2020,"2,954,445"
KS,45_54,04/02/2020,"1,094,187"
DE,35_44,15/06/2020,"388,882"
FL,55_64,06/08/2020,"6,595,429"
FL,55_64,21/04/2020,"4,936,298"
FL,55_64,11/09/2020,"7,372,604"
CT,45_54,17/02/2020,"1,588,839"
AZ,45_54,21/05/2020,"2,398,926"
AZ,45_54,29/03/2020,"1,915,743"
AZ,45_54,18/04/2020,"2,135,519"
FL,25_34,08/03/2020,"10,097,819"
CO,25_34,03/03/2020,"2,279,446"
AK,35_44,31/08/2020,"276,807"
NJ,35_44,13/07/2020,"3,492,357"
CT,35_44,13/08/2020,"1,514,012"
NY,55_64,11/07/2020,"5,893,166"
NM,25_34,02/03/2020,"813,723"
WI,65_plus,16/04/2020,"1,281,408"
TX,65_plus,25/02/2020,"7,692,483"
AL,45_54,24/03/2020,"1,530,128"
NC,35_44,07/08/2020,"4,540,233"
WV,35_44,08/08/2020,"715,462"
NC,18_24,10/07/2020,"2,868,143"
OH,25_34,02/07/2020,"4,604,330"
IL,35_44,23/07/2020,"4,997,357"
IL,35_44,05/02/2020,"4,900,545"
TN,35_44,10/06/2020,"2,604,642"
MD,25_34,16/05/2020,"2,240,344"
NY,35_44,16/07/2020,"7,855,683"
NY,35_44,27/07/2020,"7,740,836"
VA,65_plus,28/08/2020,"2,889,219"
VA,65_plus,12/08/2020,"2,567,322"
MI,18_24,14/03/2020,"2,535,515"
SD,55_64,23/05/2020,"304,724"
MI,45_54,23/08/2020,"4,240,108"
TX,35_44,28/02/2020,"12,786,297"
TX,35_44,01/03/2020,"11,869,057"
TX,35_44,26/02/2020,"11,355,471"
OK,25_34,21/05/2020,"1,519,725"
OH,25_34,02/09/2020,"4,476,664"
GA,18_24,10/08/2020,"2,986,909"
NY,55_64,21/04/2020,"4,395,901"
NJ,35_44,31/08/2020,"4,037,159"
NJ,25_34,16/05/2020,"2,949,411"
MA,18_24,15/02/2020,"2,229,533"
WI,25_34,24/06/2020,"1,821,008"
IA,55_64,18/02/2020,"876,021"
IA,55_64,02/05/2020,"873,795"
NC,45_54,13/04/2020,"2,831,615"
IN,55_64,29/03/2020,"1,261,769"
IN,55_64,07/09/2020,"1,856,306"
IN,55_64,13/05/2020,"1,775,885"
CT,55_64,28/06/2020,"961,348"
OH,35_44,22/02/2020,"4,913,028"
IA,65_plus,11/09/2020,"1,171,972"
IA,65_plus,17/05/2020,"756,484"
CO,65_plus,27/08/2020,"1,612,501"
TX,35_44,09/08/2020,"9,860,419"
KY,65_plus,30/08/2020,"1,359,536"
MO,35_44,20/08/2020,"2,520,545"
FL,25_34,15/06/2020,"7,303,909"
KY,18_24,25/05/2020,"1,021,120"
OH,18_24,23/07/2020,"2,922,640"
OH,18_24,28/03/2020,"2,000,664"
TN,18_24,27/06/2020,"2,017,458"
CA,55_64,27/08/2020,"10,666,790"
OK,25_34,19/05/2020,"1,553,234"
OK,25_34,24/03/2020,"1,266,939"
OK,35_44,19/08/2020,"1,504,245"
OK,35_44,23/08/2020,"1,366,065"
IN,55_64,02/09/2020,"2,164,287"
WA,25_34,06/03/2020,"2,966,981"
MS,45_54,17/05/2020,"901,275"
GA,35_44,02/05/2020,"4,398,993"
AZ,35_44,29/04/2020,"2,229,344"
MD,35_44,01/02/2020,"2,245,544"
IL,35_44,22/07/2020,"4,807,844"
MS,65_plus,27/05/2020,"941,509"
NC,65_plus,06/04/2020,"2,290,590"
NC,65_plus,05/03/2020,"3,320,220"
MD,25_34,18/07/2020,"2,621,624"
SC,55_64,04/07/2020,"1,727,415"
KY,35_44,18/03/2020,"1,451,879"
AL,18_24,14/09/2020,"1,505,470"
MA,45_54,06/02/2020,"2,965,445"
PA,18_24,13/04/2020,"1,811,759"
WA,55_64,05/05/2020,"1,806,814"
NJ,55_64,24/03/2020,"1,966,720"
NC,45_54,03/03/2020,"4,145,713"
SC,35_44,17/02/2020,"1,885,360"
ID,65_plus,07/02/2020,"466,896"
UT,65_plus,18/07/2020,"715,669"
AL,25_34,29/06/2020,"1,824,912"
KS,65_plus,12/05/2020,"787,024"
OR,25_34,29/04/2020,"1,280,589"
OH,18_24,25/08/2020,"3,419,744"
KY,45_54,19/09/2020,"2,126,096"
TX,35_44,08/05/2020,"9,970,478"
GA,25_34,18/07/2020,"4,529,087"
TN,25_34,19/02/2020,"2,540,699"
TN,25_34,23/03/2020,"1,894,726"
IL,65_plus,24/05/2020,"2,611,437"
GA,35_44,19/04/2020,"2,759,232"
NJ,65_plus,19/06/2020,"2,748,289"
OR,35_44,22/09/2020,"1,610,611"
IA,25_34,26/07/2020,"1,009,792"
WI,35_44,09/02/2020,"1,701,990"
UT,35_44,29/05/2020,"1,038,900"
VA,25_34,29/03/2020,"2,492,638"
MN,35_44,22/06/2020,"1,695,612"
PA,45_54,12/04/2020,"2,945,459"
VA,35_44,04/04/2020,"2,680,036"
KS,35_44,15/09/2020,"1,126,797"
KS,45_54,17/09/2020,"1,292,499"
KS,55_64,09/09/2020,"877,889"
OK,35_44,16/06/2020,"1,452,369"
ND,18_24,06/02/2020,"218,867"
NM,25_34,24/08/2020,"745,723"
NM,25_34,23/03/2020,"700,855"
GA,35_44,09/09/2020,"4,579,364"
GA,35_44,15/09/2020,"4,617,778"
MN,18_24,24/05/2020,"1,102,807"
GA,65_plus,13/03/2020,"3,407,107"
GA,65_plus,01/05/2020,"2,687,561"
MA,25_34,12/03/2020,"2,701,772"
KY,25_34,09/05/2020,"1,611,687"
KY,25_34,08/07/2020,"1,635,255"
OR,25_34,27/07/2020,"1,561,215"
WI,65_plus,03/04/2020,"1,272,242"
WV,65_plus,13/08/2020,"771,703"
ID,45_54,02/07/2020,"660,046"
ID,45_54,10/02/2020,"520,564"
NV,65_plus,14/03/2020,"1,575,526"
WY,18_24,23/05/2020,"189,892"
KY,18_24,05/07/2020,"1,073,909"
DE,35_44,30/04/2020,"316,786"
NE,25_34,28/02/2020,"771,184"
OR,45_54,17/07/2020,"1,666,602"
IN,65_plus,11/09/2020,"2,362,035"
AL,55_64,02/03/2020,"1,509,029"
CA,65_plus,17/08/2020,"11,105,398"
MO,35_44,15/04/2020,"1,870,371"
MA,65_plus,10/09/2020,"2,392,506"
ID,25_34,26/06/2020,"660,806"
ID,25_34,17/04/2020,"518,869"
TX,18_24,08/08/2020,"8,468,561"
TX,18_24,09/08/2020,"7,439,004"
WI,25_34,29/04/2020,"1,306,180"
AR,55_64,13/06/2020,"1,013,657"
WA,45_54,02/09/2020,"3,036,118"
NH,55_64,01/02/2020,"541,948"
MA,55_64,03/02/2020,"2,133,784"
NH,55_64,31/05/2020,"498,206"
OK,35_44,21/07/2020,"1,390,122"
SC,65_plus,03/03/2020,"1,902,839"
CT,25_34,17/03/2020,"978,629"
NV,25_34,17/04/2020,"991,002"
MT,25_34,04/08/2020,"405,007"
NV,18_24,25/02/2020,"1,031,343"
WI,18_24,16/05/2020,"1,372,818"
WI,18_24,04/09/2020,"1,950,406"
IA,18_24,27/06/2020,"992,842"
WA,18_24,30/06/2020,"1,712,197"
WA,55_64,12/08/2020,"2,383,570"
MT,55_64,18/03/2020,"322,370"
ID,55_64,11/05/2020,"426,682"
DC,35_44,11/03/2020,"522,476"
AZ,55_64,19/09/2020,"2,230,510"
NJ,55_64,31/05/2020,"2,301,962"
CO,45_54,08/06/2020,"1,873,776"
UT,45_54,05/08/2020,"1,091,072"
AZ,18_24,05/07/2020,"1,381,465"
KS,65_plus,31/05/2020,"737,146"
MT,45_54,18/08/2020,"542,847"
MN,35_44,24/09/2020,"265,096"
AZ,55_64,25/02/2020,"2,353,329"
NY,65_plus,21/04/2020,"4,490,895"
VA,55_64,26/08/2020,"2,771,427"
NC,18_24,24/08/2020,"2,822,005"
NY,55_64,02/08/2020,"5,445,968"
CA,65_plus,06/08/2020,"10,556,980"
NE,65_plus,08/08/2020,"735,444"
IN,18_24,08/04/2020,"1,301,949"
VA,18_24,03/03/2020,"2,574,176"
VA,18_24,22/07/2020,"2,085,410"
OK,55_64,17/07/2020,"1,257,880"
IA,55_64,03/02/2020,"860,692"
LA,35_44,31/03/2020,"1,319,467"
NC,55_64,23/09/2020,"3,478,696"
AL,18_24,31/03/2020,"980,769"
RI,45_54,21/05/2020,"432,569"
WA,25_34,10/06/2020,"2,361,075"
CO,55_64,11/08/2020,"1,797,522"
HI,25_34,09/06/2020,"746,920"
SD,25_34,05/07/2020,"346,745"
VA,55_64,20/05/2020,"2,161,933"
KY,25_34,05/06/2020,"1,778,796"
NH,35_44,23/08/2020,"652,232"
MS,65_plus,08/05/2020,"951,744"
NY,18_24,07/05/2020,"4,830,312"
MS,25_34,27/08/2020,"1,207,175"
NH,18_24,28/06/2020,"405,147"
MI,65_plus,24/04/2020,"2,351,260"
LA,35_44,01/06/2020,"1,658,589"
ND,25_34,10/07/2020,"275,184"
NH,55_64,25/02/2020,"453,546"
SC,65_plus,27/03/2020,"1,474,529"
RI,55_64,15/07/2020,"377,971"
MD,25_34,12/05/2020,"1,804,015"
MD,25_34,09/04/2020,"1,749,317"
IA,45_54,22/07/2020,"1,159,749"
NV,45_54,18/09/2020,"1,593,399"
UT,25_34,05/04/2020,"764,542"
KY,55_64,20/04/2020,"1,153,605"
ME,55_64,15/04/2020,"387,771"
AK,55_64,04/05/2020,"209,695"
NH,18_24,16/09/2020,"405,857"
CO,55_64,08/08/2020,"1,901,629"
IN,65_plus,10/07/2020,"2,044,061"
WY,25_34,23/08/2020,"268,834"
NE,55_64,04/05/2020,"454,075"
NE,55_64,21/04/2020,"471,538"
NE,55_64,13/05/2020,"495,329"
CO,18_24,10/04/2020,"936,575"
AL,45_54,10/05/2020,"1,676,135"
AL,45_54,27/08/2020,"2,048,609"
NM,35_44,30/06/2020,"649,338"
AR,35_44,17/02/2020,"1,010,789"
NY,18_24,10/04/2020,"3,861,145"
MA,55_64,11/04/2020,"1,702,185"
MT,25_34,20/08/2020,"443,655"
NM,55_64,06/09/2020,"676,799"
NM,65_plus,10/09/2020,"751,063"
SD,65_plus,10/08/2020,"535,341"
HI,45_54,03/06/2020,"624,564"
HI,45_54,19/06/2020,"694,961"
AZ,55_64,03/07/2020,"1,960,261"
DE,55_64,21/08/2020,"442,014"
LA,18_24,09/04/2020,"1,080,997"
NM,65_plus,18/09/2020,"743,582"
ME,35_44,09/07/2020,"480,426"
DE,45_54,28/07/2020,"463,777"
HI,65_plus,11/04/2020,"442,839"
HI,35_44,19/05/2020,"584,570"
OK,18_24,28/06/2020,"1,049,091"
NM,65_plus,24/03/2020,"560,297"
KY,18_24,03/02/2020,"1,215,050"
RI,45_54,01/08/2020,"548,761"
NE,65_plus,25/08/2020,"626,990"
CO,65_plus,16/07/2020,"1,513,382"
WV,18_24,13/05/2020,"425,005"
WY,55_64,12/07/2020,"281,273"
ND,65_plus,24/07/2020,"289,684"
MT,65_plus,20/03/2020,"332,913"
DE,65_plus,21/06/2020,"340,914"
ME,18_24,13/09/2020,"335,067"
MD,18_24,13/04/2020,"968,813"
MS,18_24,13/04/2020,"712,968"
UT,55_64,19/09/2020,"912,884"
ME,65_plus,04/04/2020,"353,040"
VT,25_34,10/04/2020,"121,367"
WY,65_plus,07/07/2020,"283,360"
WY,18_24,24/04/2020,"125,690"
NM,65_plus,31/03/2020,"532,271"
NJ,45_54,18/02/2020,"3,931,693"
ID,65_plus,04/06/2020,"470,815"
NJ,35_44,24/09/2020,"315,533"
TX,18_24,16/02/2020,"8,651,242"
AL,35_44,07/06/2020,"1,602,506"
CO,65_plus,06/09/2020,"1,645,430"
OH,45_54,25/07/2020,"4,994,791"
OR,45_54,07/02/2020,"1,655,537"
SC,18_24,03/08/2020,"1,334,563"
UT,65_plus,22/06/2020,"698,779"
CA,55_64,29/02/2020,"13,777,217"
TX,35_44,30/04/2020,"9,318,196"
MS,45_54,23/08/2020,"1,110,034"
KY,45_54,01/03/2020,"1,873,112"
NV,45_54,11/05/2020,"893,671"
WY,55_64,07/09/2020,"305,797"
DE,35_44,19/02/2020,"393,984"
DE,45_54,23/05/2020,"432,236"
AL,65_plus,01/04/2020,"1,342,352"
NH,65_plus,22/08/2020,"658,619"
DE,65_plus,09/08/2020,"379,614"
WI,18_24,22/07/2020,"1,496,285"
CT,18_24,07/06/2020,"900,018"
CA,55_64,10/06/2020,"10,142,998"
NV,65_plus,15/06/2020,"866,145"
AZ,18_24,06/08/2020,"1,572,065"
TX,18_24,28/03/2020,"5,633,787"
IN,18_24,14/03/2020,"1,715,986"
LA,25_34,26/02/2020,"2,199,486"
MD,25_34,16/04/2020,"1,818,632"
WA,45_54,23/07/2020,"2,642,998"
WA,25_34,30/03/2020,"1,952,892"
WV,45_54,07/03/2020,"770,380"
WV,45_54,05/03/2020,"782,034"
VT,65_plus,13/08/2020,"306,576"
MN,65_plus,09/06/2020,"1,268,327"
MT,45_54,08/06/2020,"404,644"
DC,35_44,15/05/2020,"265,889"
DE,65_plus,05/04/2020,"221,841"
NH,18_24,09/07/2020,"373,171"
NH,18_24,16/04/2020,"268,851"
OH,65_plus,28/03/2020,"2,592,038"
MS,55_64,23/03/2020,"784,440"
OK,18_24,16/08/2020,"1,257,320"
SD,55_64,09/07/2020,"302,781"
NM,65_plus,21/08/2020,"754,564"
MN,65_plus,04/07/2020,"1,268,783"
MT,35_44,02/08/2020,"348,038"
ME,65_plus,14/09/2020,"701,789"
NE,25_34,06/04/2020,"501,239"
KY,55_64,26/03/2020,"1,157,183"
KY,55_64,16/04/2020,"1,204,831"
IL,65_plus,04/04/2020,"2,596,276"
MS,18_24,26/08/2020,"962,037"
NC,18_24,12/05/2020,"2,375,341"
OR,18_24,10/09/2020,"993,642"
IA,55_64,23/03/2020,"712,888"
WA,18_24,11/05/2020,"1,429,359"
DE,18_24,08/09/2020,"272,142"
HI,35_44,04/06/2020,"615,726"
SD,45_54,28/05/2020,"327,866"
VT,25_34,15/05/2020,"167,191"
MS,18_24,13/07/2020,"907,703"
NE,65_plus,01/02/2020,"576,444"
RI,25_34,03/05/2020,"302,292"
WY,65_plus,02/09/2020,"345,288"
NH,18_24,24/04/2020,"264,630"
DC,18_24,19/09/2020,"368,558"
VT,45_54,06/09/2020,"399,198"
VT,35_44,05/05/2020,"166,821"
ND,18_24,04/06/2020,"239,723"
ND,18_24,10/05/2020,"203,382"
VT,18_24,10/08/2020,"250,127"
OR,65_plus,08/04/2020,"1,105,280"
NM,18_24,24/08/2020,"508,517"
ME,18_24,19/05/2020,"236,014"
AK,65_plus,10/02/2020,"169,747"
DC,55_64,29/06/2020,"132,325"
NE,65_plus,05/04/2020,"410,958"
AK,25_34,06/07/2020,"364,521"
ND,55_64,19/04/2020,"151,080"
SD,18_24,11/04/2020,"176,053"
DC,65_plus,14/07/2020,"87,670"
MT,18_24,18/03/2020,"207,853"
HI,18_24,26/07/2020,"507,663"
MT,18_24,07/03/2020,"328,953"
MT,18_24,05/03/2020,"322,954"
DC,65_plus,16/05/2020,"103,918"
MA,55_64,08/09/2020,"2,268,239"
NY,45_54,05/04/2020,"5,621,111"
NY,45_54,23/06/2020,"7,980,080"
ND,35_44,23/05/2020,"209,664"
CA,25_34,03/03/2020,"19,236,900"
HI,55_64,14/03/2020,"824,253"
TN,45_54,12/06/2020,"3,065,384"
TN,45_54,25/08/2020,"2,953,278"
FL,35_44,17/05/2020,"6,393,126"
NE,25_34,09/09/2020,"748,645"
