geography,age,dt,norm_visits
MT,35_44,27/06/2020,"371,648"
MO,18_24,29/08/2020,"1,978,169"
NY,65_plus,08/07/2020,"6,041,987"
ND,65_plus,10/04/2020,"173,061"
KS,55_64,17/09/2020,"988,964"
AL,35_44,25/04/2020,"1,646,235"
MI,18_24,15/09/2020,"2,970,072"
IA,55_64,17/03/2020,"811,750"
CT,35_44,24/02/2020,"1,355,615"
NC,18_24,06/02/2020,"2,606,568"
MS,25_34,04/07/2020,"1,076,627"
ID,25_34,25/05/2020,"592,369"
CO,55_64,18/04/2020,"1,162,161"
MD,18_24,22/03/2020,"1,073,538"
VT,18_24,29/06/2020,"192,362"
MA,45_54,20/04/2020,"2,061,514"
CT,35_44,29/06/2020,"1,233,547"
CT,35_44,21/03/2020,"1,187,173"
OK,55_64,13/08/2020,"1,305,619"
UT,35_44,06/04/2020,"754,385"
CO,25_34,15/09/2020,"2,302,024"
AR,45_54,23/06/2020,"1,076,994"
OR,55_64,13/08/2020,"1,657,572"
MT,55_64,23/02/2020,"332,408"
WI,65_plus,07/02/2020,"1,876,965"
CT,55_64,09/03/2020,"1,125,088"
NM,18_24,27/06/2020,"519,828"
ME,55_64,15/06/2020,"480,634"
OK,55_64,17/08/2020,"1,281,604"
RI,55_64,28/02/2020,"394,088"
WY,45_54,08/02/2020,"236,875"
ID,35_44,03/03/2020,"507,307"
VT,65_plus,03/09/2020,"285,607"
ID,25_34,07/07/2020,"595,702"
HI,55_64,24/02/2020,"877,442"
UT,55_64,24/04/2020,"600,944"
ID,65_plus,12/07/2020,"460,463"
CO,55_64,29/03/2020,"961,426"
MS,25_34,20/04/2020,"973,433"
AR,65_plus,25/05/2020,"815,171"
MS,45_54,22/06/2020,"1,076,407"
RI,65_plus,27/03/2020,"321,153"
RI,65_plus,10/03/2020,"382,110"
MA,25_34,11/04/2020,"1,937,329"
DC,55_64,26/06/2020,"167,648"
AK,55_64,26/05/2020,"225,446"
RI,55_64,25/07/2020,"418,098"
HI,45_54,16/02/2020,"1,004,307"
CT,25_34,30/04/2020,"886,254"
MT,25_34,20/06/2020,"397,036"
AZ,18_24,07/05/2020,"1,513,329"
SD,18_24,24/02/2020,"190,876"
IA,65_plus,26/07/2020,"833,548"
WV,55_64,29/07/2020,"620,024"
ID,18_24,13/09/2020,"463,343"
NM,65_plus,22/03/2020,"598,897"
SD,25_34,21/06/2020,"306,931"
WV,18_24,02/07/2020,"481,357"
WY,45_54,05/04/2020,"165,695"
CT,65_plus,15/04/2020,"922,034"
VT,65_plus,29/05/2020,"234,950"
TN,55_64,25/04/2020,"1,730,540"
AK,45_54,14/07/2020,"327,635"
VT,18_24,06/09/2020,"262,401"
AK,35_44,26/04/2020,"215,527"
NV,18_24,12/08/2020,"755,683"
SD,65_plus,16/02/2020,"294,161"
VT,45_54,24/06/2020,"274,788"
AL,25_34,11/04/2020,"1,522,670"
OK,35_44,04/03/2020,"1,493,035"
KY,25_34,11/05/2020,"1,430,400"
TX,35_44,01/07/2020,"10,002,334"
CT,45_54,16/09/2020,"1,634,036"
MD,35_44,01/08/2020,"2,485,501"
FL,35_44,15/04/2020,"5,837,203"
AZ,25_34,10/08/2020,"2,374,845"
CA,45_54,05/05/2020,"12,589,422"
TN,18_24,11/05/2020,"1,611,838"
MI,25_34,18/05/2020,"2,348,609"
DE,45_54,26/06/2020,"510,818"
DE,45_54,27/04/2020,"358,461"
ID,45_54,18/07/2020,"633,787"
VA,35_44,18/04/2020,"2,664,826"
KY,65_plus,18/02/2020,"1,454,534"
MT,65_plus,20/06/2020,"436,999"
HI,25_34,12/03/2020,"1,093,439"
MS,25_34,06/05/2020,"1,090,707"
AL,45_54,03/04/2020,"1,848,363"
NM,45_54,01/02/2020,"626,351"
PA,55_64,06/05/2020,"3,220,878"
CA,18_24,19/09/2020,"12,662,806"
MD,25_34,14/04/2020,"1,686,909"
CT,18_24,13/02/2020,"1,048,890"
AL,55_64,02/09/2020,"1,632,934"
AL,65_plus,26/05/2020,"1,451,414"
WV,45_54,06/07/2020,"696,636"
MT,65_plus,06/04/2020,"292,090"
NY,18_24,23/07/2020,"5,756,794"
NY,18_24,27/07/2020,"5,832,103"
MS,65_plus,12/09/2020,"1,077,208"
RI,25_34,17/06/2020,"362,907"
CT,35_44,20/06/2020,"1,545,797"
CT,35_44,22/07/2020,"1,342,424"
LA,25_34,20/04/2020,"1,504,802"
NV,65_plus,07/05/2020,"708,547"
WY,55_64,19/08/2020,"342,949"
AZ,65_plus,07/02/2020,"2,798,969"
HI,18_24,21/02/2020,"749,079"
MD,18_24,21/04/2020,"1,158,824"
ND,45_54,10/09/2020,"334,531"
VT,45_54,26/03/2020,"188,592"
CT,25_34,04/05/2020,"955,709"
CT,25_34,29/03/2020,"722,088"
ME,45_54,14/08/2020,"893,730"
DE,35_44,02/02/2020,"393,051"
MI,18_24,08/07/2020,"2,506,426"
MN,55_64,04/07/2020,"1,324,549"
ID,35_44,07/07/2020,"556,153"
WV,18_24,12/08/2020,"524,302"
AZ,45_54,25/04/2020,"2,195,284"
OR,45_54,08/06/2020,"1,407,774"
WY,65_plus,01/08/2020,"313,908"
OR,65_plus,06/03/2020,"1,488,214"
RI,65_plus,29/04/2020,"308,742"
HI,25_34,04/08/2020,"799,820"
WV,65_plus,29/08/2020,"754,572"
WV,65_plus,01/08/2020,"746,367"
SD,18_24,27/07/2020,"287,877"
OH,65_plus,22/09/2020,"4,157,643"
CT,55_64,31/03/2020,"818,537"
NC,18_24,14/05/2020,"2,397,366"
LA,65_plus,15/09/2020,"1,510,789"
HI,55_64,16/04/2020,"444,391"
VT,35_44,11/09/2020,"277,416"
NM,65_plus,23/02/2020,"696,958"
NE,65_plus,20/02/2020,"625,066"
NH,45_54,31/07/2020,"789,902"
AK,45_54,14/03/2020,"343,242"
DE,55_64,03/02/2020,"319,392"
NM,18_24,27/05/2020,"492,899"
WV,65_plus,02/02/2020,"566,693"
KY,65_plus,09/05/2020,"1,371,893"
MT,18_24,21/08/2020,"370,250"
UT,18_24,06/09/2020,"982,274"
UT,18_24,27/03/2020,"789,694"
MD,65_plus,04/08/2020,"1,530,338"
DC,55_64,11/09/2020,"169,839"
MD,65_plus,26/04/2020,"1,058,432"
MT,25_34,16/03/2020,"313,151"
VT,25_34,10/05/2020,"153,614"
HI,45_54,23/06/2020,"670,389"
SD,55_64,03/02/2020,"221,701"
UT,65_plus,16/04/2020,"492,297"
AK,25_34,19/07/2020,"354,185"
DC,65_plus,09/07/2020,"86,479"
VT,18_24,25/03/2020,"150,747"
TN,45_54,20/02/2020,"2,695,101"
CA,35_44,22/03/2020,"12,085,090"
OH,25_34,29/06/2020,"4,186,584"
IL,25_34,02/06/2020,"4,298,368"
NE,18_24,28/05/2020,"546,147"
MS,45_54,01/07/2020,"1,161,000"
MO,55_64,27/02/2020,"2,035,619"
NJ,25_34,01/02/2020,"3,123,627"
NY,25_34,17/08/2020,"9,187,638"
PA,45_54,03/02/2020,"5,094,766"
KS,35_44,03/04/2020,"768,949"
WA,65_plus,11/08/2020,"2,327,148"
GA,55_64,05/09/2020,"3,211,930"
NM,55_64,06/02/2020,"696,951"
ID,65_plus,30/04/2020,"379,166"
KS,45_54,15/03/2020,"962,702"
MD,35_44,31/07/2020,"2,438,587"
TX,25_34,14/06/2020,"10,697,066"
GA,25_34,15/05/2020,"4,187,387"
TX,25_34,14/03/2020,"12,576,231"
AK,35_44,01/09/2020,"303,472"
NJ,35_44,22/06/2020,"3,308,993"
CT,35_44,04/09/2020,"1,710,952"
AR,25_34,04/05/2020,"1,039,483"
AR,45_54,17/09/2020,"1,259,842"
CA,25_34,18/05/2020,"13,269,965"
PA,18_24,15/08/2020,"4,167,574"
IL,35_44,19/03/2020,"4,003,313"
MD,45_54,09/02/2020,"2,545,839"
WA,25_34,04/06/2020,"2,443,114"
MA,25_34,30/04/2020,"1,926,043"
ME,25_34,09/05/2020,"249,954"
NC,35_44,07/04/2020,"3,021,933"
WV,35_44,06/08/2020,"690,003"
WV,35_44,24/07/2020,"679,730"
FL,25_34,17/03/2020,"7,649,240"
TN,35_44,15/06/2020,"2,709,817"
WI,25_34,26/04/2020,"1,497,716"
MD,55_64,29/04/2020,"1,489,418"
OK,45_54,05/04/2020,"924,515"
WI,25_34,12/02/2020,"1,892,655"
DC,45_54,21/03/2020,"202,521"
AZ,35_44,08/08/2020,"2,719,908"
TX,35_44,10/02/2020,"10,334,893"
SC,35_44,12/03/2020,"2,123,850"
SC,35_44,18/02/2020,"1,874,019"
OH,25_34,14/09/2020,"4,393,453"
OK,45_54,27/07/2020,"1,437,174"
GA,18_24,29/08/2020,"3,245,923"
AL,55_64,06/08/2020,"1,651,325"
MD,35_44,20/09/2020,"2,502,771"
MD,35_44,24/09/2020,"200,740"
NY,45_54,29/04/2020,"6,592,532"
TX,18_24,19/03/2020,"6,520,664"
OK,45_54,25/02/2020,"1,523,997"
AL,35_44,09/05/2020,"1,931,557"
NY,45_54,23/04/2020,"6,515,585"
WI,25_34,18/08/2020,"2,159,107"
PA,55_64,11/04/2020,"3,208,049"
IN,55_64,08/05/2020,"1,773,064"
NH,55_64,22/02/2020,"609,771"
NY,55_64,24/05/2020,"5,299,151"
AL,35_44,23/03/2020,"1,408,332"
AL,35_44,20/04/2020,"1,526,488"
IA,65_plus,12/08/2020,"1,193,307"
GA,45_54,07/03/2020,"5,186,856"
AZ,35_44,23/07/2020,"2,416,255"
AZ,35_44,18/04/2020,"2,299,342"
IN,25_34,19/06/2020,"2,610,919"
IL,55_64,30/03/2020,"2,687,852"
SC,55_64,04/09/2020,"2,039,051"
PA,45_54,08/05/2020,"4,581,724"
IN,45_54,25/05/2020,"2,225,323"
NY,18_24,24/08/2020,"6,566,320"
VA,35_44,02/07/2020,"3,468,722"
AR,35_44,05/09/2020,"1,288,594"
ID,45_54,03/02/2020,"464,871"
OK,25_34,10/02/2020,"1,524,302"
OK,35_44,22/09/2020,"1,441,321"
OK,35_44,10/09/2020,"1,442,212"
WA,25_34,16/05/2020,"2,393,047"
WA,25_34,24/04/2020,"2,184,159"
MI,25_34,09/06/2020,"2,799,500"
MI,25_34,02/06/2020,"2,923,196"
TN,35_44,03/02/2020,"2,591,366"
MS,45_54,22/04/2020,"963,409"
NC,18_24,07/04/2020,"2,097,637"
MS,65_plus,09/02/2020,"1,032,014"
SC,55_64,31/03/2020,"1,293,060"
VT,35_44,03/06/2020,"164,876"
AL,18_24,20/07/2020,"1,411,187"
AL,18_24,17/02/2020,"1,486,255"
GA,65_plus,10/07/2020,"2,655,704"
CO,35_44,19/02/2020,"2,133,992"
WI,65_plus,26/04/2020,"1,405,274"
WI,65_plus,25/02/2020,"1,570,108"
IL,18_24,26/02/2020,"3,539,460"
GA,18_24,25/03/2020,"2,309,078"
GA,18_24,20/06/2020,"3,025,153"
SC,35_44,14/05/2020,"1,822,118"
SC,35_44,09/04/2020,"1,533,750"
ME,35_44,07/09/2020,"583,446"
TX,18_24,15/09/2020,"7,622,533"
VA,35_44,16/03/2020,"3,072,745"
MI,25_34,12/02/2020,"3,353,185"
MI,25_34,15/04/2020,"2,150,490"
PA,25_34,22/07/2020,"4,073,452"
NJ,25_34,06/04/2020,"2,186,006"
TN,65_plus,06/08/2020,"2,376,025"
KS,65_plus,04/04/2020,"610,135"
NJ,45_54,19/07/2020,"3,568,218"
IL,18_24,27/07/2020,"3,431,898"
ME,45_54,11/08/2020,"802,333"
MI,65_plus,06/06/2020,"3,104,023"
CA,18_24,23/05/2020,"9,908,244"
TN,55_64,20/06/2020,"2,343,749"
VA,55_64,30/08/2020,"2,500,175"
NH,45_54,26/02/2020,"584,480"
VA,45_54,18/04/2020,"2,722,498"
TX,35_44,27/04/2020,"8,574,050"
NJ,65_plus,05/07/2020,"2,395,305"
OR,35_44,25/06/2020,"1,427,436"
KY,65_plus,07/06/2020,"1,216,406"
KY,65_plus,26/03/2020,"1,177,531"
ME,45_54,05/05/2020,"479,419"
AZ,35_44,17/02/2020,"2,820,296"
UT,35_44,31/07/2020,"1,099,364"
WY,55_64,04/08/2020,"340,259"
NC,25_34,18/09/2020,"4,110,175"
NC,25_34,19/09/2020,"4,491,688"
CT,55_64,17/04/2020,"890,808"
CT,55_64,04/05/2020,"873,351"
KS,35_44,23/05/2020,"997,043"
KS,45_54,19/06/2020,"1,179,944"
AL,65_plus,17/02/2020,"1,629,095"
PA,18_24,05/05/2020,"2,349,109"
PA,65_plus,16/06/2020,"4,157,365"
SC,18_24,10/03/2020,"1,529,075"
AR,35_44,28/08/2020,"1,183,667"
VA,25_34,10/05/2020,"2,782,791"
ID,45_54,24/02/2020,"504,717"
OR,25_34,23/03/2020,"1,193,366"
KY,18_24,28/08/2020,"1,328,423"
KY,55_64,18/08/2020,"1,436,353"
ID,45_54,15/04/2020,"455,091"
NY,65_plus,21/06/2020,"5,531,802"
WV,45_54,18/09/2020,"848,030"
DE,35_44,29/05/2020,"344,041"
DE,35_44,31/08/2020,"422,688"
MA,35_44,07/08/2020,"3,144,995"
PA,55_64,04/08/2020,"3,842,812"
NE,35_44,29/04/2020,"576,827"
AL,55_64,08/02/2020,"1,770,904"
KY,45_54,15/09/2020,"1,898,169"
WA,45_54,21/06/2020,"2,486,766"
MD,18_24,08/08/2020,"1,705,304"
OR,55_64,02/05/2020,"1,085,879"
MA,55_64,06/07/2020,"1,970,692"
MA,55_64,11/02/2020,"2,185,585"
MI,18_24,01/03/2020,"2,659,117"
NY,65_plus,15/06/2020,"5,883,157"
UT,25_34,19/02/2020,"1,351,004"
KY,35_44,12/09/2020,"1,929,511"
OR,45_54,21/02/2020,"1,727,738"
WV,25_34,01/03/2020,"621,340"
AK,45_54,23/02/2020,"293,504"
AK,45_54,09/02/2020,"310,066"
IN,18_24,19/05/2020,"1,488,060"
CO,25_34,19/05/2020,"1,849,027"
WA,18_24,10/06/2020,"1,584,590"
SD,45_54,20/08/2020,"421,825"
IA,45_54,02/09/2020,"1,373,872"
ID,55_64,03/08/2020,"562,366"
OR,45_54,23/05/2020,"1,470,603"
OR,45_54,22/04/2020,"1,164,346"
DC,35_44,07/03/2020,"502,919"
NJ,55_64,19/05/2020,"2,166,526"
NJ,55_64,20/04/2020,"1,858,776"
AZ,18_24,25/06/2020,"1,540,102"
MT,55_64,08/06/2020,"361,759"
MT,55_64,27/06/2020,"455,257"
ME,45_54,05/07/2020,"633,001"
MT,45_54,07/09/2020,"467,348"
OK,45_54,13/06/2020,"1,695,320"
AZ,55_64,30/05/2020,"1,859,472"
SD,25_34,12/02/2020,"278,638"
NV,65_plus,20/02/2020,"1,715,224"
OK,45_54,29/06/2020,"1,461,171"
NC,18_24,01/09/2020,"2,913,683"
DC,35_44,15/07/2020,"304,349"
WI,65_plus,03/02/2020,"1,542,939"
IN,18_24,06/03/2020,"1,975,808"
IN,18_24,22/02/2020,"2,216,870"
NV,55_64,08/06/2020,"993,431"
IN,18_24,11/09/2020,"2,322,008"
SC,65_plus,30/08/2020,"1,752,334"
MN,55_64,25/04/2020,"1,314,566"
NJ,55_64,05/02/2020,"2,828,695"
TN,18_24,03/07/2020,"2,151,656"
OH,18_24,23/09/2020,"3,309,502"
LA,35_44,21/05/2020,"1,716,553"
NC,55_64,03/09/2020,"3,464,301"
KY,35_44,12/04/2020,"972,621"
UT,55_64,28/04/2020,"589,235"
FL,18_24,28/02/2020,"6,875,393"
SD,25_34,06/08/2020,"413,079"
SD,25_34,27/06/2020,"389,539"
SD,25_34,05/02/2020,"278,603"
SD,25_34,20/05/2020,"297,894"
WI,55_64,19/04/2020,"1,194,397"
IA,55_64,27/07/2020,"892,991"
AR,45_54,05/04/2020,"753,280"
VA,55_64,30/04/2020,"1,979,256"
HI,55_64,11/05/2020,"456,827"
FL,18_24,31/07/2020,"5,538,026"
MS,65_plus,08/03/2020,"1,011,449"
MA,18_24,01/06/2020,"1,500,403"
WV,45_54,13/03/2020,"788,955"
VT,65_plus,17/05/2020,"177,466"
VT,35_44,27/04/2020,"155,715"
WY,25_34,17/03/2020,"206,680"
MN,65_plus,21/07/2020,"1,446,690"
MN,65_plus,22/07/2020,"1,417,644"
MN,65_plus,11/07/2020,"1,474,646"
UT,35_44,04/02/2020,"986,412"
MT,35_44,02/05/2020,"296,162"
MT,35_44,01/07/2020,"373,124"
DE,65_plus,24/02/2020,"319,032"
NV,45_54,27/08/2020,"1,481,547"
WY,18_24,26/08/2020,"185,900"
KY,65_plus,20/09/2020,"1,519,798"
KS,18_24,29/06/2020,"855,247"
MD,25_34,11/05/2020,"1,748,370"
DC,25_34,23/07/2020,"367,883"
NE,18_24,08/09/2020,"553,484"
DC,45_54,30/03/2020,"170,627"
ME,45_54,15/03/2020,"525,888"
SD,45_54,01/06/2020,"301,626"
WV,55_64,03/06/2020,"593,127"
MA,55_64,16/04/2020,"1,590,525"
PA,18_24,07/05/2020,"2,454,454"
CT,25_34,03/07/2020,"1,291,255"
NM,18_24,07/03/2020,"661,933"
ND,18_24,06/09/2020,"262,172"
RI,65_plus,13/03/2020,"375,086"
ND,55_64,06/04/2020,"156,938"
WV,55_64,09/04/2020,"499,889"
ND,45_54,24/06/2020,"269,242"
SD,35_44,10/09/2020,"339,242"
MI,18_24,02/04/2020,"1,747,762"
OR,55_64,15/04/2020,"1,039,772"
RI,18_24,30/05/2020,"274,139"
HI,65_plus,01/09/2020,"671,625"
HI,65_plus,27/03/2020,"392,005"
AL,65_plus,11/07/2020,"1,729,254"
MS,18_24,01/09/2020,"950,081"
AK,18_24,22/08/2020,"301,332"
AK,18_24,15/09/2020,"346,686"
OK,18_24,11/06/2020,"1,172,401"
ND,18_24,18/04/2020,"185,614"
ME,65_plus,01/05/2020,"400,201"
NV,45_54,11/07/2020,"1,493,972"
WA,65_plus,24/09/2020,"441,511"
VT,65_plus,04/04/2020,"160,638"
NH,18_24,10/07/2020,"403,714"
SD,35_44,22/03/2020,"202,411"
DE,18_24,26/07/2020,"285,180"
MD,18_24,11/07/2020,"1,643,686"
KS,18_24,22/07/2020,"894,367"
IA,55_64,10/05/2020,"687,917"
RI,45_54,23/06/2020,"442,082"
RI,25_34,08/02/2020,"466,670"
RI,25_34,28/08/2020,"466,316"
AK,55_64,23/04/2020,"193,226"
AK,55_64,25/02/2020,"250,626"
UT,55_64,17/06/2020,"669,073"
RI,65_plus,17/08/2020,"397,915"
MS,18_24,17/07/2020,"983,309"
WY,18_24,07/04/2020,"102,616"
ID,18_24,12/03/2020,"493,228"
UT,65_plus,16/03/2020,"706,837"
NJ,35_44,05/02/2020,"3,601,163"
PA,35_44,28/08/2020,"5,276,296"
TX,55_64,13/09/2020,"6,446,303"
CA,45_54,04/07/2020,"13,635,015"
CO,55_64,12/09/2020,"2,004,934"
OK,25_34,02/04/2020,"1,244,602"
ME,35_44,23/08/2020,"591,028"
WV,35_44,03/06/2020,"611,991"
MS,65_plus,13/07/2020,"1,018,190"
SC,55_64,25/04/2020,"1,485,039"
AL,18_24,04/09/2020,"1,697,943"
OH,35_44,03/06/2020,"4,139,970"
LA,25_34,05/06/2020,"1,958,551"
TX,55_64,21/06/2020,"5,762,453"
TN,65_plus,20/06/2020,"2,192,466"
MA,35_44,18/05/2020,"2,140,678"
MS,45_54,12/08/2020,"1,229,014"
CO,45_54,21/07/2020,"2,105,482"
KY,45_54,04/05/2020,"1,596,010"
DE,45_54,23/07/2020,"465,483"
NE,45_54,12/08/2020,"823,131"
PA,18_24,24/07/2020,"3,399,596"
AZ,45_54,22/09/2020,"2,595,423"
ND,45_54,13/07/2020,"274,233"
OR,25_34,02/02/2020,"1,671,818"
TN,65_plus,10/04/2020,"1,722,546"
AR,55_64,23/05/2020,"962,045"
ID,35_44,10/02/2020,"505,774"
NM,35_44,13/05/2020,"597,033"
NE,45_54,18/02/2020,"701,295"
AK,45_54,12/03/2020,"317,339"
TX,65_plus,29/07/2020,"6,270,699"
NV,35_44,26/02/2020,"1,818,578"
CA,55_64,29/07/2020,"10,328,274"
AL,45_54,10/07/2020,"2,088,786"
AZ,55_64,30/03/2020,"1,602,586"
ND,35_44,16/02/2020,"203,593"
AL,45_54,23/07/2020,"1,953,929"
DE,65_plus,14/03/2020,"477,068"
DE,65_plus,08/06/2020,"323,764"
KY,45_54,22/03/2020,"1,260,371"
VA,55_64,24/08/2020,"2,660,687"
ME,35_44,27/05/2020,"423,914"
NE,55_64,10/09/2020,"629,519"
ME,55_64,02/03/2020,"498,904"
NE,18_24,27/07/2020,"547,972"
CT,65_plus,25/06/2020,"1,135,146"
SC,65_plus,04/09/2020,"2,126,119"
DC,55_64,17/05/2020,"119,393"
OK,35_44,17/07/2020,"1,478,814"
MS,55_64,23/05/2020,"977,552"
UT,65_plus,26/03/2020,"469,040"
AZ,18_24,20/07/2020,"1,515,423"
HI,45_54,15/06/2020,"594,295"
HI,45_54,15/07/2020,"635,305"
HI,25_34,29/05/2020,"814,532"
HI,45_54,17/03/2020,"869,434"
KS,55_64,22/07/2020,"847,317"
ME,25_34,19/08/2020,"570,262"
NH,65_plus,30/06/2020,"494,090"
ME,35_44,30/06/2020,"426,976"
ME,35_44,27/04/2020,"317,769"
MA,18_24,20/09/2020,"2,262,781"
NE,65_plus,19/07/2020,"485,716"
NV,55_64,09/05/2020,"671,299"
NE,18_24,26/02/2020,"563,324"
DE,18_24,04/05/2020,"173,295"
OR,65_plus,31/05/2020,"1,099,524"
WA,65_plus,20/06/2020,"1,923,691"
WV,65_plus,03/07/2020,"738,921"
OK,65_plus,02/02/2020,"1,234,428"
UT,55_64,28/05/2020,"675,757"
HI,35_44,25/07/2020,"727,726"
RI,35_44,27/03/2020,"334,565"
AK,35_44,26/03/2020,"208,953"
ID,18_24,01/08/2020,"478,083"
DC,55_64,05/02/2020,"277,894"
AK,35_44,14/07/2020,"288,438"
RI,18_24,23/06/2020,"288,826"
AK,18_24,10/08/2020,"245,257"
RI,65_plus,04/06/2020,"364,798"
DC,18_24,27/08/2020,"288,478"
DC,18_24,10/05/2020,"145,269"
MT,65_plus,08/04/2020,"280,596"
AK,65_plus,16/07/2020,"196,086"
AK,25_34,06/05/2020,"362,892"
RI,65_plus,20/03/2020,"329,817"
AK,65_plus,18/07/2020,"211,411"
AR,65_plus,16/06/2020,"1,058,844"
AK,25_34,27/06/2020,"429,438"
RI,65_plus,22/04/2020,"312,027"
WY,55_64,25/04/2020,"190,384"
HI,18_24,23/09/2020,"561,461"
HI,18_24,06/04/2020,"449,842"
DC,65_plus,03/07/2020,"47,119"
DC,65_plus,08/05/2020,"102,938"
DE,18_24,19/07/2020,"252,227"
AK,18_24,02/04/2020,"142,283"
DC,65_plus,29/03/2020,"89,909"
WY,45_54,19/04/2020,"180,207"
IN,45_54,15/05/2020,"2,553,090"
MI,65_plus,01/07/2020,"3,255,264"
MI,65_plus,23/03/2020,"2,622,274"
CA,25_34,16/06/2020,"15,172,727"
NY,18_24,27/08/2020,"6,763,241"
NY,18_24,25/06/2020,"5,523,490"
IL,55_64,31/07/2020,"3,766,859"
TX,35_44,25/04/2020,"9,334,425"
TX,35_44,28/04/2020,"8,553,147"
FL,25_34,23/05/2020,"7,396,550"
TX,25_34,26/05/2020,"9,897,101"
WA,45_54,25/04/2020,"2,173,958"
IL,35_44,07/04/2020,"3,823,878"
IL,35_44,05/05/2020,"3,954,562"
TX,65_plus,02/07/2020,"6,428,862"
VA,45_54,05/09/2020,"4,039,185"
MN,18_24,29/08/2020,"1,719,609"
OH,45_54,03/07/2020,"5,326,689"
FL,45_54,23/02/2020,"10,645,671"
FL,45_54,12/04/2020,"4,338,117"
FL,45_54,11/03/2020,"10,160,358"
MI,35_44,13/04/2020,"2,284,250"
NY,65_plus,01/02/2020,"6,690,612"
CA,45_54,15/04/2020,"11,956,196"
OK,25_34,04/09/2020,"1,892,857"
SC,25_34,09/02/2020,"1,843,028"
MS,65_plus,25/07/2020,"960,057"
MO,18_24,19/08/2020,"2,046,104"
AR,18_24,17/08/2020,"941,595"
MI,55_64,23/08/2020,"3,306,372"
TX,45_54,17/08/2020,"9,674,280"
AL,35_44,07/08/2020,"2,142,246"
PA,55_64,09/02/2020,"4,071,967"
NE,25_34,29/02/2020,"882,812"
TN,45_54,17/04/2020,"2,428,507"
IL,55_64,09/09/2020,"3,766,290"
SC,35_44,24/08/2020,"1,931,276"
PA,35_44,03/03/2020,"4,590,429"
TX,65_plus,14/02/2020,"8,428,307"
NM,25_34,15/07/2020,"743,858"
WY,55_64,11/09/2020,"329,580"
LA,18_24,07/03/2020,"1,908,165"
CA,45_54,06/07/2020,"13,359,482"
OK,25_34,31/07/2020,"1,760,532"
AK,35_44,02/05/2020,"263,542"
AK,35_44,20/07/2020,"275,187"
AK,35_44,21/04/2020,"209,458"
AK,35_44,14/09/2020,"306,661"
AK,35_44,08/04/2020,"212,056"
AK,35_44,05/08/2020,"310,362"
LA,35_44,12/08/2020,"1,784,336"
NY,18_24,13/07/2020,"5,437,426"
NC,45_54,29/05/2020,"3,802,731"
IN,45_54,12/04/2020,"1,522,318"
IN,45_54,01/02/2020,"2,319,135"
IL,25_34,10/05/2020,"3,726,563"
MN,45_54,24/03/2020,"1,562,026"
FL,55_64,23/08/2020,"6,045,294"
VA,55_64,22/02/2020,"2,956,399"
NC,25_34,13/06/2020,"4,051,243"
CT,35_44,27/07/2020,"1,338,406"
WI,45_54,17/08/2020,"2,422,912"
SC,25_34,07/09/2020,"2,029,577"
ID,45_54,24/04/2020,"491,695"
FL,55_64,28/04/2020,"5,130,994"
MN,45_54,17/08/2020,"2,242,814"
NY,65_plus,02/08/2020,"5,400,663"
MD,45_54,08/05/2020,"2,151,520"
MA,35_44,21/02/2020,"2,985,000"
NY,35_44,05/07/2020,"6,950,615"
DC,25_34,29/06/2020,"365,794"
MD,25_34,22/09/2020,"2,450,294"
DC,25_34,01/07/2020,"364,766"
NJ,25_34,18/09/2020,"3,817,814"
IL,25_34,27/05/2020,"4,203,528"
VA,35_44,24/07/2020,"3,500,965"
NV,35_44,24/07/2020,"1,511,644"
MA,25_34,05/02/2020,"2,787,859"
MA,25_34,26/08/2020,"2,914,355"
WV,45_54,15/03/2020,"600,951"
DC,45_54,20/02/2020,"390,993"
NC,18_24,08/02/2020,"3,164,133"
DE,65_plus,29/02/2020,"410,948"
MN,18_24,19/09/2020,"1,773,362"
MD,65_plus,11/09/2020,"2,061,040"
MD,65_plus,18/06/2020,"1,626,217"
TX,45_54,07/04/2020,"7,567,409"
MI,55_64,29/05/2020,"2,959,745"
NC,65_plus,08/09/2020,"3,498,264"
NC,65_plus,20/07/2020,"2,936,537"
WA,55_64,14/05/2020,"1,831,252"
TX,25_34,29/04/2020,"9,007,143"
OR,45_54,12/06/2020,"1,535,134"
NY,25_34,28/08/2020,"9,993,081"
VA,55_64,27/08/2020,"2,823,483"
WV,35_44,18/05/2020,"599,434"
NY,25_34,26/08/2020,"9,829,277"
LA,35_44,16/06/2020,"1,752,996"
CO,45_54,20/08/2020,"2,293,951"
NJ,55_64,22/08/2020,"3,117,397"
WI,45_54,22/04/2020,"1,775,836"
ND,45_54,17/09/2020,"327,576"
KS,35_44,04/05/2020,"831,322"
MD,45_54,07/08/2020,"2,764,627"
OR,55_64,23/09/2020,"1,539,633"
ND,55_64,05/02/2020,"215,701"
WA,45_54,03/07/2020,"2,832,914"
WA,45_54,18/06/2020,"2,657,808"
TN,45_54,31/07/2020,"3,147,848"
MD,55_64,07/06/2020,"1,628,835"
PA,35_44,11/06/2020,"4,254,865"
WI,55_64,08/04/2020,"1,153,012"
MN,35_44,09/07/2020,"1,775,912"
NC,25_34,29/03/2020,"2,642,145"
SD,35_44,29/02/2020,"302,561"
KY,35_44,24/05/2020,"1,466,758"
LA,45_54,29/02/2020,"2,362,066"
