State,State_Abbr,Status,date
Puerto Rico,PR,State ordered closure in effect (including states where openings are delayed),2020-08-28
Rhode Island,RI,State ordered closure in effect (including states where openings are delayed),2020-08-28
South Carolina,SC,Varies by school/district/dependent on local health authorities,2020-08-28
South Dakota,SD,Varies by school/district/dependent on local health authorities,2020-08-28
Tennessee,TN,Varies by school/district/dependent on local health authorities,2020-08-28
Texas,TX,State-ordered in-person instruction available part-time or full-time*,2020-08-28
Utah,UT,Varies by school/district/dependent on local health authorities,2020-08-28
Vermont,VT,State ordered closure in effect (including states where openings are delayed),2020-08-28
Virginia,VA,Only hybrid or remote instruction allowed,2020-08-28
Washington,WA,Varies by school/district/dependent on local health authorities,2020-08-28
West Virginia,WV,State ordered closure in effect (including states where openings are delayed),2020-08-28
Wisconsin,WI,Varies by school/district/dependent on local health authorities,2020-08-28
Wyoming,WY,Varies by school/district/dependent on local health authorities,2020-08-28
Alabama,AL,Varies by school/district/dependent on local health authorities,2020-08-21
Alaska,AK,Varies by school/district/dependent on local health authorities,2020-08-21
Arizona,AZ,Varies by school/district/dependent on local health authorities,2020-08-21
Arkansas,AR,State ordered closure in effect (including states where openings are delayed),2020-08-21
California,CA,State-ordered regional closure in effect,2020-08-21
Colorado,CO,Varies by school/district/dependent on local health authorities,2020-08-21
Connecticut,CT,Varies by school/district/dependent on local health authorities,2020-08-21
Delaware,DE,Only hybrid or remote instruction allowed,2020-08-21
District of Columbia,DC,State ordered closure in effect (including states where openings are delayed),2020-08-21
Florida,FL,State-ordered in-person instruction available part-time or full-time*,2020-08-21
Georgia,GA,Varies by school/district/dependent on local health authorities,2020-08-21
Hawaii,HI,State-ordered regional closure in effect,2020-08-21
Idaho,ID,Varies by school/district/dependent on local health authorities,2020-08-21
Illinois,IL,Varies by school/district/dependent on local health authorities,2020-08-21
Indiana,IN,Varies by school/district/dependent on local health authorities,2020-08-21
Iowa,IA,State-ordered in-person instruction available part-time or full-time*,2020-08-21
Kansas,KS,Varies by school/district/dependent on local health authorities,2020-08-21
Kentucky,KY,Varies by school/district/dependent on local health authorities,2020-08-21
Louisiana,LA,Varies by school/district/dependent on local health authorities,2020-08-21
Maine,ME,Varies by school/district/dependent on local health authorities,2020-08-21
Maryland,MD,Varies by school/district/dependent on local health authorities,2020-08-21
Massachusetts,MA,Varies by school/district/dependent on local health authorities,2020-08-21
Michigan,MI,Varies by school/district/dependent on local health authorities,2020-08-21
Minnesota,MN,Varies by school/district/dependent on local health authorities,2020-08-21
Mississippi,MS,Varies by school/district/dependent on local health authorities,2020-08-21
Missouri,MO,State-ordered in-person instruction available part-time or full-time*,2020-08-21
Montana,MT,Varies by school/district/dependent on local health authorities,2020-08-21
Nebraska,NE,Varies by school/district/dependent on local health authorities,2020-08-21
Nevada,NV,Varies by school/district/dependent on local health authorities,2020-08-21
New Hampshire,NH,Varies by school/district/dependent on local health authorities,2020-08-21
New Jersey,NJ,Varies by school/district/dependent on local health authorities,2020-08-21
New Mexico,NM,State ordered closure in effect (including states where openings are delayed),2020-08-21
New York,NY,Varies by school/district/dependent on local health authorities,2020-08-21
North Carolina,NC,Only hybrid or remote instruction allowed,2020-08-21
North Dakota,ND,Varies by school/district/dependent on local health authorities,2020-08-21
Ohio,OH,Varies by school/district/dependent on local health authorities,2020-08-21
Oklahoma,OK,Varies by school/district/dependent on local health authorities,2020-08-21
Oregon,OR,Varies by school/district/dependent on local health authorities,2020-08-21
Pennsylvania,PA,Varies by school/district/dependent on local health authorities,2020-08-21
Puerto Rico,PR,State ordered closure in effect (including states where openings are delayed),2020-08-21
Rhode Island,RI,State ordered closure in effect (including states where openings are delayed),2020-08-21
South Carolina,SC,Varies by school/district/dependent on local health authorities,2020-08-21
South Dakota,SD,Varies by school/district/dependent on local health authorities,2020-08-21
Tennessee,TN,Varies by school/district/dependent on local health authorities,2020-08-21
Texas,TX,State-ordered in-person instruction available part-time or full-time*,2020-08-21
Utah,UT,Varies by school/district/dependent on local health authorities,2020-08-21
Vermont,VT,State ordered closure in effect (including states where openings are delayed),2020-08-21
Virginia,VA,Only hybrid or remote instruction allowed,2020-08-21
Washington,WA,Varies by school/district/dependent on local health authorities,2020-08-21
West Virginia,WV,State ordered closure in effect (including states where openings are delayed),2020-08-21
Wisconsin,WI,Varies by school/district/dependent on local health authorities,2020-08-21
Wyoming,WY,Varies by school/district/dependent on local health authorities,2020-08-21
Alabama,AL,Varies by school/district/dependent on local health authorities,2020-08-19
Alaska,AK,Varies by school/district/dependent on local health authorities,2020-08-19
Arizona,AZ,Varies by school/district/dependent on local health authorities,2020-08-19
Arkansas,AR,State ordered closure in effect (including states where openings are delayed),2020-08-19
California,CA,State-ordered regional closure in effect,2020-08-19
Colorado,CO,Varies by school/district/dependent on local health authorities,2020-08-19
Connecticut,CT,Varies by school/district/dependent on local health authorities,2020-08-19
Delaware,DE,Only hybrid or remote instruction allowed,2020-08-19
District of Columbia,DC,State ordered closure in effect (including states where openings are delayed),2020-08-19
Florida,FL,State-ordered in-person instruction available part-time or full-time*,2020-08-19
Georgia,GA,Varies by school/district/dependent on local health authorities,2020-08-19
Hawaii,HI,State-ordered regional closure in effect,2020-08-19
Idaho,ID,Varies by school/district/dependent on local health authorities,2020-08-19
Illinois,IL,Varies by school/district/dependent on local health authorities,2020-08-19
Indiana,IN,Varies by school/district/dependent on local health authorities,2020-08-19
Iowa,IA,State-ordered in-person instruction available part-time or full-time*,2020-08-19
Kansas,KS,Varies by school/district/dependent on local health authorities,2020-08-19
Kentucky,KY,Varies by school/district/dependent on local health authorities,2020-08-19
Louisiana,LA,Varies by school/district/dependent on local health authorities,2020-08-19
Maine,ME,Varies by school/district/dependent on local health authorities,2020-08-19
Maryland,MD,Varies by school/district/dependent on local health authorities,2020-08-19
Massachusetts,MA,Varies by school/district/dependent on local health authorities,2020-08-19
Michigan,MI,Varies by school/district/dependent on local health authorities,2020-08-19
Minnesota,MN,Varies by school/district/dependent on local health authorities,2020-08-19
Mississippi,MS,Varies by school/district/dependent on local health authorities,2020-08-19
Missouri,MO,State-ordered in-person instruction available part-time or full-time*,2020-08-19
Montana,MT,Varies by school/district/dependent on local health authorities,2020-08-19
Nebraska,NE,Varies by school/district/dependent on local health authorities,2020-08-19
Nevada,NV,Varies by school/district/dependent on local health authorities,2020-08-19
New Hampshire,NH,Varies by school/district/dependent on local health authorities,2020-08-19
New Jersey,NJ,Varies by school/district/dependent on local health authorities,2020-08-19
New Mexico,NM,State ordered closure in effect (including states where openings are delayed),2020-08-19
New York,NY,Varies by school/district/dependent on local health authorities,2020-08-19
North Carolina,NC,Only hybrid or remote instruction allowed,2020-08-19
North Dakota,ND,Varies by school/district/dependent on local health authorities,2020-08-19
Ohio,OH,Varies by school/district/dependent on local health authorities,2020-08-19
Oklahoma,OK,Varies by school/district/dependent on local health authorities,2020-08-19
Oregon,OR,Varies by school/district/dependent on local health authorities,2020-08-19
Pennsylvania,PA,Varies by school/district/dependent on local health authorities,2020-08-19
Puerto Rico,PR,State ordered closure in effect (including states where openings are delayed),2020-08-19
Rhode Island,RI,State ordered closure in effect (including states where openings are delayed),2020-08-19
South Carolina,SC,Varies by school/district/dependent on local health authorities,2020-08-19
South Dakota,SD,Varies by school/district/dependent on local health authorities,2020-08-19
Tennessee,TN,Varies by school/district/dependent on local health authorities,2020-08-19
Texas,TX,State-ordered in-person instruction available part-time or full-time*,2020-08-19
Utah,UT,Varies by school/district/dependent on local health authorities,2020-08-19
Vermont,VT,State ordered closure in effect (including states where openings are delayed),2020-08-19
Virginia,VA,Only hybrid or remote instruction allowed,2020-08-19
Washington,WA,Varies by school/district/dependent on local health authorities,2020-08-19
West Virginia,WV,State ordered closure in effect (including states where openings are delayed),2020-08-19
Wisconsin,WI,Varies by school/district/dependent on local health authorities,2020-08-19
Wyoming,WY,Varies by school/district/dependent on local health authorities,2020-08-19
Alabama,AL,No order,2020-10-30
Alaska,AK,No order,2020-10-30
Arizona,AZ,No order,2020-10-30
Arkansas,AR,Ordered open,2020-10-30
California,CA,Partial closure,2020-10-30
Colorado,CO,No order,2020-10-30
Connecticut,CT,No order,2020-10-30
Delaware,DE,Partial closure,2020-10-30
District of Columbia,DC,Full closure,2020-10-30
Florida,FL,Ordered open,2020-10-30
Georgia,GA,No order,2020-10-30
Hawaii,HI,Partial closure,2020-10-30
Idaho,ID,No order,2020-10-30
Illinois,IL,No order,2020-10-30
Indiana,IN,No order,2020-10-30
Iowa,IA,Ordered open,2020-10-30
Kansas,KS,No order,2020-10-30
Kentucky,KY,No order,2020-10-30
Louisiana,LA,No order,2020-10-30
Maine,ME,No order,2020-10-30
Maryland,MD,No order,2020-10-30
Massachusetts,MA,No order,2020-10-30
Michigan,MI,No order,2020-10-30
Minnesota,MN,No order,2020-10-30
Mississippi,MS,No order,2020-10-30
Missouri,MO,No order,2020-10-30
Montana,MT,No order,2020-10-30
Nebraska,NE,No order,2020-10-30
Nevada,NV,No order,2020-10-30
New Hampshire,NH,No order,2020-10-30
New Jersey,NJ,No order,2020-10-30
New Mexico,NM,Partial closure,2020-10-30
New York,NY,No order,2020-10-30
North Carolina,NC,Partial closure,2020-10-30
North Dakota,ND,No order,2020-10-30
Ohio,OH,No order,2020-10-30
Oklahoma,OK,No order,2020-10-30
Oregon,OR,Partial closure,2020-10-30
Pennsylvania,PA,No order,2020-10-30
Puerto Rico,PR,Full closure,2020-10-30
Rhode Island,RI,No order,2020-10-30
South Carolina,SC,No order,2020-10-30
South Dakota,SD,No order,2020-10-30
Tennessee,TN,No order,2020-10-30
Texas,TX,Ordered open,2020-10-30
Utah,UT,No order,2020-10-30
Vermont,VT,No order,2020-10-30
Virginia,VA,No order,2020-10-30
Washington,WA,No order,2020-10-30
West Virginia,WV,Partial closure,2020-10-30
Wisconsin,WI,No order,2020-10-30
Wyoming,WY,No order,2020-10-30
Alabama,AL,No order,2020-11-06
Alaska,AK,No order,2020-11-06
Arizona,AZ,No order,2020-11-06
Arkansas,AR,Ordered open,2020-11-06
California,CA,Partial closure,2020-11-06
Colorado,CO,No order,2020-11-06
Connecticut,CT,No order,2020-11-06
Delaware,DE,Partial closure,2020-11-06
District of Columbia,DC,Full closure,2020-11-06
Florida,FL,Ordered open,2020-11-06
Georgia,GA,No order,2020-11-06
Hawaii,HI,Partial closure,2020-11-06
Idaho,ID,No order,2020-11-06
Illinois,IL,No order,2020-11-06
Indiana,IN,No order,2020-11-06
Iowa,IA,Ordered open,2020-11-06
Kansas,KS,No order,2020-11-06
Kentucky,KY,No order,2020-11-06
Louisiana,LA,No order,2020-11-06
Maine,ME,No order,2020-11-06
Maryland,MD,No order,2020-11-06
Massachusetts,MA,No order,2020-11-06
Michigan,MI,No order,2020-11-06
Minnesota,MN,No order,2020-11-06
Mississippi,MS,No order,2020-11-06
Missouri,MO,No order,2020-11-06
Montana,MT,No order,2020-11-06
Nebraska,NE,No order,2020-11-06
Nevada,NV,No order,2020-11-06
New Hampshire,NH,No order,2020-11-06
New Jersey,NJ,No order,2020-11-06
New Mexico,NM,Partial closure,2020-11-06
New York,NY,Partial closure,2020-11-06
North Carolina,NC,Partial closure,2020-11-06
North Dakota,ND,No order,2020-11-06
Ohio,OH,No order,2020-11-06
Oklahoma,OK,No order,2020-11-06
Oregon,OR,Partial closure,2020-11-06
Pennsylvania,PA,No order,2020-11-06
Puerto Rico,PR,Full closure,2020-11-06
Rhode Island,RI,No order,2020-11-06
South Carolina,SC,No order,2020-11-06
South Dakota,SD,No order,2020-11-06
Tennessee,TN,No order,2020-11-06
Texas,TX,Ordered open,2020-11-06
Utah,UT,No order,2020-11-06
Vermont,VT,No order,2020-11-06
Virginia,VA,No order,2020-11-06
Washington,WA,No order,2020-11-06
West Virginia,WV,Partial closure,2020-11-06
Wisconsin,WI,No order,2020-11-06
Wyoming,WY,No order,2020-11-06
Alabama,AL,No order,2020-11-13
Alaska,AK,No order,2020-11-13
Arizona,AZ,No order,2020-11-13
Arkansas,AR,Ordered open,2020-11-13
California,CA,Partial closure,2020-11-13
Colorado,CO,No order,2020-11-13
Connecticut,CT,No order,2020-11-13
Delaware,DE,Partial closure,2020-11-13
District of Columbia,DC,Full closure,2020-11-13
Florida,FL,Ordered open,2020-11-13
Georgia,GA,No order,2020-11-13
Hawaii,HI,Partial closure,2020-11-13
Idaho,ID,No order,2020-11-13
Illinois,IL,No order,2020-11-13
Indiana,IN,No order,2020-11-13
Iowa,IA,Ordered open,2020-11-13
Kansas,KS,No order,2020-11-13
Kentucky,KY,No order,2020-11-13
Louisiana,LA,No order,2020-11-13
Maine,ME,No order,2020-11-13
Maryland,MD,No order,2020-11-13
Massachusetts,MA,No order,2020-11-13
Michigan,MI,No order,2020-11-13
Minnesota,MN,No order,2020-11-13
Mississippi,MS,No order,2020-11-13
Missouri,MO,No order,2020-11-13
Montana,MT,No order,2020-11-13
Nebraska,NE,No order,2020-11-13
Nevada,NV,No order,2020-11-13
New Hampshire,NH,No order,2020-11-13
New Jersey,NJ,No order,2020-11-13
New Mexico,NM,Partial closure,2020-11-13
New York,NY,Partial closure,2020-11-13
North Carolina,NC,Partial closure,2020-11-13
North Dakota,ND,No order,2020-11-13
Ohio,OH,No order,2020-11-13
Oklahoma,OK,No order,2020-11-13
Oregon,OR,Partial closure,2020-11-13
Pennsylvania,PA,No order,2020-11-13
Puerto Rico,PR,Full closure,2020-11-13
Rhode Island,RI,No order,2020-11-13
South Carolina,SC,No order,2020-11-13
South Dakota,SD,No order,2020-11-13
Tennessee,TN,No order,2020-11-13
Texas,TX,Ordered open,2020-11-13
Utah,UT,No order,2020-11-13
Vermont,VT,No order,2020-11-13
Virginia,VA,No order,2020-11-13
Washington,WA,No order,2020-11-13
West Virginia,WV,Partial closure,2020-11-13
Wisconsin,WI,No order,2020-11-13
Wyoming,WY,No order,2020-11-13
Alabama,AL,No order,2020-11-20
Alaska,AK,No order,2020-11-20
Arizona,AZ,No order,2020-11-20
Arkansas,AR,Ordered open,2020-11-20
California,CA,Partial closure,2020-11-20
Colorado,CO,No order,2020-11-20
Connecticut,CT,No order,2020-11-20
Delaware,DE,Partial closure,2020-11-20
District of Columbia,DC,Full closure,2020-11-20
Florida,FL,Ordered open,2020-11-20
Georgia,GA,No order,2020-11-20
Hawaii,HI,Partial closure,2020-11-20
Idaho,ID,No order,2020-11-20
Illinois,IL,No order,2020-11-20
Indiana,IN,No order,2020-11-20
Iowa,IA,Ordered open,2020-11-20
Kansas,KS,No order,2020-11-20
Kentucky,KY,No order,2020-11-20
Louisiana,LA,No order,2020-11-20
Maine,ME,No order,2020-11-20
Maryland,MD,No order,2020-11-20
Massachusetts,MA,No order,2020-11-20
Michigan,MI,Partial closure,2020-11-20
Minnesota,MN,No order,2020-11-20
Mississippi,MS,No order,2020-11-20
Missouri,MO,No order,2020-11-20
Montana,MT,No order,2020-11-20
Nebraska,NE,No order,2020-11-20
Nevada,NV,No order,2020-11-20
New Hampshire,NH,No order,2020-11-20
New Jersey,NJ,No order,2020-11-20
New Mexico,NM,Partial closure,2020-11-20
New York,NY,Partial closure,2020-11-20
North Carolina,NC,Partial closure,2020-11-20
North Dakota,ND,No order,2020-11-20
Ohio,OH,No order,2020-11-20
Oklahoma,OK,No order,2020-11-20
Oregon,OR,Partial closure,2020-11-20
Pennsylvania,PA,No order,2020-11-20
Puerto Rico,PR,Full closure,2020-11-20
Rhode Island,RI,No order,2020-11-20
South Carolina,SC,No order,2020-11-20
South Dakota,SD,No order,2020-11-20
Tennessee,TN,No order,2020-11-20
Texas,TX,Ordered open,2020-11-20
Utah,UT,No order,2020-11-20
Vermont,VT,No order,2020-11-20
Virginia,VA,No order,2020-11-20
Washington,WA,No order,2020-11-20
West Virginia,WV,Partial closure,2020-11-20
Wisconsin,WI,No order,2020-11-20
Wyoming,WY,No order,2020-11-20
Alabama,AL,No order in effect,2020-11-25
Alaska,AK,No order in effect,2020-11-25
Arizona,AZ,No order in effect,2020-11-25
Arkansas,AR,Ordered open,2020-11-25
California,CA,Partial closure in effect,2020-11-25
Colorado,CO,No order in effect,2020-11-25
Connecticut,CT,No order in effect,2020-11-25
Delaware,DE,Partial closure in effect,2020-11-25
District of Columbia,DC,Full closure in effect,2020-11-25
Florida,FL,Ordered open,2020-11-25
Georgia,GA,No order in effect,2020-11-25
Hawaii,HI,Partial closure in effect,2020-11-25
Idaho,ID,No order in effect,2020-11-25
Illinois,IL,No order in effect,2020-11-25
Indiana,IN,No order in effect,2020-11-25
Iowa,IA,Ordered open,2020-11-25
Kansas,KS,No order in effect,2020-11-25
Kentucky,KY,Full closure in effect,2020-11-25
Louisiana,LA,No order in effect,2020-11-25
Maine,ME,No order in effect,2020-11-25
Maryland,MD,No order in effect,2020-11-25
Massachusetts,MA,No order in effect,2020-11-25
Michigan,MI,Partial closure in effect,2020-11-25
Minnesota,MN,No order in effect,2020-11-25
Mississippi,MS,No order in effect,2020-11-25
Missouri,MO,No order in effect,2020-11-25
Montana,MT,No order in effect,2020-11-25
Nebraska,NE,No order in effect,2020-11-25
Nevada,NV,No order in effect,2020-11-25
New Hampshire,NH,No order in effect,2020-11-25
New Jersey,NJ,No order in effect,2020-11-25
New Mexico,NM,Partial closure in effect,2020-11-25
New York,NY,Partial closure in effect,2020-11-25
North Carolina,NC,Partial closure in effect,2020-11-25
North Dakota,ND,No order in effect,2020-11-25
Ohio,OH,No order in effect,2020-11-25
Oklahoma,OK,No order in effect,2020-11-25
Oregon,OR,Partial closure in effect,2020-11-25
Pennsylvania,PA,No order in effect,2020-11-25
Puerto Rico,PR,Full closure in effect,2020-11-25
Rhode Island,RI,No order in effect,2020-11-25
South Carolina,SC,No order in effect,2020-11-25
South Dakota,SD,No order in effect,2020-11-25
Tennessee,TN,No order in effect,2020-11-25
Texas,TX,Ordered open,2020-11-25
Utah,UT,No order in effect,2020-11-25
Vermont,VT,No order in effect,2020-11-25
Virginia,VA,No order in effect,2020-11-25
Washington,WA,No order in effect,2020-11-25
West Virginia,WV,Full closure in effect,2020-11-25
Wisconsin,WI,No order in effect,2020-11-25
Wyoming,WY,No order in effect,2020-11-25
Alabama,AL,No order in effect,2020-12-04
Alaska,AK,No order in effect,2020-12-04
Arizona,AZ,No order in effect,2020-12-04
Arkansas,AR,Ordered open,2020-12-04
California,CA,Partial closure in effect,2020-12-04
Colorado,CO,No order in effect,2020-12-04
Connecticut,CT,No order in effect,2020-12-04
Delaware,DE,Partial closure in effect,2020-12-04
District of Columbia,DC,Full closure in effect,2020-12-04
Florida,FL,Ordered open,2020-12-04
Georgia,GA,No order in effect,2020-12-04
Hawaii,HI,Partial closure in effect,2020-12-04
Idaho,ID,No order in effect,2020-12-04
Illinois,IL,No order in effect,2020-12-04
Indiana,IN,No order in effect,2020-12-04
Iowa,IA,Ordered open,2020-12-04
Kansas,KS,No order in effect,2020-12-04
Kentucky,KY,Full closure in effect,2020-12-04
Louisiana,LA,No order in effect,2020-12-04
Maine,ME,No order in effect,2020-12-04
Maryland,MD,No order in effect,2020-12-04
Massachusetts,MA,No order in effect,2020-12-04
Michigan,MI,Partial closure in effect,2020-12-04
Minnesota,MN,No order in effect,2020-12-04
Mississippi,MS,No order in effect,2020-12-04
Missouri,MO,No order in effect,2020-12-04
Montana,MT,No order in effect,2020-12-04
Nebraska,NE,No order in effect,2020-12-04
Nevada,NV,No order in effect,2020-12-04
New Hampshire,NH,No order in effect,2020-12-04
New Jersey,NJ,No order in effect,2020-12-04
New Mexico,NM,Partial closure in effect,2020-12-04
New York,NY,Partial closure in effect,2020-12-04
North Carolina,NC,Partial closure in effect,2020-12-04
North Dakota,ND,No order in effect,2020-12-04
Ohio,OH,No order in effect,2020-12-04
Oklahoma,OK,No order in effect,2020-12-04
Oregon,OR,Partial closure in effect,2020-12-04
Pennsylvania,PA,No order in effect,2020-12-04
Puerto Rico,PR,Full closure in effect,2020-12-04
Rhode Island,RI,Partial closure in effect,2020-12-04
South Carolina,SC,No order in effect,2020-12-04
South Dakota,SD,No order in effect,2020-12-04
Tennessee,TN,No order in effect,2020-12-04
Texas,TX,Ordered open,2020-12-04
Utah,UT,No order in effect,2020-12-04
Vermont,VT,No order in effect,2020-12-04
Virginia,VA,No order in effect,2020-12-04
Washington,WA,No order in effect,2020-12-04
West Virginia,WV,Full closure in effect,2020-12-04
Wisconsin,WI,No order in effect,2020-12-04
Wyoming,WY,No order in effect,2020-12-04
Alabama,AL,No order in effect,2020-12-11
Alaska,AK,No order in effect,2020-12-11
Arizona,AZ,No order in effect,2020-12-11
Arkansas,AR,Ordered open,2020-12-11
California,CA,Partial closure in effect,2020-12-11
Colorado,CO,No order in effect,2020-12-11
Connecticut,CT,No order in effect,2020-12-11
Delaware,DE,Partial closure in effect,2020-12-11
District of Columbia,DC,Full closure in effect,2020-12-11
Florida,FL,Ordered open,2020-12-11
Georgia,GA,No order in effect,2020-12-11
Hawaii,HI,Partial closure in effect,2020-12-11
Idaho,ID,No order in effect,2020-12-11
Illinois,IL,No order in effect,2020-12-11
Indiana,IN,No order in effect,2020-12-11
Iowa,IA,Ordered open,2020-12-11
Kansas,KS,No order in effect,2020-12-11
Kentucky,KY,Partial closure in effect,2020-12-11
Louisiana,LA,No order in effect,2020-12-11
Maine,ME,No order in effect,2020-12-11
Maryland,MD,No order in effect,2020-12-11
Massachusetts,MA,No order in effect,2020-12-11
Michigan,MI,Partial closure in effect,2020-12-11
Minnesota,MN,No order in effect,2020-12-11
Mississippi,MS,No order in effect,2020-12-11
Missouri,MO,No order in effect,2020-12-11
Montana,MT,No order in effect,2020-12-11
Nebraska,NE,No order in effect,2020-12-11
Nevada,NV,No order in effect,2020-12-11
New Hampshire,NH,No order in effect,2020-12-11
New Jersey,NJ,No order in effect,2020-12-11
New Mexico,NM,Partial closure in effect,2020-12-11
New York,NY,Partial closure in effect,2020-12-11
North Carolina,NC,Partial closure in effect,2020-12-11
North Dakota,ND,No order in effect,2020-12-11
Ohio,OH,No order in effect,2020-12-11
Oklahoma,OK,No order in effect,2020-12-11
Oregon,OR,Partial closure in effect,2020-12-11
Pennsylvania,PA,No order in effect,2020-12-11
Puerto Rico,PR,Full closure in effect,2020-12-11
Rhode Island,RI,Partial closure in effect,2020-12-11
South Carolina,SC,No order in effect,2020-12-11
South Dakota,SD,No order in effect,2020-12-11
Tennessee,TN,No order in effect,2020-12-11
Texas,TX,Ordered open,2020-12-11
Utah,UT,No order in effect,2020-12-11
Vermont,VT,No order in effect,2020-12-11
Virginia,VA,No order in effect,2020-12-11
Washington,WA,No order in effect,2020-12-11
West Virginia,WV,Partial closure in effect,2020-12-11
Wisconsin,WI,No order in effect,2020-12-11
Wyoming,WY,No order in effect,2020-12-11
Alabama,AL,No order in effect,2020-12-18
Alaska,AK,No order in effect,2020-12-18
Arizona,AZ,No order in effect,2020-12-18
Arkansas,AR,Ordered open,2020-12-18
California,CA,Partial closure in effect,2020-12-18
Colorado,CO,No order in effect,2020-12-18
Connecticut,CT,No order in effect,2020-12-18
Delaware,DE,Partial closure in effect,2020-12-18
District of Columbia,DC,Full closure in effect,2020-12-18
Florida,FL,Ordered open,2020-12-18
Georgia,GA,No order in effect,2020-12-18
Hawaii,HI,Partial closure in effect,2020-12-18
Idaho,ID,No order in effect,2020-12-18
Illinois,IL,No order in effect,2020-12-18
Indiana,IN,No order in effect,2020-12-18
Iowa,IA,Ordered open,2020-12-18
Kansas,KS,No order in effect,2020-12-18
Kentucky,KY,Partial closure in effect,2020-12-18
Louisiana,LA,No order in effect,2020-12-18
Maine,ME,No order in effect,2020-12-18
Maryland,MD,No order in effect,2020-12-18
Massachusetts,MA,No order in effect,2020-12-18
Michigan,MI,Partial closure in effect,2020-12-18
Minnesota,MN,No order in effect,2020-12-18
Mississippi,MS,No order in effect,2020-12-18
Missouri,MO,No order in effect,2020-12-18
Montana,MT,No order in effect,2020-12-18
Nebraska,NE,No order in effect,2020-12-18
Nevada,NV,No order in effect,2020-12-18
New Hampshire,NH,No order in effect,2020-12-18
New Jersey,NJ,No order in effect,2020-12-18
New Mexico,NM,Partial closure in effect,2020-12-18
New York,NY,Partial closure in effect,2020-12-18
North Carolina,NC,Partial closure in effect,2020-12-18
North Dakota,ND,No order in effect,2020-12-18
Ohio,OH,No order in effect,2020-12-18
Oklahoma,OK,No order in effect,2020-12-18
Oregon,OR,Partial closure in effect,2020-12-18
Pennsylvania,PA,No order in effect,2020-12-18
Puerto Rico,PR,Full closure in effect,2020-12-18
Rhode Island,RI,Partial closure in effect,2020-12-18
South Carolina,SC,No order in effect,2020-12-18
South Dakota,SD,No order in effect,2020-12-18
Tennessee,TN,No order in effect,2020-12-18
Texas,TX,Ordered open,2020-12-18
Utah,UT,No order in effect,2020-12-18
Vermont,VT,No order in effect,2020-12-18
Virginia,VA,No order in effect,2020-12-18
Washington,WA,No order in effect,2020-12-18
West Virginia,WV,Partial closure in effect,2020-12-18
Wisconsin,WI,No order in effect,2020-12-18
Wyoming,WY,No order in effect,2020-12-18
Alabama,AL,No order in effect,2020-12-23
Alaska,AK,No order in effect,2020-12-23
Arizona,AZ,No order in effect,2020-12-23
Arkansas,AR,Ordered open,2020-12-23
California,CA,Partial closure in effect,2020-12-23
Colorado,CO,No order in effect,2020-12-23
Connecticut,CT,No order in effect,2020-12-23
Delaware,DE,Partial closure in effect,2020-12-23
District of Columbia,DC,Full closure in effect,2020-12-23
Florida,FL,Ordered open,2020-12-23
Georgia,GA,No order in effect,2020-12-23
Hawaii,HI,Partial closure in effect,2020-12-23
Idaho,ID,No order in effect,2020-12-23
Illinois,IL,No order in effect,2020-12-23
Indiana,IN,No order in effect,2020-12-23
Iowa,IA,Ordered open,2020-12-23
Kansas,KS,No order in effect,2020-12-23
Kentucky,KY,Partial closure in effect,2020-12-23
Louisiana,LA,No order in effect,2020-12-23
Maine,ME,No order in effect,2020-12-23
Maryland,MD,No order in effect,2020-12-23
Massachusetts,MA,No order in effect,2020-12-23
Michigan,MI,No order in effect,2020-12-23
Minnesota,MN,No order in effect,2020-12-23
Mississippi,MS,No order in effect,2020-12-23
Missouri,MO,No order in effect,2020-12-23
Montana,MT,No order in effect,2020-12-23
Nebraska,NE,No order in effect,2020-12-23
Nevada,NV,No order in effect,2020-12-23
New Hampshire,NH,No order in effect,2020-12-23
New Jersey,NJ,No order in effect,2020-12-23
New Mexico,NM,Partial closure in effect,2020-12-23
New York,NY,Partial closure in effect,2020-12-23
North Carolina,NC,Partial closure in effect,2020-12-23
North Dakota,ND,No order in effect,2020-12-23
Ohio,OH,No order in effect,2020-12-23
Oklahoma,OK,No order in effect,2020-12-23
Oregon,OR,Partial closure in effect,2020-12-23
Pennsylvania,PA,No order in effect,2020-12-23
Puerto Rico,PR,Full closure in effect,2020-12-23
Rhode Island,RI,Partial closure in effect,2020-12-23
South Carolina,SC,No order in effect,2020-12-23
South Dakota,SD,No order in effect,2020-12-23
Tennessee,TN,No order in effect,2020-12-23
Texas,TX,Ordered open,2020-12-23
Utah,UT,No order in effect,2020-12-23
Vermont,VT,No order in effect,2020-12-23
Virginia,VA,No order in effect,2020-12-23
Washington,WA,No order in effect,2020-12-23
West Virginia,WV,Partial closure in effect,2020-12-23
Wisconsin,WI,No order in effect,2020-12-23
Wyoming,WY,No order in effect,2020-12-23
Alabama,AL,No order in effect,2021-01-08
Alaska,AK,No order in effect,2021-01-08
Arizona,AZ,No order in effect,2021-01-08
Arkansas,AR,Ordered open,2021-01-08
California,CA,Partial closure in effect,2021-01-08
Colorado,CO,No order in effect,2021-01-08
Connecticut,CT,No order in effect,2021-01-08
Delaware,DE,Partial closure in effect,2021-01-08
District of Columbia,DC,Full closure in effect,2021-01-08
Florida,FL,Ordered open,2021-01-08
Georgia,GA,No order in effect,2021-01-08
