"","school","cumulative_students","date","start","number_students","type","loc"
"5682","MIAMI SOUTHRIDGE SENIOR HIGH",1,"2020-10-24","2020-09-06",1882,"Public","FL"
"5683","MIAMI SOUTHRIDGE SENIOR HIGH",3,"2020-11-21","2020-09-06",1882,"Public","FL"
"5684","MIAMI SOUTHRIDGE SENIOR HIGH",5,"2020-12-05","2020-09-06",1882,"Public","FL"
"5685","MIAMI SPRINGS ELEMENTARY SCHOOL",1,"2020-11-21","2020-09-06",399,"Public","FL"
"5686","MIAMI SPRINGS ELEMENTARY SCHOOL",1,"2020-12-05","2020-09-06",399,"Public","FL"
"5687","MIAMI SPRINGS SENIOR HIGH SCHOOL",3,"2020-10-24","2020-09-06",1468,"Public","FL"
"5688","MIAMI SPRINGS SENIOR HIGH SCHOOL",4,"2020-11-21","2020-09-06",1468,"Public","FL"
"5689","MIAMI SPRINGS SENIOR HIGH SCHOOL",5,"2020-12-05","2020-09-06",1468,"Public","FL"
"5690","MIAMI SUNSET SENIOR HIGH SCHOOL",1,"2020-12-05","2020-09-06",1292,"Public","FL"
"5691","MICHAEL MCCOY ELEMENTARY",1,"2020-12-05","2020-09-06",580,"Public","FL"
"5692","MICHIGAN AVENUE ELEMENTARY SCHOOL",1,"2020-10-24","2020-09-06",655,"Public","FL"
"5693","MICHIGAN AVENUE ELEMENTARY SCHOOL",4,"2020-11-21","2020-09-06",655,"Public","FL"
"5694","MICHIGAN AVENUE ELEMENTARY SCHOOL",4,"2020-12-05","2020-09-06",655,"Public","FL"
"5695","MIDDLEBURG ELEMENTARY SCHOOL",1,"2020-11-21","2020-09-06",579,"Public","FL"
"5696","MIDDLEBURG ELEMENTARY SCHOOL",1,"2020-12-05","2020-09-06",579,"Public","FL"
"5697","MIDDLEBURG HIGH SCHOOL",8,"2020-10-24","2020-09-06",1742,"Public","FL"
"5698","MIDDLEBURG HIGH SCHOOL",12,"2020-11-21","2020-09-06",1742,"Public","FL"
"5699","MIDDLEBURG HIGH SCHOOL",22,"2020-12-05","2020-09-06",1742,"Public","FL"
"5700","MIDDLETON HIGH SCHOOL",0,"2020-10-24","2020-09-06",1595,"Public","FL"
"5701","MIDDLETON HIGH SCHOOL",4,"2020-11-21","2020-09-06",1595,"Public","FL"
"5702","MIDDLETON HIGH SCHOOL",7,"2020-12-05","2020-09-06",1595,"Public","FL"
"5703","MIDDLETON-BURNEY ELEMENTARY SCHOOL",1,"2020-10-24","2020-09-06",987,"Public","FL"
"5704","MIDDLETON-BURNEY ELEMENTARY SCHOOL",1,"2020-11-21","2020-09-06",987,"Public","FL"
"5705","MIDDLETON-BURNEY ELEMENTARY SCHOOL",2,"2020-12-05","2020-09-06",987,"Public","FL"
"5706","MIDWAY ELEMENTARY SCHOOL",1,"2020-10-24","2020-09-06",906,"Public","FL"
"5707","MIDWAY ELEMENTARY SCHOOL",1,"2020-11-21","2020-09-06",906,"Public","FL"
"5708","MIDWAY ELEMENTARY SCHOOL",3,"2020-12-05","2020-09-06",906,"Public","FL"
"5709","MIKE DAVIS ELEMENTARY SCHOOL",1,"2020-10-24","2020-09-06",646,"Public","FL"
"5710","MIKE DAVIS ELEMENTARY SCHOOL",4,"2020-11-21","2020-09-06",646,"Public","FL"
"5711","MIKE DAVIS ELEMENTARY SCHOOL",7,"2020-12-05","2020-09-06",646,"Public","FL"
"5712","MILDRED HELMS ELEMENTARY SCHOOL",1,"2020-10-24","2020-09-06",593,"Public","FL"
"5713","MILDRED HELMS ELEMENTARY SCHOOL",1,"2020-11-21","2020-09-06",593,"Public","FL"
"5714","MILDRED HELMS ELEMENTARY SCHOOL",5,"2020-12-05","2020-09-06",593,"Public","FL"
"5715","MILES ELEMENTARY SCHOOL",0,"2020-10-24","2020-09-06",880,"Public","FL"
"5716","MILES ELEMENTARY SCHOOL",0,"2020-11-21","2020-09-06",880,"Public","FL"
"5717","MILES ELEMENTARY SCHOOL",1,"2020-12-05","2020-09-06",880,"Public","FL"
"5718","MILL CREEK ACADEMY",3,"2020-10-24","2020-09-06",986,"Public","FL"
"5719","MILL CREEK ACADEMY",5,"2020-11-21","2020-09-06",986,"Public","FL"
"5720","MILL CREEK ACADEMY",13,"2020-12-05","2020-09-06",986,"Public","FL"
"5721","MILL CREEK ELEMENTARY SCHOOL",3,"2020-12-05","2020-09-06",924,"Public","FL"
"5722","MILLENNIA ELEMENTARY",4,"2020-10-24","2020-09-06",1031,"Public","FL"
"5723","MILLENNIA ELEMENTARY",8,"2020-11-21","2020-09-06",1031,"Public","FL"
"5724","MILLENNIA ELEMENTARY",14,"2020-12-05","2020-09-06",1031,"Public","FL"
"5725","MILLENNIA GARDENS ELEMENTARY",1,"2020-10-24","2020-09-06",997,"Public","FL"
"5726","MILLENNIA GARDENS ELEMENTARY",3,"2020-11-21","2020-09-06",997,"Public","FL"
"5727","MILLENNIA GARDENS ELEMENTARY",8,"2020-12-05","2020-09-06",997,"Public","FL"
"5728","MILLENNIUM 6-12 COLLEGIATE ACADEMY",0,"2020-10-24","2020-09-06",1639,"Public","FL"
"5729","MILLENNIUM 6-12 COLLEGIATE ACADEMY",1,"2020-11-21","2020-09-06",1639,"Public","FL"
"5730","MILLENNIUM 6-12 COLLEGIATE ACADEMY",6,"2020-12-05","2020-09-06",1639,"Public","FL"
"5731","MILLENNIUM MIDDLE SCHOOL",1,"2020-10-24","2020-09-06",1544,"Public","FL"
"5732","MILLENNIUM MIDDLE SCHOOL",2,"2020-11-21","2020-09-06",1544,"Public","FL"
"5733","MILLENNIUM MIDDLE SCHOOL",5,"2020-12-05","2020-09-06",1544,"Public","FL"
"5734","MILTON HIGH SCHOOL",4,"2020-10-24","2020-09-06",1872,"Public","FL"
"5735","MILTON HIGH SCHOOL",11,"2020-11-21","2020-09-06",1872,"Public","FL"
"5736","MILTON HIGH SCHOOL",24,"2020-12-05","2020-09-06",1872,"Public","FL"
"5737","MILWEE MIDDLE SCHOOL",0,"2020-10-24","2020-09-06",1461,"Public","FL"
"5738","MILWEE MIDDLE SCHOOL",4,"2020-11-21","2020-09-06",1461,"Public","FL"
"5739","MILWEE MIDDLE SCHOOL",10,"2020-12-05","2020-09-06",1461,"Public","FL"
"5740","MIMS ELEMENTARY SCHOOL",0,"2020-10-24","2020-09-06",479,"Public","FL"
"5741","MIMS ELEMENTARY SCHOOL",0,"2020-11-21","2020-09-06",479,"Public","FL"
"5742","MIMS ELEMENTARY SCHOOL",1,"2020-12-05","2020-09-06",479,"Public","FL"
"5743","MINI ME ACADEMY",1,"2020-12-05","2020-09-06",17,"Private","FL"
"5744","MINTZ ELEMENTARY SCHOOL",1,"2020-10-24","2020-09-06",853,"Public","FL"
"5745","MINTZ ELEMENTARY SCHOOL",1,"2020-11-21","2020-09-06",853,"Public","FL"
"5746","MINTZ ELEMENTARY SCHOOL",4,"2020-12-05","2020-09-06",853,"Public","FL"
"5747","MIRAMAR ELEMENTARY SCHOOL",1,"2020-11-21","2020-09-06",620,"Public","FL"
"5748","MIRAMAR ELEMENTARY SCHOOL",3,"2020-12-05","2020-09-06",620,"Public","FL"
"5749","MIRAMAR HIGH SCHOOL",0,"2020-10-24","2020-09-06",2415,"Public","FL"
"5750","MIRAMAR HIGH SCHOOL",13,"2020-11-21","2020-09-06",2415,"Public","FL"
"5751","MIRAMAR HIGH SCHOOL",31,"2020-12-05","2020-09-06",2415,"Public","FL"
"5752","MIRROR LAKE ELEMENTARY SCHOOL",2,"2020-12-05","2020-09-06",678,"Public","FL"
"5753","MIRROR LAKES ELEMENTARY SCHOOL",4,"2020-10-24","2020-09-06",1101,"Public","FL"
"5754","MIRROR LAKES ELEMENTARY SCHOOL",4,"2020-11-21","2020-09-06",1101,"Public","FL"
"5755","MIRROR LAKES ELEMENTARY SCHOOL",7,"2020-12-05","2020-09-06",1101,"Public","FL"
"5756","MISSIONARY CHRISTIAN ACADEMY",1,"2020-12-05","2020-09-06",28,"Private","FL"
"5757","MITCHELL ELEMENTARY SCHOOL",1,"2020-12-05","2020-09-06",764,"Public","FL"
"5758","MITTYE P. LOCKE ELEMENTARY SCHOOL",1,"2020-11-21","2020-09-06",594,"Public","FL"
"5759","MITTYE P. LOCKE ELEMENTARY SCHOOL",3,"2020-12-05","2020-09-06",594,"Public","FL"
"5760","MOLINO PARK ELEMENTARY",0,"2020-10-24","2020-09-06",495,"Public","FL"
"5761","MOLINO PARK ELEMENTARY",0,"2020-11-21","2020-09-06",495,"Public","FL"
"5762","MOLINO PARK ELEMENTARY",2,"2020-12-05","2020-09-06",495,"Public","FL"
"5763","MOLLIE RAY ELEMENTARY",1,"2020-12-05","2020-09-06",494,"Public","FL"
"5764","MONARCH HIGH SCHOOL",1,"2020-10-24","2020-09-06",2443,"Public","FL"
"5765","MONARCH HIGH SCHOOL",3,"2020-11-21","2020-09-06",2443,"Public","FL"
"5766","MONARCH HIGH SCHOOL",7,"2020-12-05","2020-09-06",2443,"Public","FL"
"5767","MONARCH LEARNING ACADEMY",0,"2020-10-24","2020-09-06",156,"Private","FL"
"5768","MONARCH LEARNING ACADEMY",3,"2020-11-21","2020-09-06",156,"Private","FL"
"5769","MONARCH LEARNING ACADEMY",4,"2020-12-05","2020-09-06",156,"Private","FL"
"5770","MONSIGNOR EDWARD PACE HIGH SCHOOL",4,"2020-11-21","2020-09-06",921,"Private","FL"
"5771","MONSIGNOR EDWARD PACE HIGH SCHOOL",4,"2020-12-05","2020-09-06",921,"Private","FL"
"5772","MONTESSORI ACADEMY",1,"2020-11-21","2020-09-06",323,"Private","FL"
"5773","MONTESSORI ACADEMY",4,"2020-12-05","2020-09-06",323,"Private","FL"
"5774","MONTESSORI ACADEMY OF NAPLES",1,"2020-11-21","2020-09-06",38,"Private","FL"
"5775","MONTESSORI ACADEMY OF NAPLES",1,"2020-12-05","2020-09-06",38,"Private","FL"
"5776","MONTESSORI BY THE SEA",1,"2020-11-21","2020-09-06",68,"Private","FL"
"5777","MONTESSORI BY THE SEA",1,"2020-12-05","2020-09-06",68,"Private","FL"
"5778","MONTVERDE ACADEMY",13,"2020-10-24","2020-09-06",1270,"Private","FL"
"5779","MONTVERDE ACADEMY",13,"2020-11-21","2020-09-06",1270,"Private","FL"
"5780","MONTVERDE ACADEMY",22,"2020-12-05","2020-09-06",1270,"Private","FL"
"5781","MOON LAKE ELEMENTARY SCHOOL",0,"2020-11-21","2020-09-06",605,"Public","FL"
"5782","MOON LAKE ELEMENTARY SCHOOL",1,"2020-12-05","2020-09-06",605,"Public","FL"
"5783","MOORE HAVEN ELEMENTARY SCHOOL",4,"2020-10-24","2020-09-06",357,"Public","FL"
"5784","MOORE HAVEN ELEMENTARY SCHOOL",5,"2020-11-21","2020-09-06",357,"Public","FL"
"5785","MOORE HAVEN ELEMENTARY SCHOOL",11,"2020-12-05","2020-09-06",357,"Public","FL"
"5786","MOORE HAVEN MIDDLE HIGH SCHOOL.",5,"2020-10-24","2020-09-06",500,"Public","FL"
"5787","MOORE HAVEN MIDDLE HIGH SCHOOL.",5,"2020-11-21","2020-09-06",500,"Public","FL"
"5788","MOORE HAVEN MIDDLE HIGH SCHOOL.",10,"2020-12-05","2020-09-06",500,"Public","FL"
"5789","MORGAN WOODS ELEMENTARY SCHOOL",0,"2020-10-24","2020-09-06",449,"Public","FL"
"5790","MORGAN WOODS ELEMENTARY SCHOOL",1,"2020-11-21","2020-09-06",449,"Public","FL"
"5791","MORGAN WOODS ELEMENTARY SCHOOL",4,"2020-12-05","2020-09-06",449,"Public","FL"
"5792","MORIKAMI PARK ELEMENTARY SCHOOL",2,"2020-10-24","2020-09-06",794,"Public","FL"
"5793","MORIKAMI PARK ELEMENTARY SCHOOL",7,"2020-11-21","2020-09-06",794,"Public","FL"
"5794","MORIKAMI PARK ELEMENTARY SCHOOL",9,"2020-12-05","2020-09-06",794,"Public","FL"
"5795","MORNINGSIDE ACADEMY",1,"2020-10-24","2020-09-06",556,"Private","FL"
"5796","MORNINGSIDE ACADEMY",3,"2020-11-21","2020-09-06",556,"Private","FL"
"5797","MORNINGSIDE ACADEMY",4,"2020-12-05","2020-09-06",556,"Private","FL"
"5798","MORNINGSIDE ELEMENTARY SCHOOL",2,"2020-10-24","2020-09-06",581,"Public","FL"
"5799","MORNINGSIDE ELEMENTARY SCHOOL",2,"2020-11-21","2020-09-06",581,"Public","FL"
"5800","MORNINGSIDE ELEMENTARY SCHOOL",4,"2020-12-05","2020-09-06",581,"Public","FL"
"5801","MORROW ELEMENTARY SCHOOL",1,"2020-11-21","2020-09-06",530,"Public","FL"
"5802","MORROW ELEMENTARY SCHOOL",3,"2020-12-05","2020-09-06",530,"Public","FL"
"5803","MORT ELEMENTARY SCHOOL",3,"2020-10-24","2020-09-06",889,"Public","FL"
"5804","MORT ELEMENTARY SCHOOL",3,"2020-11-21","2020-09-06",889,"Public","FL"
"5805","MORT ELEMENTARY SCHOOL",0,"2020-11-21","2020-09-06",889,"Public","FL"
"5806","MORT ELEMENTARY SCHOOL",5,"2020-12-05","2020-09-06",889,"Public","FL"
"5807","MORT ELEMENTARY SCHOOL",1,"2020-12-05","2020-09-06",889,"Public","FL"
"5808","MOSS PARK ELEMENTARY",1,"2020-11-21","2020-09-06",1055,"Public","FL"
"5809","MOSS PARK ELEMENTARY",2,"2020-12-05","2020-09-06",1055,"Public","FL"
"5810","MOSSY HEAD SCHOOL",1,"2020-11-21","2020-09-06",427,"Public","FL"
"5811","MOSSY HEAD SCHOOL",2,"2020-12-05","2020-09-06",427,"Public","FL"
"5812","MOTHER OF OUR REDEEMER CATHOLIC SCHOOL",3,"2020-10-24","2020-09-06",208,"Private","FL"
"5813","MOTHER OF OUR REDEEMER CATHOLIC SCHOOL",3,"2020-11-21","2020-09-06",208,"Private","FL"
"5814","MOTHER OF OUR REDEEMER CATHOLIC SCHOOL",5,"2020-12-05","2020-09-06",208,"Private","FL"
"5815","MOTON ELEMENTARY SCHOOL",2,"2020-10-24","2020-09-06",569,"Public","FL"
"5816","MOTON ELEMENTARY SCHOOL",2,"2020-11-21","2020-09-06",569,"Public","FL"
"5817","MOTON ELEMENTARY SCHOOL",3,"2020-12-05","2020-09-06",569,"Public","FL"
"5818","MOUNT VERNON ELEMENTARY SCHOOL",0,"2020-11-21","2020-09-06",423,"Public","FL"
"5819","MOUNT VERNON ELEMENTARY SCHOOL",1,"2020-12-05","2020-09-06",423,"Public","FL"
"5820","MOUNT ZION CHRISTIAN ACADEMY",3,"2020-11-21","2020-09-06",98,"Private","FL"
"5821","MOUNT ZION CHRISTIAN ACADEMY",4,"2020-12-05","2020-09-06",98,"Private","FL"
"5822","MOWAT MIDDLE SCHOOL",4,"2020-10-24","2020-09-06",1097,"Public","FL"
"5823","MOWAT MIDDLE SCHOOL",5,"2020-11-21","2020-09-06",1097,"Public","FL"
"5824","MOWAT MIDDLE SCHOOL",9,"2020-12-05","2020-09-06",1097,"Public","FL"
"5825","MT. DORA HIGH SCHOOL",3,"2020-10-24","2020-09-06",1121,"Public","FL"
"5826","MT. DORA HIGH SCHOOL",5,"2020-11-21","2020-09-06",1121,"Public","FL"
"5827","MT. DORA HIGH SCHOOL",6,"2020-12-05","2020-09-06",1121,"Public","FL"
"5828","MT. DORA MIDDLE SCHOOL",6,"2020-11-21","2020-09-06",851,"Public","FL"
"5829","MT. DORA MIDDLE SCHOOL",9,"2020-12-05","2020-09-06",851,"Public","FL"
"5830","MT. HERMAN ESE CENTER",0,"2020-10-24","2020-09-06",154,"Public","FL"
"5831","MT. HERMAN ESE CENTER",1,"2020-11-21","2020-09-06",154,"Public","FL"
"5832","MT. HERMAN ESE CENTER",4,"2020-12-05","2020-09-06",154,"Public","FL"
"5833","MULBERRY CHRISTIAN ACADEMY",1,"2020-11-21","2020-09-06",72,"Private","FL"
"5834","MULBERRY CHRISTIAN ACADEMY",4,"2020-12-05","2020-09-06",72,"Private","FL"
"5835","MULBERRY MIDDLE SCHOOL",1,"2020-10-24","2020-09-06",1150,"Public","FL"
"5836","MULBERRY MIDDLE SCHOOL",5,"2020-11-21","2020-09-06",1150,"Public","FL"
"5837","MULBERRY MIDDLE SCHOOL",11,"2020-12-05","2020-09-06",1150,"Public","FL"
"5838","MULBERRY SENIOR HIGH SCHOOL",2,"2020-10-24","2020-09-06",1192,"Public","FL"
"5839","MULBERRY SENIOR HIGH SCHOOL",5,"2020-11-21","2020-09-06",1192,"Public","FL"
"5840","MULBERRY SENIOR HIGH SCHOOL",6,"2020-12-05","2020-09-06",1192,"Public","FL"
"5841","MULLER ELEMENTARY MAGNET SCHOOL",2,"2020-11-21","2020-09-06",420,"Public","FL"
"5842","MULLER ELEMENTARY MAGNET SCHOOL",3,"2020-12-05","2020-09-06",420,"Public","FL"
"5843","MULRENNAN MIDDLE SCHOOL",1,"2020-10-24","2020-09-06",1338,"Public","FL"
"5844","MULRENNAN MIDDLE SCHOOL",7,"2020-11-21","2020-09-06",1338,"Public","FL"
"5845","MULRENNAN MIDDLE SCHOOL",10,"2020-12-05","2020-09-06",1338,"Public","FL"
"5846","MURDOCK MIDDLE SCHOOL",3,"2020-10-24","2020-09-06",683,"Public","FL"
"5847","MURDOCK MIDDLE SCHOOL",4,"2020-11-21","2020-09-06",683,"Public","FL"
"5848","MURDOCK MIDDLE SCHOOL",6,"2020-12-05","2020-09-06",683,"Public","FL"
"5849","MURRAY MIDDLE SCHOOL",2,"2020-10-24","2020-09-06",718,"Public","FL"
"5850","MURRAY MIDDLE SCHOOL",3,"2020-11-21","2020-09-06",718,"Public","FL"
"5851","MURRAY MIDDLE SCHOOL",4,"2020-12-05","2020-09-06",718,"Public","FL"
"5852","MYAKKA CITY ELEMENTARY SCHOOL",1,"2020-11-21","2020-09-06",266,"Public","FL"
"5853","MYAKKA CITY ELEMENTARY SCHOOL",1,"2020-12-05","2020-09-06",266,"Public","FL"
"5854","MYAKKA RIVER ELEMENTARY SCHOOL",2,"2020-12-05","2020-09-06",537,"Public","FL"
"5855","MYRA TERWILLIGER ELEMENTARY SCHOOL",1,"2020-10-24","2020-09-06",558,"Public","FL"
"5856","MYRA TERWILLIGER ELEMENTARY SCHOOL",3,"2020-11-21","2020-09-06",558,"Public","FL"
"5857","MYRA TERWILLIGER ELEMENTARY SCHOOL",4,"2020-12-05","2020-09-06",558,"Public","FL"
"5858","MYRTLE GROVE ELEMENTARY SCHOOL",1,"2020-10-24","2020-09-06",571,"Public","FL"
"5859","MYRTLE GROVE ELEMENTARY SCHOOL",2,"2020-11-21","2020-09-06",571,"Public","FL"
"5860","MYRTLE GROVE ELEMENTARY SCHOOL",8,"2020-12-05","2020-09-06",571,"Public","FL"
"5861","N DADE CENTER FOR MODERN LANGUAGE",1,"2020-10-24","2020-09-06",361,"Public","FL"
"5862","N DADE CENTER FOR MODERN LANGUAGE",2,"2020-11-21","2020-09-06",361,"Public","FL"
"5863","N DADE CENTER FOR MODERN LANGUAGE",2,"2020-12-05","2020-09-06",361,"Public","FL"
"5864","N. B. COOK ELEMENTARY SCHOOL",1,"2020-12-05","2020-09-06",578,"Public","FL"
"5865","NAPLES HIGH SCHOOL",3,"2020-10-24","2020-09-06",1797,"Public","FL"
"5866","NAPLES HIGH SCHOOL",11,"2020-11-21","2020-09-06",1797,"Public","FL"
"5867","NAPLES HIGH SCHOOL",14,"2020-12-05","2020-09-06",1797,"Public","FL"
"5868","NAPLES PARK ELEMENTARY SCHOOL",0,"2020-10-24","2020-09-06",418,"Public","FL"
"5869","NAPLES PARK ELEMENTARY SCHOOL",0,"2020-11-21","2020-09-06",418,"Public","FL"
"5870","NAPLES PARK ELEMENTARY SCHOOL",1,"2020-12-05","2020-09-06",418,"Public","FL"
"5871","NARCOOSSEE ELEMENTARY SCHOOL",0,"2020-10-24","2020-09-06",1070,"Public","FL"
"5872","NARCOOSSEE ELEMENTARY SCHOOL",1,"2020-11-21","2020-09-06",1070,"Public","FL"
"5873","NARCOOSSEE ELEMENTARY SCHOOL",4,"2020-12-05","2020-09-06",1070,"Public","FL"
"5874","NARCOOSSEE MIDDLE SCHOOL",3,"2020-10-24","2020-09-06",1295,"Public","FL"
"5875","NARCOOSSEE MIDDLE SCHOOL",6,"2020-11-21","2020-09-06",1295,"Public","FL"
"5876","NARCOOSSEE MIDDLE SCHOOL",9,"2020-12-05","2020-09-06",1295,"Public","FL"
"5877","NATURAL BRIDGE ELEMENTARY SCHOOL",0,"2020-11-21","2020-09-06",675,"Public","FL"
"5878","NATURAL BRIDGE ELEMENTARY SCHOOL",2,"2020-12-05","2020-09-06",675,"Public","FL"
"5879","NATURE COAST TECHNICAL HIGH",8,"2020-10-24","2020-09-06",1440,"Public","FL"
"5880","NATURE COAST TECHNICAL HIGH",13,"2020-11-21","2020-09-06",1440,"Public","FL"
"5881","NATURE COAST TECHNICAL HIGH",32,"2020-12-05","2020-09-06",1440,"Public","FL"
"5882","NAVARRE HIGH SCHOOL",7,"2020-10-24","2020-09-06",2309,"Public","FL"
"5883","NAVARRE HIGH SCHOOL",23,"2020-11-21","2020-09-06",2309,"Public","FL"
"5884","NAVARRE HIGH SCHOOL",52,"2020-12-05","2020-09-06",2309,"Public","FL"
"5885","NAVY POINT ELEMENTARY SCHOOL",0,"2020-10-24","2020-09-06",537,"Public","FL"
"5886","NAVY POINT ELEMENTARY SCHOOL",0,"2020-11-21","2020-09-06",537,"Public","FL"
"5887","NAVY POINT ELEMENTARY SCHOOL",2,"2020-12-05","2020-09-06",537,"Public","FL"
"5888","NEIL ARMSTRONG ELEMENTARY SCHOOL",1,"2020-10-24","2020-09-06",813,"Public","FL"
"5889","NEIL ARMSTRONG ELEMENTARY SCHOOL",1,"2020-11-21","2020-09-06",813,"Public","FL"
"5890","NEIL ARMSTRONG ELEMENTARY SCHOOL",6,"2020-12-05","2020-09-06",813,"Public","FL"
"5891","NEOCITY ACADEMY",1,"2020-12-05","2020-09-06",107,"Public","FL"
"5892","NEPTUNE BEACH ELEMENTARY SCHOOL",1,"2020-10-24","2020-09-06",830,"Public","FL"
"5893","NEPTUNE BEACH ELEMENTARY SCHOOL",1,"2020-11-21","2020-09-06",830,"Public","FL"
"5894","NEPTUNE BEACH ELEMENTARY SCHOOL",4,"2020-12-05","2020-09-06",830,"Public","FL"
"5895","NEPTUNE ELEMENTARY SCHOOL",0,"2020-10-24","2020-09-06",1002,"Public","FL"
"5896","NEPTUNE ELEMENTARY SCHOOL",0,"2020-11-21","2020-09-06",1002,"Public","FL"
"5897","NEPTUNE ELEMENTARY SCHOOL",4,"2020-12-05","2020-09-06",1002,"Public","FL"
"5898","NEPTUNE MIDDLE SCHOOL",3,"2020-10-24","2020-09-06",1330,"Public","FL"
"5899","NEPTUNE MIDDLE SCHOOL",6,"2020-11-21","2020-09-06",1330,"Public","FL"
"5900","NEPTUNE MIDDLE SCHOOL",12,"2020-12-05","2020-09-06",1330,"Public","FL"
"5901","NEVA KING COOPER EDUCATIONAL CENTER",1,"2020-12-05","2020-09-06",95,"Public","FL"
"5902","NEW BEGINNINGS - NAPLES",1,"2020-10-24","2020-09-06",41,"Public","FL"
"5903","NEW BEGINNINGS - NAPLES",1,"2020-11-21","2020-09-06",41,"Public","FL"
"5904","NEW BEGINNINGS - NAPLES",1,"2020-12-05","2020-09-06",41,"Public","FL"
"5905","NEW BEGINNINGS CHRISTIAN ACADEMY",4,"2020-10-24","2020-09-06",50,"Private","FL"
"5906","NEW BEGINNINGS CHRISTIAN ACADEMY",4,"2020-11-21","2020-09-06",50,"Private","FL"
"5907","NEW BEGINNINGS CHRISTIAN ACADEMY",4,"2020-12-05","2020-09-06",50,"Private","FL"
"5908","NEW BEGINNINGS EDUCATION CENTER",0,"2020-10-24","2020-09-06",197,"Public","FL"
"5909","NEW BEGINNINGS EDUCATION CENTER",1,"2020-11-21","2020-09-06",197,"Public","FL"
"5910","NEW BEGINNINGS EDUCATION CENTER",4,"2020-12-05","2020-09-06",197,"Public","FL"
"5911","NEW BEGINNINGS HIGH SCHOOL",1,"2020-10-24","2020-09-06",773,"Public","FL"
"5912","NEW BEGINNINGS HIGH SCHOOL",2,"2020-11-21","2020-09-06",773,"Public","FL"
"5913","NEW BEGINNINGS HIGH SCHOOL",2,"2020-12-05","2020-09-06",773,"Public","FL"
"5914","NEW BEGINNINGS IMMOKALEE",0,"2020-11-21","2020-09-06",23,"Public","FL"
"5915","NEW BEGINNINGS IMMOKALEE",1,"2020-12-05","2020-09-06",23,"Public","FL"
"5916","NEW BERLIN ELEMENTARY SCHOOL",1,"2020-11-21","2020-09-06",1178,"Public","FL"
"5917","NEW BERLIN ELEMENTARY SCHOOL",2,"2020-12-05","2020-09-06",1178,"Public","FL"
"5918","NEW HEIGHTS ELEMENTARY SCHOOL",1,"2020-12-05","2020-09-06",733,"Public","FL"
"5919","NEW HOPE CHRISTIAN ACADEMY",1,"2020-11-21","2020-09-06",65,"Private","FL"
"5920","NEW HOPE CHRISTIAN ACADEMY",3,"2020-12-05","2020-09-06",65,"Private","FL"
"5921","NEW HORIZONS ELEMENTARY SCHOOL",0,"2020-10-24","2020-09-06",684,"Public","FL"
"5922","NEW HORIZONS ELEMENTARY SCHOOL",3,"2020-11-21","2020-09-06",684,"Public","FL"
"5923","NEW HORIZONS ELEMENTARY SCHOOL",8,"2020-12-05","2020-09-06",684,"Public","FL"
"5924","NEW HORIZONS LEARNING CENTER",2,"2020-11-21","2020-09-06",141,"Public","FL"
"5925","NEW HORIZONS LEARNING CENTER",3,"2020-12-05","2020-09-06",141,"Public","FL"
"5926","NEW JERUSALEM CHRISTIAN ACADEMY",1,"2020-11-21","2020-09-06",117,"Private","FL"
"5927","NEW JERUSALEM CHRISTIAN ACADEMY",1,"2020-11-21","2020-09-06",117,"Private","FL"
"5928","NEW JERUSALEM CHRISTIAN ACADEMY",1,"2020-12-05","2020-09-06",117,"Private","FL"
"5929","NEW JERUSALEM CHRISTIAN ACADEMY",2,"2020-12-05","2020-09-06",117,"Private","FL"
"5930","NEW LEAF CENTER",0,"2020-10-24","2020-09-06",102,"Public","FL"
"5931","NEW LEAF CENTER",3,"2020-11-21","2020-09-06",102,"Public","FL"
"5932","NEW LEAF CENTER",4,"2020-12-05","2020-09-06",102,"Public","FL"
"5933","NEW LIFE CHARTER ACADEMY",1,"2020-12-05","2020-09-06",158,"Public","FL"
"5934","NEW RENAISSANCE MIDDLE SCHOOL",1,"2020-10-24","2020-09-06",1193,"Public","FL"
"5935","NEW RENAISSANCE MIDDLE SCHOOL",2,"2020-11-21","2020-09-06",1193,"Public","FL"
"5936","NEW RENAISSANCE MIDDLE SCHOOL",2,"2020-12-05","2020-09-06",1193,"Public","FL"
"5937","NEW RIVER ELEMENTARY SCHOOL",3,"2020-10-24","2020-09-06",832,"Public","FL"
"5938","NEW RIVER ELEMENTARY SCHOOL",4,"2020-11-21","2020-09-06",832,"Public","FL"
"5939","NEW RIVER ELEMENTARY SCHOOL",7,"2020-12-05","2020-09-06",832,"Public","FL"
"5940","NEW RIVER MIDDLE SCHOOL",2,"2020-10-24","2020-09-06",1591,"Public","FL"
"5941","NEW RIVER MIDDLE SCHOOL",5,"2020-11-21","2020-09-06",1591,"Public","FL"
"5942","NEW RIVER MIDDLE SCHOOL",9,"2020-12-05","2020-09-06",1591,"Public","FL"
"5943","NEW SMYRNA BEACH HIGH SCHOOL",3,"2020-10-24","2020-09-06",1952,"Public","FL"
"5944","NEW SMYRNA BEACH HIGH SCHOOL",17,"2020-11-21","2020-09-06",1952,"Public","FL"
"5945","NEW SMYRNA BEACH HIGH SCHOOL",29,"2020-12-05","2020-09-06",1952,"Public","FL"
"5946","NEW SMYRNA BEACH MIDDLE SCHOOL",2,"2020-10-24","2020-09-06",1179,"Public","FL"
