region,date,grocery_pharmacy,parks,residential,retail_recreation,transitstations,workplace
PB,2020-03-08,0.07,-0.22,0.03,0.03,-0.02,0.01
PB,2020-03-09,0.02,-0.23,-0.01,-0.06,-0.02,0.2
PB,2020-03-10,0.02,-0.16,-0.02,-0.01,0.01,0.19
PB,2020-03-11,-0.02,-0.17,-0.01,-0.05,-0.01,0.17
PB,2020-03-12,-0.04,-0.25,-0.01,-0.09,-0.03,0.16
PB,2020-03-13,0.01,-0.3,0,-0.08,-0.02,0.18
PB,2020-03-14,0.04,-0.3,0.02,-0.04,-0.03,0.03
PB,2020-03-15,0.01,-0.4,0.05,-0.17,-0.11,-0.02
PB,2020-03-16,0.01,-0.32,0,-0.14,-0.04,0.18
PB,2020-03-17,0.07,-0.25,0.01,-0.15,-0.09,0.12
PB,2020-03-18,0.02,-0.3,0.06,-0.24,-0.16,-0.06
PB,2020-03-19,-0.01,-0.32,0.08,-0.31,-0.24,-0.13
PB,2020-03-20,0.05,-0.47,0.11,-0.44,-0.29,-0.18
PB,2020-03-21,-0.08,-0.65,0.13,-0.6,-0.43,-0.26
PB,2020-03-22,-0.32,-0.76,0.18,-0.77,-0.58,-0.35
PB,2020-03-23,-0.32,-0.66,0.19,-0.75,-0.64,-0.47
PB,2020-03-24,-0.37,-0.6,0.19,-0.75,-0.64,-0.53
PB,2020-03-25,-0.37,-0.6,0.2,-0.75,-0.66,-0.55
PB,2020-03-26,-0.33,-0.56,0.19,-0.73,-0.61,-0.53
PB,2020-03-27,-0.31,-0.61,0.2,-0.72,-0.65,-0.49
PB,2020-03-28,-0.29,-0.67,0.17,-0.72,-0.61,-0.4
PB,2020-03-29,-0.36,-0.73,0.17,-0.76,-0.64,-0.33
PB,2020-03-30,-0.28,-0.62,0.18,-0.68,-0.64,-0.46
PB,2020-03-31,-0.21,-0.54,0.16,-0.63,-0.61,-0.46
PB,2020-04-01,-0.2,-0.52,0.17,-0.63,-0.6,-0.46
PB,2020-04-02,-0.19,-0.53,0.17,-0.64,-0.61,-0.45
PB,2020-04-03,-0.15,-0.59,0.18,-0.64,-0.58,-0.42
PB,2020-04-04,-0.15,-0.66,0.15,-0.66,-0.58,-0.35
PB,2020-04-05,-0.28,-0.7,0.16,-0.72,-0.6,-0.29
PB,2020-04-06,-0.17,-0.56,0.16,-0.62,-0.6,-0.4
PB,2020-04-07,-0.13,-0.49,0.15,-0.59,-0.59,-0.41
PB,2020-04-08,-0.09,-0.46,0.15,-0.59,-0.57,-0.42
PB,2020-04-09,-0.02,-0.44,0.15,-0.58,-0.57,-0.45
PB,2020-04-10,-0.47,-0.6,0.22,-0.78,-0.68,-0.66
PB,2020-04-11,-0.11,-0.63,0.15,-0.63,-0.57,-0.35
PB,2020-04-12,-0.24,-0.68,0.14,-0.7,-0.58,-0.24
PB,2020-04-13,-0.22,-0.55,0.16,-0.61,-0.59,-0.38
PB,2020-04-14,-0.22,-0.5,0.16,-0.6,-0.6,-0.4
PB,2020-04-15,-0.23,-0.52,0.17,-0.62,-0.59,-0.41
PB,2020-04-16,-0.2,-0.56,0.17,-0.67,-0.61,-0.41
PB,2020-04-17,-0.13,-0.57,0.17,-0.66,-0.57,-0.37
PB,2020-04-18,-0.15,-0.66,0.14,-0.7,-0.54,-0.29
PB,2020-04-19,-0.27,-0.73,0.15,-0.77,-0.6,-0.24
PB,2020-04-20,-0.16,-0.58,0.15,-0.67,-0.57,-0.37
PB,2020-04-21,-0.42,-0.62,0.2,-0.78,-0.69,-0.6
PB,2020-04-22,-0.19,-0.54,0.15,-0.66,-0.58,-0.37
PB,2020-04-23,-0.2,-0.53,0.15,-0.66,-0.59,-0.37
PB,2020-04-24,-0.19,-0.6,0.17,-0.68,-0.59,-0.35
PB,2020-04-25,-0.17,-0.66,0.14,-0.69,-0.55,-0.27
PB,2020-04-26,-0.25,-0.71,0.15,-0.76,-0.6,-0.23
PB,2020-04-27,-0.23,-0.62,0.16,-0.69,-0.59,-0.35
PB,2020-04-28,-0.17,-0.53,0.12,-0.64,-0.56,-0.36
PB,2020-04-29,-0.16,-0.52,0.15,-0.64,-0.54,-0.36
PB,2020-04-30,-0.03,-0.51,0.14,-0.61,-0.53,-0.36
PB,2020-05-01,-0.33,-0.61,0.21,-0.77,-0.65,-0.59
PB,2020-05-02,-0.07,-0.65,0.14,-0.66,-0.53,-0.27
PE,2020-02-15,0.05,0.03,0,0.05,0.07,0.05
PE,2020-02-16,0.04,-0.12,0.02,0.04,0.03,-0.01
PE,2020-02-17,0.03,-0.04,0,-0.02,0.07,0.19
PE,2020-02-18,0.03,0,0,0.01,0.04,0.17
PE,2020-02-19,0.02,0.06,-0.01,0.03,0.08,0.18
PE,2020-02-20,0.04,0.06,-0.01,-0.01,0.03,0.13
PE,2020-02-21,0.18,0.32,0,0.03,0.09,0.05
PE,2020-02-22,0,0.48,0.01,-0.11,0.1,-0.17
PE,2020-02-23,0.09,0.47,0.02,-0.05,0.04,-0.08
PE,2020-02-24,-0.16,1.18,0.09,-0.26,-0.25,-0.56
PE,2020-02-25,-0.35,1.04,0.07,-0.3,-0.29,-0.63
PE,2020-02-26,-0.16,0.19,0.05,-0.21,-0.2,-0.38
PE,2020-02-27,0,-0.08,0.01,-0.09,-0.02,0.08
PE,2020-02-28,0.01,-0.16,0.02,-0.07,0,0.11
PE,2020-02-29,0.05,-0.21,0.04,-0.04,-0.01,0.02
PE,2020-03-01,0.04,-0.34,0.05,-0.07,-0.04,-0.03
PE,2020-03-02,0.05,-0.12,0,-0.05,0.07,0.2
PE,2020-03-03,0.04,-0.11,0,-0.03,0.06,0.17
PE,2020-03-04,0.03,-0.08,0,-0.02,0.09,0.18
PE,2020-03-05,0.11,0,-0.03,0.06,0.12,0.18
PE,2020-03-06,-0.07,-0.1,0.1,-0.18,-0.2,-0.39
PE,2020-03-07,0.08,-0.16,0.03,0.01,0,0
PE,2020-03-08,0.04,-0.22,0.03,0.04,-0.01,0
PE,2020-03-09,0.08,-0.04,-0.01,0,0.1,0.2
PE,2020-03-10,0.07,-0.07,-0.01,0.01,0.09,0.19
PE,2020-03-11,0.01,-0.06,-0.01,-0.02,0.1,0.18
PE,2020-03-12,-0.01,-0.08,-0.01,-0.08,0.03,0.15
PE,2020-03-13,0.01,-0.15,-0.01,-0.05,0.05,0.18
PE,2020-03-14,0.07,-0.22,0.02,-0.04,-0.01,0.04
PE,2020-03-15,0.03,-0.42,0.05,-0.17,-0.14,-0.04
PE,2020-03-16,0.06,-0.24,0.02,-0.16,-0.07,0.11
PE,2020-03-17,0.05,-0.28,0.03,-0.2,-0.14,0.03
PE,2020-03-18,-0.02,-0.3,0.07,-0.29,-0.21,-0.1
PE,2020-03-19,-0.04,-0.34,0.08,-0.35,-0.28,-0.17
PE,2020-03-20,0.01,-0.44,0.09,-0.38,-0.3,-0.19
PE,2020-03-21,-0.13,-0.6,0.12,-0.61,-0.43,-0.27
PE,2020-03-22,-0.33,-0.73,0.15,-0.75,-0.56,-0.36
PE,2020-03-23,-0.31,-0.6,0.18,-0.72,-0.55,-0.46
PE,2020-03-24,-0.37,-0.6,0.18,-0.73,-0.59,-0.52
PE,2020-03-25,-0.36,-0.59,0.19,-0.72,-0.59,-0.52
PE,2020-03-26,-0.34,-0.56,0.18,-0.71,-0.59,-0.51
PE,2020-03-27,-0.31,-0.6,0.21,-0.7,-0.58,-0.49
PE,2020-03-28,-0.29,-0.64,0.18,-0.7,-0.55,-0.41
PE,2020-03-29,-0.35,-0.72,0.17,-0.74,-0.59,-0.35
PE,2020-03-30,-0.28,-0.58,0.2,-0.67,-0.58,-0.46
PE,2020-03-31,-0.23,-0.56,0.18,-0.64,-0.55,-0.47
PE,2020-04-01,-0.23,-0.54,0.18,-0.63,-0.55,-0.46
PE,2020-04-02,-0.23,-0.54,0.18,-0.64,-0.56,-0.47
PE,2020-04-03,-0.17,-0.55,0.19,-0.64,-0.53,-0.44
PE,2020-04-04,-0.16,-0.62,0.16,-0.66,-0.51,-0.37
PE,2020-04-05,-0.26,-0.69,0.16,-0.71,-0.57,-0.31
PE,2020-04-06,-0.16,-0.53,0.19,-0.62,-0.52,-0.42
PE,2020-04-07,-0.12,-0.52,0.17,-0.59,-0.5,-0.43
PE,2020-04-08,-0.08,-0.49,0.17,-0.59,-0.49,-0.43
PE,2020-04-09,0.03,-0.45,0.16,-0.58,-0.48,-0.45
PE,2020-04-10,-0.43,-0.62,0.23,-0.78,-0.65,-0.68
PE,2020-04-11,-0.18,-0.62,0.17,-0.65,-0.53,-0.4
PE,2020-04-12,-0.25,-0.69,0.15,-0.7,-0.57,-0.3
PE,2020-04-13,-0.23,-0.54,0.19,-0.63,-0.53,-0.42
PE,2020-04-14,-0.26,-0.55,0.18,-0.62,-0.54,-0.44
PE,2020-04-15,-0.25,-0.54,0.18,-0.62,-0.54,-0.44
PE,2020-04-16,-0.29,-0.58,0.19,-0.65,-0.57,-0.46
PE,2020-04-17,-0.19,-0.56,0.19,-0.62,-0.52,-0.42
PE,2020-04-18,-0.22,-0.62,0.16,-0.66,-0.5,-0.34
PE,2020-04-19,-0.32,-0.71,0.17,-0.72,-0.59,-0.31
PE,2020-04-20,-0.22,-0.56,0.19,-0.64,-0.55,-0.43
PE,2020-04-21,-0.44,-0.63,0.23,-0.76,-0.67,-0.64
PE,2020-04-22,-0.25,-0.57,0.18,-0.63,-0.54,-0.42
PE,2020-04-23,-0.24,-0.53,0.17,-0.63,-0.54,-0.43
PE,2020-04-24,-0.3,-0.63,0.2,-0.67,-0.57,-0.43
PE,2020-04-25,-0.21,-0.64,0.16,-0.66,-0.52,-0.34
PE,2020-04-26,-0.32,-0.72,0.17,-0.73,-0.61,-0.3
PE,2020-04-27,-0.26,-0.58,0.19,-0.64,-0.56,-0.4
PE,2020-04-28,-0.22,-0.54,0.15,-0.61,-0.52,-0.41
PE,2020-04-29,-0.22,-0.52,0.17,-0.61,-0.52,-0.4
PE,2020-04-30,-0.12,-0.52,0.16,-0.61,-0.5,-0.41
PE,2020-05-01,-0.41,-0.63,0.24,-0.78,-0.67,-0.65
PE,2020-05-02,-0.11,-0.61,0.16,-0.66,-0.49,-0.33
PI,2020-02-15,0,0.06,0.01,-0.04,-0.09,0.03
PI,2020-02-16,0.04,0.02,0.02,0.02,-0.1,0.01
PI,2020-02-17,-0.04,-0.1,0.01,-0.07,-0.03,0.12
PI,2020-02-18,-0.06,-0.11,0.02,-0.08,-0.04,0.11
PI,2020-02-19,-0.02,-0.09,0.01,-0.04,-0.08,0.1
PI,2020-02-20,0.02,0.01,0.01,-0.01,0.03,0.12
PI,2020-02-21,0.03,-0.11,0.01,-0.02,0.13,0.1
PI,2020-02-22,0.06,0.03,0.01,-0.12,0.05,-0.03
PI,2020-02-23,-0.02,0.19,0.01,-0.09,-0.27,-0.02
PI,2020-02-24,-0.23,0.22,0.08,-0.36,-0.42,-0.49
PI,2020-02-25,-0.57,0.29,0.08,-0.43,-0.41,-0.6
PI,2020-02-26,-0.24,-0.03,0.06,-0.29,-0.14,-0.34
PI,2020-02-27,-0.07,-0.08,0.02,-0.14,-0.07,0.09
PI,2020-02-28,-0.02,-0.2,0.03,-0.1,-0.14,0.12
PI,2020-02-29,-0.01,-0.19,0.05,-0.08,-0.1,0.08
PI,2020-03-01,-0.01,-0.19,0.06,-0.12,-0.09,0.01
PI,2020-03-02,-0.04,-0.18,0.01,-0.11,-0.03,0.14
PI,2020-03-03,-0.05,-0.15,0.01,-0.11,-0.06,0.13
PI,2020-03-04,-0.04,-0.14,0.01,-0.11,-0.1,0.12
PI,2020-03-05,-0.04,-0.05,0.01,-0.07,-0.06,0.13
PI,2020-03-06,0,-0.16,0,-0.01,-0.01,0.16
PI,2020-03-07,-0.01,-0.19,0.03,-0.05,-0.08,0.07
PI,2020-03-08,0.03,-0.09,0.03,0.06,-0.13,0.03
PI,2020-03-09,-0.09,-0.16,0.01,-0.11,-0.05,0.14
PI,2020-03-10,-0.04,-0.1,0,-0.06,-0.04,0.14
PI,2020-03-11,-0.07,-0.1,0,-0.07,-0.09,0.13
PI,2020-03-12,-0.09,-0.04,0,-0.06,-0.07,0.14
PI,2020-03-13,-0.11,-0.26,0.02,-0.12,-0.08,0.13
PI,2020-03-14,0,-0.16,0.02,-0.02,-0.12,0.08
PI,2020-03-15,-0.03,-0.17,0.04,-0.1,-0.16,0.02
PI,2020-03-16,-0.09,-0.25,0.02,-0.19,-0.07,0.1
PI,2020-03-17,0,-0.2,0.04,-0.19,-0.1,-0.01
PI,2020-03-18,-0.03,-0.2,0.07,-0.25,-0.2,-0.08
PI,2020-03-19,-0.11,-0.24,0.09,-0.36,-0.26,-0.15
PI,2020-03-20,-0.09,-0.44,0.13,-0.5,-0.36,-0.24
PI,2020-03-21,-0.25,-0.52,0.15,-0.67,-0.51,-0.3
PI,2020-03-22,-0.38,-0.56,0.16,-0.74,-0.64,-0.32
PI,2020-03-23,-0.4,-0.51,0.21,-0.74,-0.67,-0.51
PI,2020-03-24,-0.46,-0.51,0.22,-0.77,-0.7,-0.58
PI,2020-03-25,-0.45,-0.49,0.23,-0.77,-0.76,-0.59
PI,2020-03-26,-0.43,-0.4,0.22,-0.75,-0.76,-0.56
PI,2020-03-27,-0.42,-0.51,0.25,-0.75,-0.75,-0.53
PI,2020-03-28,-0.39,-0.5,0.21,-0.74,-0.77,-0.43
PI,2020-03-29,-0.39,-0.49,0.18,-0.71,-0.76,-0.27
PI,2020-03-30,-0.38,-0.46,0.22,-0.7,-0.74,-0.49
PI,2020-03-31,-0.3,-0.44,0.2,-0.67,-0.72,-0.48
PI,2020-04-01,-0.29,-0.4,0.2,-0.66,-0.72,-0.47
PI,2020-04-02,-0.28,-0.35,0.2,-0.64,-0.73,-0.47
PI,2020-04-03,-0.29,-0.46,0.22,-0.68,-0.73,-0.45
PI,2020-04-04,-0.26,-0.46,0.19,-0.69,-0.73,-0.37
PI,2020-04-05,-0.32,-0.48,0.17,-0.69,-0.77,-0.26
PI,2020-04-06,-0.25,-0.39,0.2,-0.64,-0.71,-0.44
PI,2020-04-07,-0.17,-0.33,0.18,-0.63,-0.72,-0.44
PI,2020-04-08,-0.17,-0.3,0.18,-0.63,-0.75,-0.45
PI,2020-04-09,-0.18,-0.23,0.18,-0.67,-0.77,-0.53
PI,2020-04-10,-0.83,-0.43,0.25,-0.85,-0.89,-0.72
PI,2020-04-11,-0.31,-0.42,0.18,-0.72,-0.8,-0.46
PI,2020-04-12,-0.36,-0.46,0.14,-0.69,-0.83,-0.25
PI,2020-04-13,-0.31,-0.43,0.2,-0.64,-0.69,-0.42
PI,2020-04-14,-0.28,-0.39,0.2,-0.64,-0.72,-0.43
PI,2020-04-15,-0.27,-0.36,0.2,-0.63,-0.73,-0.43
PI,2020-04-16,-0.27,-0.32,0.2,-0.64,-0.72,-0.42
PI,2020-04-17,-0.32,-0.44,0.23,-0.69,-0.77,-0.48
PI,2020-04-18,-0.26,-0.48,0.18,-0.69,-0.73,-0.33
PI,2020-04-19,-0.33,-0.48,0.16,-0.7,-0.79,-0.21
PI,2020-04-20,-0.27,-0.4,0.19,-0.63,-0.72,-0.42
PI,2020-04-21,-0.52,-0.44,0.24,-0.76,-0.83,-0.61
PI,2020-04-22,-0.24,-0.37,0.18,-0.63,-0.72,-0.4
PI,2020-04-23,-0.29,-0.35,0.19,-0.65,-0.73,-0.41
PI,2020-04-24,-0.3,-0.45,0.21,-0.66,-0.73,-0.39
PI,2020-04-25,-0.28,-0.47,0.18,-0.69,-0.74,-0.31
PI,2020-04-26,-0.33,-0.47,0.16,-0.69,-0.79,-0.19
PI,2020-04-27,-0.33,-0.42,0.2,-0.65,-0.73,-0.38
PI,2020-04-28,-0.27,-0.37,0.17,-0.63,-0.7,-0.39
PI,2020-04-29,-0.24,-0.33,0.19,-0.63,-0.7,-0.39
PI,2020-04-30,-0.14,-0.29,0.18,-0.63,-0.67,-0.38
PI,2020-05-01,-0.64,-0.46,0.25,-0.77,-0.8,-0.61
PI,2020-05-02,-0.17,-0.43,0.18,-0.69,-0.73,-0.29
PR,2020-02-15,0.05,-0.04,0,0.05,0.07,0.06
PR,2020-02-16,0.05,-0.12,0.01,0.02,0.05,0
PR,2020-02-17,-0.02,-0.19,-0.01,-0.05,0.08,0.21
PR,2020-02-18,-0.03,-0.13,-0.02,-0.05,0.1,0.19
PR,2020-02-19,-0.02,-0.07,-0.01,-0.05,0.08,0.19
PR,2020-02-20,0.08,0.04,-0.03,0.06,0.15,0.2
PR,2020-02-21,0.08,-0.1,-0.03,0.01,0.19,0.2
PR,2020-02-22,0.07,0.11,0,-0.02,0.1,-0.01
PR,2020-02-23,0.08,0.4,0,0.06,0.05,-0.01
PR,2020-02-24,0,0.57,0.07,-0.13,-0.26,-0.39
PR,2020-02-25,-0.32,0.1,0.12,-0.44,-0.38,-0.63
PR,2020-02-26,-0.07,-0.2,0.06,-0.19,-0.12,-0.08
PR,2020-02-27,0.04,0.03,-0.02,0,0.11,0.19
PR,2020-02-28,0.03,-0.11,-0.01,0,0.1,0.22
PR,2020-02-29,0.06,-0.14,0.02,0.01,0.02,0.07
PR,2020-03-01,0.08,-0.25,0.03,-0.04,-0.02,0.02
PR,2020-03-02,-0.02,-0.31,-0.01,-0.06,0.07,0.23
PR,2020-03-03,-0.01,-0.18,-0.02,-0.04,0.1,0.21
PR,2020-03-04,0,-0.03,-0.02,-0.01,0.11,0.22
PR,2020-03-05,0.06,0.01,-0.03,0.05,0.15,0.22
PR,2020-03-06,0.11,-0.09,-0.03,0.07,0.17,0.24
PR,2020-03-07,0.14,-0.06,-0.01,0.13,0.11,0.08
PR,2020-03-08,0.14,-0.08,0,0.15,0.09,0.04
PR,2020-03-09,0.02,-0.17,-0.02,0,0.12,0.24
PR,2020-03-10,0.02,-0.08,-0.03,0,0.14,0.22
PR,2020-03-11,0.02,0.03,-0.02,0,0.14,0.22
PR,2020-03-12,0.06,0.05,-0.03,0.04,0.15,0.22
PR,2020-03-13,0.05,-0.1,-0.03,0.02,0.15,0.23
PR,2020-03-14,0.08,-0.02,0,0.04,0.07,0.07
PR,2020-03-15,0.1,-0.07,0.01,0.01,0.03,0.02
PR,2020-03-16,0.05,-0.29,0,-0.11,0.02,0.21
PR,2020-03-17,0.11,-0.24,0.01,-0.16,-0.03,0.14
PR,2020-03-18,0.08,-0.31,0.06,-0.26,-0.16,0.04
PR,2020-03-19,0.08,-0.3,0.08,-0.28,-0.22,-0.06
PR,2020-03-20,0.01,-0.45,0.13,-0.45,-0.32,-0.15
PR,2020-03-21,-0.16,-0.63,0.17,-0.65,-0.49,-0.3
PR,2020-03-22,-0.41,-0.74,0.18,-0.76,-0.62,-0.36
PR,2020-03-23,-0.29,-0.61,0.21,-0.68,-0.6,-0.4
PR,2020-03-24,-0.35,-0.6,0.22,-0.72,-0.63,-0.48
PR,2020-03-25,-0.33,-0.53,0.23,-0.71,-0.63,-0.49
PR,2020-03-26,-0.29,-0.49,0.22,-0.68,-0.62,-0.48
PR,2020-03-27,-0.28,-0.56,0.23,-0.69,-0.61,-0.46
PR,2020-03-28,-0.26,-0.59,0.19,-0.72,-0.59,-0.42
PR,2020-03-29,-0.42,-0.7,0.17,-0.75,-0.64,-0.34
PR,2020-03-30,-0.27,-0.56,0.2,-0.62,-0.59,-0.41
PR,2020-03-31,-0.21,-0.5,0.19,-0.61,-0.57,-0.43
PR,2020-04-01,-0.17,-0.42,0.19,-0.6,-0.57,-0.41
PR,2020-04-02,-0.17,-0.43,0.19,-0.58,-0.56,-0.42
PR,2020-04-03,-0.14,-0.5,0.2,-0.6,-0.54,-0.39
PR,2020-04-04,-0.12,-0.54,0.16,-0.63,-0.52,-0.34
PR,2020-04-05,-0.29,-0.61,0.14,-0.68,-0.56,-0.29
PR,2020-04-06,-0.19,-0.58,0.18,-0.55,-0.54,-0.34
PR,2020-04-07,-0.06,-0.48,0.16,-0.49,-0.49,-0.35
PR,2020-04-08,-0.04,-0.37,0.16,-0.48,-0.48,-0.33
PR,2020-04-09,0.15,-0.32,0.13,-0.41,-0.44,-0.34
PR,2020-04-10,-0.4,-0.55,0.29,-0.77,-0.7,-0.75
PR,2020-04-11,0.09,-0.51,0.15,-0.54,-0.46,-0.33
PR,2020-04-12,-0.5,-0.61,0.1,-0.69,-0.52,-0.22
PR,2020-04-13,-0.18,-0.5,0.16,-0.48,-0.49,-0.28
PR,2020-04-14,-0.19,-0.49,0.16,-0.5,-0.49,-0.31
PR,2020-04-15,-0.14,-0.38,0.17,-0.49,-0.47,-0.29
PR,2020-04-16,-0.11,-0.34,0.16,-0.45,-0.45,-0.29
PR,2020-04-17,-0.11,-0.44,0.17,-0.48,-0.43,-0.26
PR,2020-04-18,-0.11,-0.52,0.14,-0.55,-0.46,-0.22
PR,2020-04-19,-0.3,-0.59,0.13,-0.65,-0.53,-0.22
PR,2020-04-20,-0.05,-0.42,0.15,-0.42,-0.46,-0.3
PR,2020-04-21,-0.4,-0.38,0.23,-0.69,-0.66,-0.67
PR,2020-04-22,-0.11,-0.32,0.14,-0.43,-0.43,-0.23
PR,2020-04-23,-0.11,-0.31,0.14,-0.41,-0.42,-0.23
PR,2020-04-24,-0.12,-0.41,0.15,-0.45,-0.42,-0.21
PR,2020-04-25,-0.08,-0.43,0.12,-0.49,-0.41,-0.17
PR,2020-04-26,-0.23,-0.51,0.11,-0.59,-0.48,-0.17
PR,2020-04-27,-0.17,-0.46,0.14,-0.43,-0.43,-0.19
PR,2020-04-28,-0.14,-0.37,0.1,-0.42,-0.41,-0.21
PR,2020-04-29,-0.11,-0.28,0.14,-0.42,-0.41,-0.2
PR,2020-04-30,0.12,-0.22,0.1,-0.32,-0.36,-0.19
PR,2020-05-01,-0.39,-0.4,0.24,-0.7,-0.65,-0.67
PR,2020-05-02,0.01,-0.4,0.12,-0.46,-0.42,-0.2
RJ,2020-02-15,0.06,0.04,-0.01,0.07,0.13,0.06
RJ,2020-02-16,-0.02,-0.14,0.01,-0.04,0.06,-0.01
RJ,2020-02-17,0.07,-0.13,-0.02,0.04,0.13,0.2
RJ,2020-02-18,0,-0.04,-0.02,0.01,0.12,0.15
RJ,2020-02-19,0.06,-0.06,-0.02,0.03,0.12,0.14
RJ,2020-02-20,0.1,0.11,-0.03,0.03,0.13,0.15
RJ,2020-02-21,0.14,0.05,0.01,0.05,0.08,0.02
RJ,2020-02-22,0.07,0.11,0.01,-0.08,0.09,-0.1
RJ,2020-02-23,0.11,0.53,0.01,0.08,0.23,-0.02
RJ,2020-02-24,-0.05,0.96,0.09,-0.18,-0.27,-0.56
RJ,2020-02-25,-0.38,1.12,0.1,-0.29,-0.33,-0.66
RJ,2020-02-26,-0.13,0.07,0.07,-0.26,-0.32,-0.46
RJ,2020-02-27,-0.05,-0.27,0.05,-0.18,-0.12,-0.07
RJ,2020-02-28,0.03,-0.26,0.05,-0.06,-0.05,-0.03
RJ,2020-02-29,0.03,-0.29,0.04,-0.08,-0.04,-0.01
RJ,2020-03-01,-0.16,-0.65,0.08,-0.31,-0.22,-0.12
RJ,2020-03-02,0,-0.46,0.03,-0.14,-0.03,0.13
RJ,2020-03-03,0.01,-0.29,0.01,-0.07,0.05,0.13
RJ,2020-03-04,0.07,-0.27,0,-0.03,0.06,0.14
RJ,2020-03-05,0.07,-0.11,-0.01,0,0.09,0.18
RJ,2020-03-06,0.13,-0.07,-0.02,0.14,0.17,0.21
RJ,2020-03-07,0.12,-0.11,0,0.1,0.11,0.07
RJ,2020-03-08,0.07,-0.1,0.01,0.06,0.06,0.02
RJ,2020-03-09,0.09,-0.12,-0.02,0.05,0.14,0.22
RJ,2020-03-10,0.03,-0.07,-0.01,0.01,0.12,0.16
RJ,2020-03-11,0.05,-0.12,-0.01,0.01,0.1,0.15
RJ,2020-03-12,0.04,-0.04,-0.01,-0.03,0.09,0.17
RJ,2020-03-13,0.13,-0.05,-0.01,0.07,0.13,0.19
RJ,2020-03-14,0.11,-0.13,0.02,-0.07,-0.03,0.03
RJ,2020-03-15,0.05,-0.17,0.03,-0.17,-0.1,-0.02
RJ,2020-03-16,0.08,-0.25,0.04,-0.15,-0.11,0
RJ,2020-03-17,0.01,-0.4,0.09,-0.31,-0.26,-0.13
RJ,2020-03-18,0.01,-0.43,0.11,-0.38,-0.34,-0.21
RJ,2020-03-19,-0.06,-0.45,0.14,-0.46,-0.41,-0.26
RJ,2020-03-20,-0.05,-0.55,0.16,-0.47,-0.43,-0.29
RJ,2020-03-21,-0.2,-0.76,0.18,-0.67,-0.57,-0.37
RJ,2020-03-22,-0.29,-0.81,0.18,-0.74,-0.62,-0.38
RJ,2020-03-23,-0.18,-0.66,0.2,-0.63,-0.59,-0.46
RJ,2020-03-24,-0.34,-0.68,0.23,-0.72,-0.65,-0.55
RJ,2020-03-25,-0.29,-0.66,0.23,-0.71,-0.65,-0.55
RJ,2020-03-26,-0.29,-0.62,0.24,-0.7,-0.65,-0.54
RJ,2020-03-27,-0.23,-0.61,0.24,-0.65,-0.61,-0.5
RJ,2020-03-28,-0.26,-0.67,0.19,-0.69,-0.59,-0.42
RJ,2020-03-29,-0.32,-0.74,0.17,-0.72,-0.61,-0.37
RJ,2020-03-30,-0.25,-0.64,0.2,-0.64,-0.6,-0.47
RJ,2020-03-31,-0.25,-0.61,0.21,-0.64,-0.61,-0.5
RJ,2020-04-01,-0.17,-0.61,0.21,-0.62,-0.6,-0.5
RJ,2020-04-02,-0.19,-0.59,0.22,-0.63,-0.6,-0.49
RJ,2020-04-03,-0.14,-0.69,0.22,-0.61,-0.56,-0.47
RJ,2020-04-04,-0.13,-0.73,0.17,-0.64,-0.53,-0.38
RJ,2020-04-05,-0.24,-0.78,0.16,-0.69,-0.57,-0.35
RJ,2020-04-06,-0.14,-0.67,0.19,-0.57,-0.54,-0.44
RJ,2020-04-07,-0.14,-0.67,0.2,-0.59,-0.55,-0.48
RJ,2020-04-08,-0.09,-0.72,0.2,-0.59,-0.57,-0.49
RJ,2020-04-09,0.07,-0.64,0.19,-0.54,-0.53,-0.47
RJ,2020-04-10,-0.27,-0.76,0.28,-0.73,-0.7,-0.69
RJ,2020-04-11,-0.1,-0.77,0.18,-0.63,-0.54,-0.4
RJ,2020-04-12,-0.21,-0.81,0.15,-0.69,-0.56,-0.31
RJ,2020-04-13,-0.21,-0.68,0.19,-0.58,-0.55,-0.43
RJ,2020-04-14,-0.25,-0.67,0.2,-0.61,-0.57,-0.47
RJ,2020-04-15,-0.17,-0.67,0.2,-0.59,-0.57,-0.47
RJ,2020-04-16,-0.19,-0.68,0.22,-0.61,-0.58,-0.46
RJ,2020-04-17,-0.14,-0.7,0.22,-0.58,-0.55,-0.44
RJ,2020-04-18,-0.18,-0.74,0.17,-0.64,-0.53,-0.35
RJ,2020-04-19,-0.25,-0.77,0.16,-0.7,-0.58,-0.32
RJ,2020-04-20,-0.15,-0.66,0.18,-0.57,-0.55,-0.43
RJ,2020-04-21,-0.41,-0.67,0.25,-0.74,-0.72,-0.68
RJ,2020-04-22,-0.12,-0.65,0.19,-0.58,-0.55,-0.45
RJ,2020-04-23,-0.36,-0.67,0.25,-0.73,-0.71,-0.64
RJ,2020-04-24,-0.15,-0.65,0.21,-0.58,-0.55,-0.43
RJ,2020-04-25,-0.18,-0.7,0.17,-0.64,-0.53,-0.34
RJ,2020-04-26,-0.26,-0.74,0.16,-0.7,-0.58,-0.32
RJ,2020-04-27,-0.2,-0.67,0.19,-0.59,-0.55,-0.41
RJ,2020-04-28,-0.23,-0.66,0.17,-0.61,-0.57,-0.45
RJ,2020-04-29,-0.18,-0.66,0.2,-0.6,-0.57,-0.45
RJ,2020-04-30,-0.06,-0.6,0.19,-0.58,-0.54,-0.43
